,Unnamed: 0,sentences,name,country,page,languages,legible,results,class
1427,1237,"disaggregated data to update the gender development index;establishment of gender research and documentation centre the sub sector will establish and equip the centre with requisite resources;establishment of integrated one stop sexual and gender based violence response centers in all healthcare facilities in kenya. the proposed centers will offer medical, legal and psychosocial support to victims of sgbv;public awareness campaign against fgm, early and forced marriages the sub sector will develop and implement a national sexual and gender based violence policy and operationalize the gm act 201 1.the sub sector will work closely with the national gender and equality commission to issue sanctions and recommend prosecution on gender discrimination cases. womens empowerment the following specific interventions will be undertakenimplementation of the 3 0 percent public procurement preference for women entrepreneurs the sub sector will carry out a public awareness campaign on the provisions of the public procurement and disposable [preference and reservation] regulations 201 3 for women;implementation of the uwezo fund; the sub sector will seek to expand access to finances and promote women led enterprises at the constituency level through the uwezo fund;women enterprise fund the sub sector will seek to review the funds product and services, re brand and re launch the women enterprise fund.establishment of the single registry for all cs pf initiatives;support to persons with albinism pwa; and scale up the national development fund for pwds this fund will provide assistance to persons with disabilities for their socio economic empowerment. it will also support infrastructure improvement to institutions providing services to pads and capacity building for disabled persons organizations.",Vision 2030,12,10,en,"Disaggregated data to update the gender development index;establishment of gender research and documentation centre the sub-sector will establish and equip the centre with requisite resources;establishment of integrated one stop sexual and gender based violence response centers in all healthcare facilities in kenya. The proposed centers will offer medical, legal and psychosocial support to victims of sgbv;public awareness campaign against fgm, early and forced marriages the sub-sector will develop and implement a national sexual and gender based violence policy and operationalize the GM act 2011.the sub-sector will work closely with the national gender and equality commission to issue sanctions and recommend prosecution on gender discrimination cases. Womens empowerment the following specific interventions will be undertakenimplementation of the 30 percent public procurement preference for women entrepreneurs the sub-sector will carry out a public awareness campaign on the provisions of the public procurement and disposable [preference and reservation] regulations 2013 for women;implementation of the uwezo fund; the sub-sector will seek to expand access to finances and promote women led enterprises at the constituency level through the uwezo fund;women enterprise fund the sub-sector will seek to review the funds product and services, re-brand and re-launch the women enterprise fund.establishment of the single registry for all CS pf initiatives;support to persons with albinism pwa; and scale up the national development fund for PWDS this fund will provide assistance to persons with disabilities for their socio-economic empowerment. It will also support infrastructure improvement to institutions providing services to pads and capacity building for disabled persons organizations.",0.421386163747224,i
1436,1155,"infrastructure the second mtp will build on successes of the first mtp. new investments will include cheaper and adequate electricity; local and regional rail and road networks that provide safe, efficient and cost effective transport; adequate water for households and industry; affordable quality housing and sustainable environmental management. industrialisation the kenyan economy is still reliant primarily on agriculture and services. the growing consumer demand for manufactured goods has been met mainly by imports. the government will facilitate growth of the manufacturing sector; make agriculture competitive and diversify the economy for employment creation. the government will also support local entrepreneurs to increase their share in local and external markets through better supply chain and making local enterprises more price competitive in order to serve a growing local, regional and continental market. improved trade the country will focus on expanding trade to increase its share in the fast expanding regional and other emerging markets. trade in the broader region will be backed by joint infrastructural investments with neighboring countries. during the plan period, the government will facilitate research in business development and entrepreneurship under a new entity called sharia kenya to provide funding and leverage investment from local banks. this will develop capacity and productivity of local manufacturing geared to competitively priced quality exports to africa and the global market.",Vision 2030,12,101,en,"Infrastructure the second MTP will build on successes of the first mtp. New investments will include cheaper and adequate electricity; local and regional rail and road networks that provide safe, efficient and cost effective transport; adequate water for households and industry; affordable quality housing and sustainable environmental management. Industrialisation the kenyan economy is still reliant primarily on agriculture and services. The growing consumer demand for manufactured goods has been met mainly by imports. The government will facilitate growth of the manufacturing sector; make agriculture competitive and diversify the economy for employment creation. The government will also support local entrepreneurs to increase their share in local and external markets through better supply chain and making local enterprises more price-competitive in order to serve a growing local, regional and continental market. Improved trade the country will focus on expanding trade to increase its share in the fast expanding regional and other emerging markets. Trade in the broader region will be backed by joint infrastructural investments with neighboring countries. During the plan period, the government will facilitate research in business development and entrepreneurship under a new entity called sharia kenya to provide funding and leverage investment from local banks. This will develop capacity and productivity of local manufacturing geared to competitively priced quality exports to africa and the global market.",0.460480734074437,i
1439,3515,"investment to support growth the strategies in the second mtp are designed to increase investment to gdp ratio by investing prudently in key sectors. land reforms and registration will be undertaken to make land a productive asset. in addition, new initiatives will be undertaken to encourage the financial sector mobilize savings and improve resource allocation to key growth sectors.",Vision 2030,12,108,en,"Investment to support growth the strategies in the second MTP are designed to increase investment to GDP ratio by investing prudently in key sectors. Land reforms and registration will be undertaken to make land a productive asset. In addition, new initiatives will be undertaken to encourage the financial sector mobilize savings and improve resource allocation to key growth sectors.",0.480889512250918,i
1440,4120,"competitiveness and rebalancing growth to make kenya globally competitive, the government will increase investment in expansion, development and modernisation of roads, rail, ports, ict and telecommunications in order to make kenya a top logistics hub. in addition, priority will be given to development of the lamu port, southern sudan and ethiopia transport  corridor and the oil, gas and other mineral resources sector to spur higher economic growth. priority will also be given to implementing the national ict master plan 201 2 201 7, and the implementation of reforms to improve world bank. the opp act will be operationalized to facilitate private sector investment in infrastructure in order to enhance efficiency and competitiveness of the economy.",Vision 2030,12,108,en,"Competitiveness and rebalancing growth to make kenya globally competitive, the government will increase investment in expansion, development and modernisation of roads, rail, ports, ict and telecommunications in order to make kenya a top logistics hub. In addition, priority will be given to development of the lamu port, southern sudan and ethiopia transport  corridor and the oil, gas and other mineral resources sector to spur higher economic growth. Priority will also be given to implementing the national ict master plan 2012-2017, and the implementation of reforms to improve world bank. The opp act will be operationalized to facilitate private sector investment in infrastructure in order to enhance efficiency and competitiveness of the economy.",0.43526040450895004,i
1442,6216,"governance and public financial management reforms the public financial management act 201 2 will be implemented with the aim of exercising controls in public spending and improving the quality of public expenditure through full implementation of the integrated public financial management systems miffs at national and county levels. further training of public officials involved in budgeting and expenditure at both levels of government will be undertaken. reforms in public financial management will be guided by transparency, cost efficiency better delivery of public services, and accountability to the public on taxation and the use of public funds.",Vision 2030,12,108,en,"Governance and public financial management reforms the public financial management act 2012 will be implemented with the aim of exercising controls in public spending and improving the quality of public expenditure through full implementation of the integrated public financial management systems miffs at national and county levels. Further training of public officials involved in budgeting and expenditure at both levels of government will be undertaken. Reforms in public financial management will be guided by transparency, cost efficiency better delivery of public services, and accountability to the public on taxation and the use of public funds.",0.49127873911959996,i
1445,1536,"the second mtp will integrate the sdgs for the post 201 5 which includeending extreme poverty and hunger;achieve development and prosperity for all without ruining the environment;ensure learning for all children and youth;achieving gender equality and reduce inequalities;achieve health and well being at all ages;increasing agricultural production in an environmentally sustainable manner, to achieve food security and rural prosperity;make cities productive and environmentally sustainable;curb human induced climate change with sustainable energy;protect ecosystems and ensure sound management of natural resources; andimprove governance and align business behavior with all the goals. during the second mtp period and beyond, measures will be taken to realign kenyas foreign policy with the nations international trade objectives. these include more training of staff in trade analysis and negotiation techniques, deepening economic and commercial diplomacy, regional integration, bilateral and multilateral partnerships to increase market share in traditional export destinations, penetration of new markets in emerging economies as well as enhancing the role of private sector in regional integration initiatives. additionally, the realigned foreign policy will link regional peace and security with kenyas economic and commercial diplomacy interests and ensure the diplomatic presence in all african region and new emerging economies. kenyas foreign policy shall also be directed towards promoting nairobi as a diplomatic centre, international economic hub, and venue for multi lateral diplomacy.",Vision 2030,12,109,en,"The second MTP will integrate the SDGS for the post 2015 which includeending extreme poverty and hunger;achieve development and prosperity for all without ruining the environment;ensure learning for all children and youth;achieving gender equality and reduce inequalities;achieve health and well being at all ages;increasing agricultural production in an environmentally sustainable manner, to achieve food security and rural prosperity;make cities productive and environmentally sustainable;curb human-induced climate change with sustainable energy;protect ecosystems and ensure sound management of natural resources; andimprove governance and align business behavior with all the goals. During the second MTP period and beyond, measures will be taken to realign kenyas foreign policy with the nations international trade objectives. These include more training of staff in trade analysis and negotiation techniques, deepening economic and commercial diplomacy, regional integration, bilateral and multilateral partnerships to increase market share in traditional export destinations, penetration of new markets in emerging economies as well as enhancing the role of private sector in regional integration initiatives. Additionally, the realigned foreign policy will link regional peace and security with kenyas economic and commercial diplomacy interests and ensure the diplomatic presence in all african region and new emerging economies. Kenyas foreign policy shall also be directed towards promoting nairobi as a diplomatic centre, international economic hub, and venue for multi-lateral diplomacy.",0.4271884055274989,n
1453,13117,"youth enterprise fund the sub sector will seek to review the funds product and services, re brand and re launch the youth enterprise fund.",Vision 2030,12,11,en,"Youth enterprise fund the sub-sector will seek to review the funds product and services, re-brand and re-launch the youth enterprise fund.",0.463927477980869,i
1455,6414,"these factors contributed to low attainment of projected gdp growth, and investment and savings targets. in addition, the slow implementation of key economic reforms, such as the policy and legal framework for public private partnerships pops enacted at the end of the plan period, and absence of legislative framework for establishment of special economic zones partly explains the missed sectoral investment and growth targets in agriculture, industry and service sectors of the economy.",Vision 2030,12,111,en,"These factors contributed to low attainment of projected GDP growth, and investment and savings targets. In addition, the slow implementation of key economic reforms, such as the policy and legal framework for public private partnerships pops enacted at the end of the plan period, and absence of legislative framework for establishment of special economic zones partly explains the missed sectoral investment and growth targets in agriculture, industry and service sectors of the economy.",0.40972007898526197,d
1457,7315,the realignment of kenyas foreign policy and international relations is expected to promote and diversify kenyas economic partnerships and trade. this will boost economic growth by targeting alternative markets including those in the african region.,Vision 2030,12,112,en,The realignment of kenyas foreign policy and international relations is expected to promote and diversify kenyas economic partnerships and trade. This will boost economic growth by targeting alternative markets including those in the african region.,0.428746307746723,n
1458,4415,"on the domestic front, kenya is implementing major legal and institutional reforms that will provide a better environment for sustained macro economic stability and improved management of public resources. these include the public finance management act 201 2; the county governments act 201 2; the urban areas and cities act 201 1, national government coordination act 201 3, and transition to devolved governments act 201 2. in addition, the government is continuing to deepen reforms in the judiciary, police and land sectors. these reforms will enhance administration of justice, governance, law and order, and provide the country with a more conducive environment for doing business, promote investment, growth and employment creation. foreign direct investment is expected to increase especially following the recent discovery of oil, gas, rare earth minerals and coal. in addition, the country will maximize its geographical comparative advantage through implementation of the  corridor project, modernisation of the port of mombasa, construction of a standard gauge railway from mombasa to malaba, and expansion of homo kenyatta international airport to serve as the regional airport hub. construction of the ethiopia power interconnectivity line, to source cheaper hydropower, and completion of the solaria iv by 201 4 and other geothermal energy projects are also expected to boost growth through supply of cheaper and reliable power.",Vision 2030,12,113,en,"On the domestic front, kenya is implementing major legal and institutional reforms that will provide a better environment for sustained macro-economic stability and improved management of public resources. These include the public finance management act 2012; the county governments act 2012; the urban areas and cities act 2011, national government coordination act 2013, and transition to devolved governments act 2012. In addition, the government is continuing to deepen reforms in the judiciary, police and land sectors. These reforms will enhance administration of justice, governance, law and order, and provide the country with a more conducive environment for doing business, promote investment, growth and employment creation. Foreign direct investment is expected to increase especially following the recent discovery of oil, gas, rare earth minerals and coal. In addition, the country will maximize its geographical comparative advantage through implementation of the  corridor project, modernisation of the port of mombasa, construction of a standard gauge railway from mombasa to malaba, and expansion of homo kenyatta international airport to serve as the regional airport hub. Construction of the ethiopia power interconnectivity line, to source cheaper hydropower, and completion of the solaria iv by 2014 and other geothermal energy projects are also expected to boost growth through supply of cheaper and reliable power.",0.430345875996563,n
1459,5414,"the growth strategy will also benefit from exploitation of green growth opportunities such as the use of carbon credits especially in reforested catchment towers, clean energy use in geothermal, hydro, wind and solar power, the promotion of natural products initiatives, promotion of resource efficiency and clean production systems. during the plan period, the 4 7 counties are also expected to attract investment and emerge as regional growth hubs.",Vision 2030,12,113,en,"The growth strategy will also benefit from exploitation of green growth opportunities such as the use of carbon credits especially in reforested catchment towers, clean energy use in geothermal, hydro, wind and solar power, the promotion of natural products initiatives, promotion of resource efficiency and clean production systems. During the plan period, the 47 counties are also expected to attract investment and emerge as regional growth hubs.",0.414496675868689,i
1464,4514,"services sector is expected to grow from about 6.5 per cent in 201 3 to about 1 0 per cent by 201 7. the sector will benefit from sustained growth in tourism, ict, and related businesses such as business process outsourcing bpos, and expansion of regional trade and transport services. in addition, the financial sector is expected to expand rapidly as business confidence improves and as new strategies to boost savings are implemented. the establishment of the financial services center during the plan period is expected to further improve the sectors growth, and to attract more local and international firms in the sector.",Vision 2030,12,114,en,"Services sector is expected to grow from about 6.5 per cent in 2013 to about 10 per cent by 2017. The sector will benefit from sustained growth in tourism, ict, and related businesses such as business process outsourcing bpos, and expansion of regional trade and transport services. In addition, the financial sector is expected to expand rapidly as business confidence improves and as new strategies to boost savings are implemented. The establishment of the financial services center during the plan period is expected to further improve the sectors growth, and to attract more local and international firms in the sector.",0.461837926379129,n
1465,469,"the government will pursue prudent macroeconomic policies to ensure fiscal and debt sustainability. the debt to gdp ratio is projected to decline to 3 9.2 per cent by 201 7201 8 from 4 3.9 per cent in 201 31 4. the implementation of the contributory pension scheme for public servants the public service superannuation act, 201 2 will enhance domestic savings and reduce government contingent liabilities. tax reforms will be given priority including enhancing compliance and broadening the tax base. these will be supported through the implementation of integrated tax management system its and revamping enforcement mechanisms.",Vision 2030,12,115,en,"The government will pursue prudent macroeconomic policies to ensure fiscal and debt sustainability. The debt to GDP ratio is projected to decline to 39.2 per cent by 20172018 from 43.9 per cent in 201314. The implementation of the contributory pension scheme for public servants the public service superannuation act, 2012 will enhance domestic savings and reduce government contingent liabilities. Tax reforms will be given priority including enhancing compliance and broadening the tax base. These will be supported through the implementation of integrated tax management system its and revamping enforcement mechanisms.",0.487029765973925,i
1466,5514,"the government will continue to borrow from domestic and external sources with the latter being largely on concessional terms and will aim at a 3 07 0 ratio of domestic to external financing. this will ensure that the private sector is not crowded out in the credit market and that government projects are financed at lower costs. the government will also issue a debut sovereign bond at the international markets within the second mtp period. this bond will primarily finance infrastructure development in the country, help the government diversify its investor base, establish a pricing benchmark for future issuance by both the public and private sector, and promote kenyas reputation and visibility in the international investor community.",Vision 2030,12,115,en,"The government will continue to borrow from domestic and external sources with the latter being largely on concessional terms and will aim at a 3070 ratio of domestic to external financing. This will ensure that the private sector is not crowded out in the credit market and that government projects are financed at lower costs. The government will also issue a debut sovereign bond at the international markets within the second MTP period. This bond will primarily finance infrastructure development in the country, help the government diversify its investor base, establish a pricing benchmark for future issuance by both the public and private sector, and promote kenyas reputation and visibility in the international investor community.",0.590854224551988,i
1470,14118,"as part of the employment creation strategy, the government willinitiate labour intensive public works programs;facilitate establishment of special economic zones and industrial parks; andexploit green employment opportunities in organic products industries, organic farming, resource efficient and clean production, renewable energy, forestry, environmental planning and urban waste management. over the plan period, rationalisation of the public service will continue. the government aims at an efficient, effective and accountable public service that will adopt innovative ways to deliver public services including leveraging on ict.",Vision 2030,12,115,en,"As part of the employment creation strategy, the government willinitiate labour intensive public works programs;facilitate establishment of special economic zones and industrial parks; andexploit green employment opportunities in organic products industries, organic farming, resource efficient and clean production, renewable energy, forestry, environmental planning and urban waste management. Over the plan period, rationalisation of the public service will continue. The government aims at an efficient, effective and accountable public service that will adopt innovative ways to deliver public services including leveraging on ict.",0.45708320716423995,n
1471,9311,"note employment targets were based on the 200 1 201 1 elasticity defined as per cent increase in employment level for every one per cent increase in gdp levels as follows agriculture 0.4 3; industry 0.5 0; and services 0.7 5 source ministry of devolution and planning, the national treasury provide a framework and necessary guidance on wage levels, wage formation and adjustment mechanisms and other wage administration issues to reduce incidences of industrial disputes. kenyas global ranking on the world banks ease of doing business indicators fell from 72 nd position in 200 8 to 121 st position in 201 2. the government is committed to reversing this trend, and the overall goal is to ensure that by the end of the plan period the country rank among the top 5 0 countries in the both ease of doing business ranking and the world economic forums global competitiveness index. the government will, thus speed up implementation of structural and institutional reforms and put in place the necessary enabling legislation in all sectors to enhance efficiency and competitiveness and investment.",Vision 2030,12,116,en,"Note employment targets were based on the 2001-2011 elasticity defined as per cent increase in employment level for every one per cent increase in GDP levels as follows agriculture 0.43; industry 0.50; and services 0.75 source ministry of devolution and planning, the national treasury provide a framework and necessary guidance on wage levels, wage formation and adjustment mechanisms and other wage administration issues to reduce incidences of industrial disputes. Kenyas global ranking on the world banks ease of doing business indicators fell from 72 ND position in 2008 to 121 ST position in 2012. The government is committed to reversing this trend, and the overall goal is to ensure that by the end of the plan period the country rank among the top 50 countries in the both ease of doing business ranking and the world economic forums global competitiveness index. The government will, thus speed-up implementation of structural and institutional reforms and put in place the necessary enabling legislation in all sectors to enhance efficiency and competitiveness and investment.",0.40441188413192297,i
1472,475,"implementation of the strategy for public finance management reforms fmri 201 3 201 8 will enhance transparency and accountability for improved service delivery. the public procurement and disposal act, 200 5 will be reviewed to address procurement bottlenecks and build capacity at the national and county government levels. ict initiatives such as the re engineered ifmis, nimes, e promis, and e government will be fast tracked and cascaded to the devolved government level to ensure faster project implementation, and monitoring and evaluation.",Vision 2030,12,117,en,"Implementation of the strategy for public finance management reforms fmri 2013-2018 will enhance transparency and accountability for improved service delivery. The public procurement and disposal act, 2005 will be reviewed to address procurement bottlenecks and build capacity at the national and county government levels. Ict initiatives such as the re-engineered ifmis, nimes, e-promis, and e-government will be fast-tracked and cascaded to the devolved government level to ensure faster project implementation, and monitoring and evaluation.",0.460074040516904,n
1474,13213,"to improve the quality of data, the following surveys and censuses will be carried out within the period of the second mtplabour force survey;census of business establishments ; andgeneration of county statistical profiles. tax reforms are key to enhancing the government's revenue capacity to finance development programmes and projects. kenya revenue authority ark will continue to benchmark its services to the standards of selected upper middle income countries so as to meet the international best practices.",Vision 2030,12,117,en,"To improve the quality of data, the following surveys and censuses will be carried out within the period of the second mtplabour force survey;census of business establishments ; andgeneration of county statistical profiles. Tax reforms are key to enhancing the government's revenue capacity to finance development programmes and projects. Kenya revenue authority ark will continue to benchmark its services to the standards of selected upper middle income countries so as to meet the international best practices.",0.41078720251122497,n
1478,485,"the realisation of the objectives and targets of the second mtp hinges on successful implementation of the enablers or foundations. these include infrastructure roads, rail network, sea ports airports and pipeline; information communication and technology ict; science technology and innovation st&l; land reforms; human resource development, labour and employment; security; public sector reforms; national values and ethics; and ending drought emergencies ede. this chapter outlines the policies, programmes and projects planned for implementation during the plan period.",Vision 2030,12,120,en,"The realisation of the objectives and targets of the second MTP hinges on successful implementation of the enablers or foundations. These include infrastructure roads, rail network, sea ports airports and pipeline; information communication and technology ict; science technology and innovation st&l; land reforms; human resource development, labour and employment; security; public sector reforms; national values and ethics; and ending drought emergencies ede. This chapter outlines the policies, programmes and projects planned for implementation during the plan period.",0.418696554166997,n
1491,22110,3.2 information and communications technology ict strengthening the foundation for a knowledge economy,Vision 2030,12,125,en,3.2 information and communications technology ict strengthening the foundation for a knowledge economy,0.420102475126485,n
1501,3135,"in line with the priorities outlined in the jubilee coalition manifesto agenda for kenya 201 3 1 7 and beyond the plan aims at accelerating economic growth putting the economy on a higher, inclusive and sustainable growth trajectory leading to a double digit gdp growth rate within the five year period. to realize these goals and secure our countrys prosperity, the government will in the course of this plan period implement measures to strengthen our economic competitiveness through accelerated governance and public sector reforms and by increasing government spending on expansion, and modernisation of our railways, roads, ports, airports, energy, water and the ict and telecommunications infrastructure. to further enhance efficiency and competitiveness of our economy, the government will devote more investment to infrastructure and to the key sectors of the economy that will drive growth particularly through public private partnerships arrangements.",Vision 2030,12,129,en,"In line with the priorities outlined in the jubilee coalition manifesto agenda for kenya 2013-17 and beyond the plan aims at accelerating economic growth putting the economy on a higher, inclusive and sustainable growth trajectory leading to a double digit GDP growth rate within the five year period. To realize these goals and secure our countrys prosperity, the government will in the course of this plan period implement measures to strengthen our economic competitiveness through accelerated governance and public sector reforms and by increasing government spending on expansion, and modernisation of our railways, roads, ports, airports, energy, water and the ict and telecommunications infrastructure. To further enhance efficiency and competitiveness of our economy, the government will devote more investment to infrastructure and to the key sectors of the economy that will drive growth particularly through public private partnerships arrangements.",0.409136296659507,n
1502,4105,"the jubilee government was elected into office on a platform that prioritises job creation and increasing youth employment over the plan period and expanding kenyas area under irrigation in order to increase agricultural productivity and food security. the policy mechanisms for realizing these objectives are contained in this medium term plan. a commercialized agriculture with high value addition remains our key priority. at the same time, the government will establish disease free zones in our livestock producing areas, working in cooperation with the county governments concerned, to support higher productivity and processing of animal products for domestic consumption and exports. similar efforts will be made to increase value addition and employment in fisheries and in the exploitation of our rich marine resource. in order to meet the goals of job creation, value addition in agriculture, fisheries and livestock, and export diversification, the government will, therefore, establish special economic zones in partnership with private investors to support increased manufacturing and exports with high value added. to meet the demand for skilled jobs in these and other sectors, priority will also be accorded to programmes targeting training and apprenticeships to meet the demand for human resource skills required by the transformation of the kenya economy which is central to this medium term plan. as the education and training sections of this plan demonstrate, this will be accomplished through a variety of programmes under the social pillar. the government will also strengthen youth employment and entrepreneurship through credit, financial assistance and training. this will enable recipients to acquire skills and engage in productive employment on their own or as suppliers to the larger enterprises in the public or private sectors.",Vision 2030,12,129,en,"The jubilee government was elected into office on a platform that prioritises job creation and increasing youth employment over the plan period and expanding kenyas area under irrigation in order to increase agricultural productivity and food security. The policy mechanisms for realizing these objectives are contained in this medium term plan. A commercialized agriculture with high value addition remains our key priority. At the same time, the government will establish disease free zones in our livestock-producing areas, working in cooperation with the county governments concerned, to support higher productivity and processing of animal products for domestic consumption and exports. Similar efforts will be made to increase value addition and employment in fisheries and in the exploitation of our rich marine resource. In order to meet the goals of job creation, value-addition in agriculture, fisheries and livestock, and export diversification, the government will, therefore, establish special economic zones in partnership with private investors to support increased manufacturing and exports with high value added. To meet the demand for skilled jobs in these and other sectors, priority will also be accorded to programmes targeting training and apprenticeships to meet the demand for human resource skills required by the transformation of the kenya economy which is central to this medium-term plan. As the education and training sections of this plan demonstrate, this will be accomplished through a variety of programmes under the social pillar. The government will also strengthen youth employment and entrepreneurship through credit, financial assistance and training. This will enable recipients to acquire skills and engage in productive employment on their own or as suppliers to the larger enterprises in the public or private sectors.",0.443098208494117,n
1507,14215,"coordination of the technology, innovation and commercialisation programme the government will implement knowledge management information system kmis, innovative technology transfer system and undertake science, technology and innovation indicators surveys that will include development and adoption of kenyan common science, technology and innovation indicators and establishment of an african sch observatory.",Vision 2030,12,131,en,"Coordination of the technology, innovation and commercialisation programme the government will implement knowledge management information system kmis, innovative technology transfer system and undertake science, technology and innovation indicators surveys that will include development and adoption of kenyan common science, technology and innovation indicators and establishment of an african SCH observatory.",0.425117370185728,n
1526,18112,"performance contracting and performance appraisal systems. other reforms focused on transformative leadership, structured stakeholder engagement, public financial management, and mainstreaming gender and disability issues.",Vision 2030,12,135,en,"Performance contracting and performance appraisal systems. Other reforms focused on transformative leadership, structured stakeholder engagement, public financial management, and mainstreaming gender and disability issues.",0.404360577843321,n
1527,10118,"some of the challenges faced includehigh expectations of citizens on public service delivery;inadequacy of some specialized skills and incentives necessary for implementation of vision 203 0 projects.inadequate linkage between, budgeting, planning and results.inadequate budgetary support for public sector reformsweak monitoring and evaluation of public sector reforms the proposed programmes and projects will have the potential for the creation of a public service that upholds integrity, innovation, creativity, diversity and inclusiveness for efficient service delivery.",Vision 2030,12,136,en,"Some of the challenges faced includehigh expectations of citizens on public service delivery;inadequacy of some specialized skills and incentives necessary for implementation of vision 2030 projects.inadequate linkage between, budgeting, planning and results.inadequate budgetary support for public sector reformsweak monitoring and evaluation of public sector reforms the proposed programmes and projects will have the potential for the creation of a public service that upholds integrity, innovation, creativity, diversity and inclusiveness for efficient service delivery.",0.41241031852161897,n
1530,6104,"enable large and medium taxpayers make online filing of their returns as well as online payments. it will also reduce the frequency of payments made in a year and thereby improve kenyas ranking as a preferred investment payments of taxes via mobile money common cash receipting system cars as a common revenue collection platform in ark will be enhanced and rolled out to cover all business systems. in addition, cars will be fully integrated with ck and appointed commercial banks for seamless flow of revenue collection information. cars will be enhanced to incorporate electronic payment of taxes e pay and mobile banking.",Vision 2030,12,137,en,"Enable large and medium taxpayers make online filing of their returns as well as online payments. It will also reduce the frequency of payments made in a year and thereby improve kenyas ranking as a preferred investment payments of taxes via mobile money common cash receipting system cars as a common revenue collection platform in ark will be enhanced and rolled out to cover all business systems. In addition, cars will be fully integrated with CK and appointed commercial banks for seamless flow of revenue collection information. Cars will be enhanced to incorporate electronic payment of taxes e-pay and mobile banking.",0.42779123587086404,i
1536,2615,"transfer pricing to prevent loss of revenue and foreign exchange through transfer pricing the authority will review the governance structure of the transfer pricing programme, enhance the transfer pricing risk assessment, implement an alternative dispute resolution strategy, build up the authority third party information base and sources and strengthen tax information exchange agreements and partnerships.",Vision 2030,12,137,en,"Transfer pricing to prevent loss of revenue and foreign exchange through transfer pricing the authority will review the governance structure of the transfer pricing programme, enhance the transfer pricing risk assessment, implement an alternative dispute resolution strategy, build up the authority third party information base and sources and strengthen tax information exchange agreements and partnerships.",0.43805365218939507,i
1537,297,implement the strategy for taxation of mining sector the increasing activities in the mining sector are a pointer to the potential of the sector to contribute substantially to the economy and government revenue. this follows the recent discovery of various mineral resources in the country. ark will put in place the requisite mechanisms and framework to collect increased revenue from this emerging sector.,Vision 2030,12,137,en,Implement the strategy for taxation of mining sector the increasing activities in the mining sector are a pointer to the potential of the sector to contribute substantially to the economy and government revenue. This follows the recent discovery of various mineral resources in the country. Ark will put in place the requisite mechanisms and framework to collect increased revenue from this emerging sector.,0.422930613109139,i
1546,1465,"restructuring of the kenya foreign service institute the foreign service institute, established in 200 7, will be transformed to a foreign service academy and semi autonomous government agency in order to tackle the increasingly complex international and regional diplomatic processes. it will also enhance the skills and knowledge of members of the foreign service, making them more professional, effective and able to perform a variety of tasks.",Vision 2030,12,138,en,"Restructuring of the kenya foreign service institute the foreign service institute, established in 2007, will be transformed to a foreign service academy and semi autonomous government agency in order to tackle the increasingly complex international and regional diplomatic processes. It will also enhance the skills and knowledge of members of the foreign service, making them more professional, effective and able to perform a variety of tasks.",0.40575159331379296,n
1549,3163,government in consultation with county governments will formulate a policy framework that will guide performance of public service institutions.,Vision 2030,12,139,en,Government in consultation with county governments will formulate a policy framework that will guide performance of public service institutions.,0.403215009620809,n
1557,1375,"the national sports lottery fund the fund will provide a tool for raising funds targeting sports development. the lottery fund will have the potential to inject more than ksh50 0 million into the sports budget annually. the funds raised will be used for development of the less developed sports in the country to increase the diversity and to supplement the budgets of major sports events. in addition, the funds will be used to train the necessary technical personnel, increase the award scheme to enhance competitiveness of the countrys sports men and women.",Vision 2030,12,14,en,"The national sports lottery fund the fund will provide a tool for raising funds targeting sports development. The lottery fund will have the potential to inject more than ksh500 million into the sports budget annually. The funds raised will be used for development of the less developed sports in the country to increase the diversity and to supplement the budgets of major sports events. In addition, the funds will be used to train the necessary technical personnel, increase the award scheme to enhance competitiveness of the countrys sports men and women.",0.450728447395998,i
1560,3173,"implementing devolution is a theme that runs through this medium term plan. the plans political pillar outlines measures to support devolution and the legislation that will be enacted to implement it as required by the constitution. the government is committed to supporting devolution with financial and human resources and in building capacity within county governments. the plan is also committed to the continued implementation of the judicial transformation framework, and to widen access to justice for all kenyans. the government believes that justice and observation of human rights are integral parts of improving governance and the rule of law. over the five year plan period, the government will therefore expand, equip and modernize the security agencies to ensure that every kenyan is assured of his or her safety and that of their property. improved security will also contribute to a better environment for doing business in kenya, bring in more international tourists, and investment into our country. the pay and conditions of service for security personnel will be improved and measures will be put in place to support community policing and invest in cctv and other technology to improve security.",Vision 2030,12,140,en,"Implementing devolution is a theme that runs through this medium term plan. The plans political pillar outlines measures to support devolution and the legislation that will be enacted to implement it as required by the constitution. The government is committed to supporting devolution with financial and human resources and in building capacity within county governments. The plan is also committed to the continued implementation of the judicial transformation framework, and to widen access to justice for all kenyans. The government believes that justice and observation of human rights are integral parts of improving governance and the rule of law. Over the five year plan period, the government will therefore expand, equip and modernize the security agencies to ensure that every kenyan is assured of his or her safety and that of their property. Improved security will also contribute to a better environment for doing business in kenya, bring in more international tourists, and investment into our country. The pay and conditions of service for security personnel will be improved and measures will be put in place to support community policing and invest in CCTV and other technology to improve security.",0.445563092698927,n
