,Unnamed: 0,sentences,name,country,page,languages,legible,results,class
1527,10118,"some of the challenges faced includehigh expectations of citizens on public service delivery;inadequacy of some specialized skills and incentives necessary for implementation of vision 203 0 projects.inadequate linkage between, budgeting, planning and results.inadequate budgetary support for public sector reformsweak monitoring and evaluation of public sector reforms the proposed programmes and projects will have the potential for the creation of a public service that upholds integrity, innovation, creativity, diversity and inclusiveness for efficient service delivery.",Vision 2030,12,136,en,"Some of the challenges faced includehigh expectations of citizens on public service delivery;inadequacy of some specialized skills and incentives necessary for implementation of vision 2030 projects.inadequate linkage between, budgeting, planning and results.inadequate budgetary support for public sector reformsweak monitoring and evaluation of public sector reforms the proposed programmes and projects will have the potential for the creation of a public service that upholds integrity, innovation, creativity, diversity and inclusiveness for efficient service delivery.",0.41241031852161897,d
1530,6104,"enable large and medium taxpayers make online filing of their returns as well as online payments. it will also reduce the frequency of payments made in a year and thereby improve kenyas ranking as a preferred investment payments of taxes via mobile money common cash receipting system cars as a common revenue collection platform in ark will be enhanced and rolled out to cover all business systems. in addition, cars will be fully integrated with ck and appointed commercial banks for seamless flow of revenue collection information. cars will be enhanced to incorporate electronic payment of taxes e pay and mobile banking.",Vision 2030,12,137,en,"Enable large and medium taxpayers make online filing of their returns as well as online payments. It will also reduce the frequency of payments made in a year and thereby improve kenyas ranking as a preferred investment payments of taxes via mobile money common cash receipting system cars as a common revenue collection platform in ark will be enhanced and rolled out to cover all business systems. In addition, cars will be fully integrated with CK and appointed commercial banks for seamless flow of revenue collection information. Cars will be enhanced to incorporate electronic payment of taxes e-pay and mobile banking.",0.42779123587086404,i
1536,2615,"transfer pricing to prevent loss of revenue and foreign exchange through transfer pricing the authority will review the governance structure of the transfer pricing programme, enhance the transfer pricing risk assessment, implement an alternative dispute resolution strategy, build up the authority third party information base and sources and strengthen tax information exchange agreements and partnerships.",Vision 2030,12,137,en,"Transfer pricing to prevent loss of revenue and foreign exchange through transfer pricing the authority will review the governance structure of the transfer pricing programme, enhance the transfer pricing risk assessment, implement an alternative dispute resolution strategy, build up the authority third party information base and sources and strengthen tax information exchange agreements and partnerships.",0.43805365218939507,i
1537,297,implement the strategy for taxation of mining sector the increasing activities in the mining sector are a pointer to the potential of the sector to contribute substantially to the economy and government revenue. this follows the recent discovery of various mineral resources in the country. ark will put in place the requisite mechanisms and framework to collect increased revenue from this emerging sector.,Vision 2030,12,137,en,Implement the strategy for taxation of mining sector the increasing activities in the mining sector are a pointer to the potential of the sector to contribute substantially to the economy and government revenue. This follows the recent discovery of various mineral resources in the country. Ark will put in place the requisite mechanisms and framework to collect increased revenue from this emerging sector.,0.422930613109139,n
1546,1465,"restructuring of the kenya foreign service institute the foreign service institute, established in 200 7, will be transformed to a foreign service academy and semi autonomous government agency in order to tackle the increasingly complex international and regional diplomatic processes. it will also enhance the skills and knowledge of members of the foreign service, making them more professional, effective and able to perform a variety of tasks.",Vision 2030,12,138,en,"Restructuring of the kenya foreign service institute the foreign service institute, established in 2007, will be transformed to a foreign service academy and semi autonomous government agency in order to tackle the increasingly complex international and regional diplomatic processes. It will also enhance the skills and knowledge of members of the foreign service, making them more professional, effective and able to perform a variety of tasks.",0.40575159331379296,n
1549,3163,government in consultation with county governments will formulate a policy framework that will guide performance of public service institutions.,Vision 2030,12,139,en,Government in consultation with county governments will formulate a policy framework that will guide performance of public service institutions.,0.403215009620809,n
1560,3173,"implementing devolution is a theme that runs through this medium term plan. the plans political pillar outlines measures to support devolution and the legislation that will be enacted to implement it as required by the constitution. the government is committed to supporting devolution with financial and human resources and in building capacity within county governments. the plan is also committed to the continued implementation of the judicial transformation framework, and to widen access to justice for all kenyans. the government believes that justice and observation of human rights are integral parts of improving governance and the rule of law. over the five year plan period, the government will therefore expand, equip and modernize the security agencies to ensure that every kenyan is assured of his or her safety and that of their property. improved security will also contribute to a better environment for doing business in kenya, bring in more international tourists, and investment into our country. the pay and conditions of service for security personnel will be improved and measures will be put in place to support community policing and invest in cctv and other technology to improve security.",Vision 2030,12,140,en,"Implementing devolution is a theme that runs through this medium term plan. The plans political pillar outlines measures to support devolution and the legislation that will be enacted to implement it as required by the constitution. The government is committed to supporting devolution with financial and human resources and in building capacity within county governments. The plan is also committed to the continued implementation of the judicial transformation framework, and to widen access to justice for all kenyans. The government believes that justice and observation of human rights are integral parts of improving governance and the rule of law. Over the five year plan period, the government will therefore expand, equip and modernize the security agencies to ensure that every kenyan is assured of his or her safety and that of their property. Improved security will also contribute to a better environment for doing business in kenya, bring in more international tourists, and investment into our country. The pay and conditions of service for security personnel will be improved and measures will be put in place to support community policing and invest in CCTV and other technology to improve security.",0.445563092698927,n
1582,7143,"foreign employment management, orientation and re entry programmes the government will develop orientation and re entry programmes to prepare and sensitize kenyan immigrants on the nature of jobs abroad, their terms and conditions; the rights, obligations and remedies of the workers in case of violations; and pre departure preparations for the job seekers. guidelines on employment of foreigners and on registration and accreditation of private employment agencies will be developed reviewed and enforced. the government will also enter into bilateral agreements with key labour destination countries. transformation of the national social security fund nsf to a pension scheme the nsf will be transformed into a social insurance pension scheme. the transformation will seek to increase coverage of the nssf, improve adequacy of benefits provided by the nssf, provide benefits in the form of pension, retain a link between benefits and contributions with the benefits largely being determined on a defined contribution basis, and ensure sustainability and affordability of social security.",Vision 2030,12,144,en,"Foreign employment management, orientation and re-entry programmes the government will develop orientation and re-entry programmes to prepare and sensitize kenyan immigrants on the nature of jobs abroad, their terms and conditions; the rights, obligations and remedies of the workers in case of violations; and pre-departure preparations for the job seekers. Guidelines on employment of foreigners and on registration and accreditation of private employment agencies will be developed reviewed and enforced. The government will also enter into bilateral agreements with key labour destination countries. Transformation of the national social security fund NSF to a pension scheme the NSF will be transformed into a social insurance pension scheme. The transformation will seek to increase coverage of the nssf, improve adequacy of benefits provided by the nssf, provide benefits in the form of pension, retain a link between benefits and contributions with the benefits largely being determined on a defined contribution basis, and ensure sustainability and affordability of social security.",0.43578960775686704,n
1583,2013,"e finalisation and implementation of the national policy on youth polytechnics and the vocational sector ;reviewing the national youth policy 200 7;development and implementation of a policy on youth talent, identification and nurturing; anddevelopment and implementation of a national youth volunteerism policy.finalise and implement the foreign and diplomatic service representation bill, 201 3;enactment and implementation of the national productivity council bill, 201 1;enactment and implementation of the work injury compensation bill, 201 3;alignment of the labour laws to the constitution ;enactment and implementation of the national youth enterprise development authority bill;youth societies and youth development bill;capacity building for the occupational safety and health fund; andtransformation of the national social security fund to social insurance pension scheme. national value and ethics are highly emphasized in the constitution. they enable the nation to build a tolerant culture based on diversity that gives top preference to the common nationhood.",Vision 2030,12,145,en,"E finalisation and implementation of the national policy on youth polytechnics and the vocational sector ;reviewing the national youth policy 2007;development and implementation of a policy on youth talent, identification and nurturing; anddevelopment and implementation of a national youth volunteerism policy.finalise and implement the foreign and diplomatic service representation bill, 2013;enactment and implementation of the national productivity council bill, 2011;enactment and implementation of the work injury compensation bill, 2013;alignment of the labour laws to the constitution ;enactment and implementation of the national youth enterprise development authority bill;youth societies and youth development bill;capacity building for the occupational safety and health fund; andtransformation of the national social security fund to social insurance pension scheme. National value and ethics are highly emphasized in the constitution. They enable the nation to build a tolerant culture based on diversity that gives top preference to the common nationhood.",0.4093309334989171,n
1641,4233,"flagship projects the sector will implement the following flagship programmes  projects implementation of the consolidated agricultural reform legislations this includes preparation of necessary regulations to actualize implementation of the acts and setting up institutions such as the agriculture, fisheries and food authority affa; and the kenya agricultural research organization karo proposed in the new acts. additionally, efforts will be made to fast track passing of the livestock and fisheries bills in parliament. fertilizer cost reduction strategy this will address issues of access and affordability of fertilizer. having identified and short listed potential investors, the process of establishing a local fertilizer plant will be hastened. similarly, the identification of a private investor for blending will also be undertaken.",Vision 2030,12,160,en,"Flagship projects the sector will implement the following flagship programmes  projects implementation of the consolidated agricultural reform legislations this includes preparation of necessary regulations to actualize implementation of the acts and setting up institutions such as the agriculture, fisheries and food authority affa; and the kenya agricultural research organization karo proposed in the new acts. Additionally, efforts will be made to fast track passing of the livestock and fisheries bills in parliament. Fertilizer cost reduction strategy this will address issues of access and affordability of fertilizer. Having identified and short-listed potential investors, the process of establishing a local fertilizer plant will be hastened. Similarly, the identification of a private investor for blending will also be undertaken.",0.44527076145284006,i
1647,11105,"agri business development programme this programme is geared towards improving access to markets by all agricultural value chain players as well as improving and modernizing market facilities. it will further transform agricultural marketing functions through value chain development and strengthening producer and marketing systems. under this programme agricultural product development will be done through value addition programmes. the programme will ensure creation of local, regional and international marketing opportunities for agricultural commodities.",Vision 2030,12,160,en,"Agri-business development programme this programme is geared towards improving access to markets by all agricultural value chain players as well as improving and modernizing market facilities. It will further transform agricultural marketing functions through value chain development and strengthening producer and marketing systems. Under this programme agricultural product development will be done through value addition programmes. The programme will ensure creation of local, regional and international marketing opportunities for agricultural commodities.",0.413029664359099,i
1655,1924,"the government has been implementing four flagship projects during the first mtp namely establishment of special economic zones, creation of producer business groups, creation of wholesale hubs and tier 1 retail markets. these projects have however achieved little progress in their implementation because of inadequate budgetary allocations, the challenge of acquiring appropriate land and absence of enabling legislative framework..",Vision 2030,12,161,en,"The government has been implementing four flagship projects during the first MTP namely establishment of special economic zones, creation of producer business groups, creation of wholesale hubs and tier 1 retail markets. These projects have however achieved little progress in their implementation because of inadequate budgetary allocations, the challenge of acquiring appropriate land and absence of enabling legislative framework..",0.436458116034024,d
1660,4243,"our experience in the past has shown the need to link national policies, planning and budgeting more tightly. the ministry of devolution and planning will therefore work closely with the national treasury to ensure that the tefl and subsequent annual budgets are aligned with the second medium term plan 201 3 1 7 to ensure successful implementation of the plan and the governments priorities.",Vision 2030,12,162,en,"Our experience in the past has shown the need to link national policies, planning and budgeting more tightly. The ministry of devolution and planning will therefore work closely with the national treasury to ensure that the tefl and subsequent annual budgets are aligned with the second medium term plan 2013-17 to ensure successful implementation of the plan and the governments priorities.",0.40226230886879,n
1677,4261,"development and institutionalization of capacity building and training programmes on technology, value addition and business procurement negotiation skills for traders associations and their members producer business groups business membership organizations.",Vision 2030,12,165,en,"Development and institutionalization of capacity building and training programmes on technology, value addition and business procurement negotiation skills for traders associations and their members producer business groups business membership organizations.",0.41130679742363796,n
1693,2253,"e  review of the value added tax bill to simplify vat administration, increase compliance and revenue collection.review of the anti counterfeit act to address emerging issues in counterfeiting and product piracy.develop e trade policy. the policy will provide framework for expansion of domestic and export trade.develop a framework for effective linkages and collaboration mechanism between government, private sector fora, non state actors sans and development partners.adopt cluster development approach to programmes and projects within the trade sector to enhance competitiveness.",Vision 2030,12,166,en,"E  review of the value added tax bill to simplify vat administration, increase compliance and revenue collection.review of the anti-counterfeit act to address emerging issues in counterfeiting and product piracy.develop e-trade policy. The policy will provide framework for expansion of domestic and export trade.develop a framework for effective linkages and collaboration mechanism between government, private sector fora, non-state actors sans and development partners.adopt cluster development approach to programmes and projects within the trade sector to enhance competitiveness.",0.43333864523823107,n
1703,7192,"progress made in implementing other programmes and projects include development of a strategy paper on training of engineers; 8 0 one village one product ovoid projects were started in 1 1 pilot districts; construction of 18 8 cidc; finalization of drafting of the anti dumping bill; establishment of a one stop shop for business licensing, registration and taxation; fast tracking the expansion, modernization and maintenance of roads, rail, airports, seaports and ict networks to industrial areas and to areas with high potential for industrial development and development of technologies that are cognizant of climate change low emissions of harmful gases. legal and institutional reforms these included enactment of the anti counterfeit act, 200 8, restructuring kenya industrial training institute and establishment of kenya accreditation services kenas.",Vision 2030,12,167,en,"Progress made in implementing other programmes and projects include development of a strategy paper on training of engineers; 80 one village one product ovoid projects were started in 11 pilot districts; construction of 188 cidc; finalization of drafting of the anti dumping bill; establishment of a one-stop-shop for business licensing, registration and taxation; fast-tracking the expansion, modernization and maintenance of roads, rail, airports, seaports and ict networks to industrial areas and to areas with high potential for industrial development and development of technologies that are cognizant of climate change low emissions of harmful gases. Legal and institutional reforms these included enactment of the anti-counterfeit act, 2008, restructuring kenya industrial training institute and establishment of kenya accreditation services kenas.",0.4094432048084629,n
1711,6172,budget allocation inadequate budgetary allocation of development funds has hampered the implementation of the various programmes and projects.,Vision 2030,12,168,en,Budget allocation inadequate budgetary allocation of development funds has hampered the implementation of the various programmes and projects.,0.429259029822504,d
1714,1782,"development of time and industrial parks time and industrial parks will be developed in each of the 4 7 counties to attract new companies, expand employment opportunities to citizens and attract fdi. the parks will offer infrastructure and shared resources such as power supply, telecommunication hubs, management offices and internal transportation.",Vision 2030,12,168,en,"Development of time and industrial parks time and industrial parks will be developed in each of the 47 counties to attract new companies, expand employment opportunities to citizens and attract fdi. The parks will offer infrastructure and shared resources such as power supply, telecommunication hubs, management offices and internal transportation.",0.44618280145149797,n
1732,14122,"the growth in the global business outsourcing industry has opened a new window for kenya to exploit a new growth area for the business process outsourcing bop and it enabled services ites. the kenya vision 203 0 identified bop as a priority sector under economic pillar to create over 2 0,00 0 jobs and contribute over 1 0 per cent to gdp. to achieve this goal, the government is implementing various initiatives that include improving universal access to icts, promotion of the bpoites, capacity building, development of digital content, roll out of e government services and promotion of ict based industries among others.",Vision 2030,12,170,en,"The growth in the global business outsourcing industry has opened a new window for kenya to exploit a new growth area for the business process outsourcing bop and it enabled services ites. The kenya vision 2030 identified bop as a priority sector under economic pillar to create over 20,000 jobs and contribute over 10 per cent to gdp. To achieve this goal, the government is implementing various initiatives that include improving universal access to icts, promotion of the bpoites, capacity building, development of digital content, roll out of e-government services and promotion of ict based industries among others.",0.422789415653829,n
1736,5253,"most of the bop companies in kenya face various challenges that impede their growth and development. this include inability of small firms to enjoy economies of scale; lack of comprehensive policy; regulatory and incentive framework to attract investors; small talent pool; lack of marketing; rigid labour laws for export services; lack of a formalized one stop shop to facilitate the ease of doing business; competition from other countries offering competitive prices due to their comparative advantage occasioned by availability of cheap broadband infrastructure; and lack of knowledge development procedure in various bop companies workforce and other amenities. the government's goal over the plan period is to transform kenya into the opposites hub for east africa region and beyond, building on the progress achieved to connect every kenyan to the new infrastructure and harness ict for efficient and effective government, e commerce, economic growth and job creation for the youth.",Vision 2030,12,171,en,"Most of the bop companies in kenya face various challenges that impede their growth and development. This include inability of small firms to enjoy economies of scale; lack of comprehensive policy; regulatory and incentive framework to attract investors; small talent pool; lack of marketing; rigid labour laws for export services; lack of a formalized one stop shop to facilitate the ease of doing business; competition from other countries offering competitive prices due to their comparative advantage occasioned by availability of cheap broadband infrastructure; and lack of knowledge development procedure in various bop companies workforce and other amenities. The government's goal over the plan period is to transform kenya into the opposites hub for east africa region and beyond, building on the progress achieved to connect every kenyan to the new infrastructure and harness ict for efficient and effective government, e-commerce, economic growth and job creation for the youth.",0.431585493030664,d
1749,4316,"efficiency increased efficiency of financial services directly supports improved access by reducing transaction costs. number of interventions, including payments system, capital markets infrastructure and credit referencing contributed to efficiency gains during the first mtp.",Vision 2030,12,175,en,"Efficiency increased efficiency of financial services directly supports improved access by reducing transaction costs. Number of interventions, including payments system, capital markets infrastructure and credit referencing contributed to efficiency gains during the first mtp.",0.42170000540982894,i
1762,5292,"the sectors which make up the social pillar are education and training; health; environment, water and sanitation; population, urbanization and housing; and gender, youth and vulnerable groups. under the second mtp, sports, culture and arts have been included as an addition. the second mtp will focus on implementation of policies, programmes and projects in each of these sectors to ensure that they contribute towards prosperity and building a just and cohesive society that enjoys equitable social development in a clean and secure environment. kenya views education and training e&t as the primary means of upward social mobility, national cohesion and socioeconomic development. kenya vision 203 0 places great emphasis on the link between e&t and the labour market, the need to create entrepreneurial skills and competencies, mainstreaming natural values in e&t and strong public and private partnerships. the government is further committed to achieving international development commitments such as the millennium development goals megs and education for all efa. it will also address issues related to access, equity, quality, relevance, service delivery, curriculum, teacher development and management as well as trainers in the areas of technology and entrepreneurial skill development.",Vision 2030,12,180,en,"The sectors which make up the social pillar are education and training; health; environment, water and sanitation; population, urbanization and housing; and gender, youth and vulnerable groups. Under the second mtp, sports, culture and arts have been included as an addition. The second MTP will focus on implementation of policies, programmes and projects in each of these sectors to ensure that they contribute towards prosperity and building a just and cohesive society that enjoys equitable social development in a clean and secure environment. Kenya views education and training e&t as the primary means of upward social mobility, national cohesion and socioeconomic development. Kenya vision 2030 places great emphasis on the link between e&t and the labour market, the need to create entrepreneurial skills and competencies, mainstreaming natural values in e&t and strong public and private partnerships. The government is further committed to achieving international development commitments such as the millennium development goals megs and education for all efa. It will also address issues related to access, equity, quality, relevance, service delivery, curriculum, teacher development and management as well as trainers in the areas of technology and entrepreneurial skill development.",0.422645341710459,n
1769,199,"schools has been restricted largely by high cost of establishing facilities such as science and computer laboratories, lack of access to adequate land, financing and limited incentives for potential entrepreneurs.",Vision 2030,12,182,en,"Schools has been restricted largely by high cost of establishing facilities such as science and computer laboratories, lack of access to adequate land, financing and limited incentives for potential entrepreneurs.",0.406977708179976,d
1786,1612,"education sector governance this will involve reviewing and developing policies necessary to ensure that national government and county governments cooperate in management of education sector in harmony. in this regard, the sector will establish e&t governing bodies, develop and review education policies, establish county education data centres, undertake capacity building for e&t sector leadership and management and establish a ministerial monitoring and evaluation system.",Vision 2030,12,186,en,"Education sector governance this will involve reviewing and developing policies necessary to ensure that national government and county governments cooperate in management of education sector in harmony. In this regard, the sector will establish e&t governing bodies, develop and review education policies, establish county education data centres, undertake capacity building for e&t sector leadership and management and establish a ministerial monitoring and evaluation system.",0.40496666603790404,n
1787,2392,"attachment process; institutionalization of quality assurance and accreditation system and monitoring, evaluation, reporting and inspection in tvet; and establishing labour market information system and other survey instruments for data on actual employability of vet graduates in partnership with industry. university education this will focus on delivering university e&t system that is internationally competitive as envisaged in kenya vision 203 0. it will involve expanding access and equity, improving quality and relevance and investing in human resource by enhancing institutionalization of excellence and increasing the level of research funding. formalization of linkages of private sector with academia and the government through curriculum development will be enhanced.",Vision 2030,12,187,en,"Attachment process; institutionalization of quality assurance and accreditation system and monitoring, evaluation, reporting and inspection in tvet; and establishing labour market information system and other survey instruments for data on actual employability of vet graduates in partnership with industry. University education this will focus on delivering university e&t system that is internationally competitive as envisaged in kenya vision 2030. It will involve expanding access and equity, improving quality and relevance and investing in human resource by enhancing institutionalization of excellence and increasing the level of research funding. Formalization of linkages of private sector with academia and the government through curriculum development will be enhanced.",0.40229798217074103,n
1795,3451,the country spends approximately 5.4 per cent of gdp on health accounting for 4.6 per cent of government expenditures. this however remains below the abuja target of 1 5 per cent. the private sector remains an important stakeholder for health and the government is increasingly promoting public private partnership ppp. private sector financing accounts for 3 7 per cent of total health spending. 8 0 per cent of the population remains largely uninsured. the total membership for national health insurance fund naif is currently 3.3 3 million with the formal sector having 2.4 5 million and the informal sector 0.8 8 million.,Vision 2030,12,188,en,The country spends approximately 5.4 per cent of GDP on health accounting for 4.6 per cent of government expenditures. This however remains below the abuja target of 15 per cent. The private sector remains an important stakeholder for health and the government is increasingly promoting public private partnership ppp. Private sector financing accounts for 37 per cent of total health spending. 80 per cent of the population remains largely uninsured. The total membership for national health insurance fund naif is currently 3.33 million with the formal sector having 2.45 million and the informal sector 0.88 million.,0.421301819308573,n
1809,272,"health care subsidies for social health protection this will be achieved through the following strategiesconsolidating, expanding new and existing and coordinating social health subsidy mechanism for the poor with a view of achieving universal coverage;provision of free maternity services in all public health facilities;expanding coverage of health benefits to all the indigents;establishing a national social health insurance mechanism that caters for employees, employers and the informal sector with a view to gain universal coverage;reforming national hospital insurance fund naif to effectively act as a vehicle to implement the national health insurance scheme;designing a harmonized and progressive resource mobilization strategies targeting all sources of funds, both domestic and international;strengthening programming of external funding of health through improved harmonization and alignment to sector priorities and improved reporting;ensuring efficient allocation and utilization of resources; andprogressively eliminating payment at the point of use of health services, especially by the marginalized. re engineering human resource for health to realize achievements in this project, the following strategies will betraining and career paths development for human resources;review and application of evidence based health work force norms and standards;improving management of the existing health work force by putting in place attraction, retention and motivational mechanism;putting in place systems to measure performance and competence of health work force; andfacilitation of national capacity development. health products and technologies policies, guidelines and legal frameworks to guide the process of procurement and quality of drugs at both tiers of the governments will be institutionalized to ensure availability and rational drugs use. during the plan period, the sector will employ different strategies to ensure quality drugs and commodities for service delivery and includedefining and applying an evidenced based essential package of health products and technologies;establishing rational appraisal mechanism for health product and technologies;promoting local production, research and innovation of essential health products and technologies; andensure availability of affordable, good quality health products and technologies. establish e health hubs in 5 8 health facilities the following strategies will be put in placeestablish and equipping 5 0 e health hubs in selected areas by 201 7;establish 8 national e health hubs by 201 4;establish a web portal including inventory of personnel specialists and master rota and develop software module by 201 7; andcapacity building for health workers in client exchange parameters for e referral. mainstreaming research and development in health the sector will achieve this through developing a research communication strategy, and establishing and maintaining a policymaker targeted website that provides one stopshop for optimally packaged high quality and high relevance reviews.",Vision 2030,12,190,en,"Health care subsidies for social health protection this will be achieved through the following strategiesconsolidating, expanding new and existing and coordinating social health subsidy mechanism for the poor with a view of achieving universal coverage;provision of free maternity services in all public health facilities;expanding coverage of health benefits to all the indigents;establishing a national social health insurance mechanism that caters for employees, employers and the informal sector with a view to gain universal coverage;reforming national hospital insurance fund naif to effectively act as a vehicle to implement the national health insurance scheme;designing a harmonized and progressive resource mobilization strategies targeting all sources of funds, both domestic and international;strengthening programming of external funding of health through improved harmonization and alignment to sector priorities and improved reporting;ensuring efficient allocation and utilization of resources; andprogressively eliminating payment at the point of use of health services, especially by the marginalized. Re-engineering human resource for health to realize achievements in this project, the following strategies will betraining and career paths development for human resources;review and application of evidence based health work force norms and standards;improving management of the existing health work force by putting in place attraction, retention and motivational mechanism;putting in place systems to measure performance and competence of health work force; andfacilitation of national capacity development. Health products and technologies policies, guidelines and legal frameworks to guide the process of procurement and quality of drugs at both tiers of the governments will be institutionalized to ensure availability and rational drugs use. During the plan period, the sector will employ different strategies to ensure quality drugs and commodities for service delivery and includedefining and applying an evidenced based essential package of health products and technologies;establishing rational appraisal mechanism for health product and technologies;promoting local production, research and innovation of essential health products and technologies; andensure availability of affordable, good quality health products and technologies. Establish e-health hubs in 58 health facilities the following strategies will be put in placeestablish and equipping 50 e-health hubs in selected areas by 2017;establish 8 national e-health hubs by 2014;establish a web portal including inventory of personnel specialists and master rota and develop software module by 2017; andcapacity building for health workers in client exchange parameters for e-referral. Mainstreaming research and development in health the sector will achieve this through developing a research communication strategy, and establishing and maintaining a policymaker targeted website that provides one-stopshop for optimally packaged high quality and high relevance reviews.",0.424083112355724,n
1836,3481,"the macroeconomic framework macro economic stability will continue to be a key objective in national economic management. the second mtp aims at sustained growth in agriculture, manufacturing, and service sectors in order to achieve an overall gdp growth rate of 1 0 per cent by 201 7.to sustain and increase the growth momentum inherited from the first mtp, this plan aims to increase local savings, remittances from the kenya diaspora and foreign direct investment in all the sectors. the second mtp also aims at an enhanced regional and international trade strategy to grow and diversify our exports, in order to improve our balance of payments position and ensure exchange rate stability.",Vision 2030,12,24,en,"The macroeconomic framework macro economic stability will continue to be a key objective in national economic management. The second MTP aims at sustained growth in agriculture, manufacturing, and service sectors in order to achieve an overall GDP growth rate of 10 per cent by 2017.to sustain and increase the growth momentum inherited from the first mtp, this plan aims to increase local savings, remittances from the kenya diaspora and foreign direct investment in all the sectors. The second MTP also aims at an enhanced regional and international trade strategy to grow and diversify our exports, in order to improve our balance of payments position and ensure exchange rate stability.",0.40488081867465897,i
1846,7316,"the overall sector policy, reform dialogue plan implementation and coordination will be championed by the national council on the administration of justice ncaa and the national collaboration for oversight and accountability ncoa.",Vision 2030,12,26,en,"The overall sector policy, reform dialogue plan implementation and coordination will be championed by the national council on the administration of justice ncaa and the national collaboration for oversight and accountability ncoa.",0.403245830062802,n
1870,8291,"the m&ee policy and act, once approved and enacted respectively, will support the implementation of a computerized national integrated monitoring and evaluation system mines from the national, county and up to the local level. it will also establish structures for m&e at the national level to be chaired by the principal secretary in charge of planning, ministerial m&e committees chaired by respective principal secretaries and county m&e committees chaired by governors. these committees will identify national and county level indicators; establish compliance with reporting standards and ensure consistency of indicators and reporting formats nationally and at the county level. the policy and the act will ensure that all government ministries and county governments establish m&e units with specific budgets; employ qualified m&e officers and acquire appropriate equipment for effective implementation of nimes. capacity building and training on m&e will be undertaken at both the national and county levels throughout the mtp period to ensure effective implementation of nimes. stakeholders and the public will be able to access data on implementation of programs and projects at the national and county levels through various channels such as online access, national and county forums, and the annual progress reports pars prepared by the monitoring and evaluation directorate med of the ministry of devolution and planning. when reporting progress in implementation of program budgets and public expenditures, the med will liaise closely with the national and county governments as well as the offices of the controller of budget and auditor general who are constitutionally mandated to report and audit the implementation of budgets at the national and county levels.",Vision 2030,12,33,en,"The m&ee policy and act, once approved and enacted respectively, will support the implementation of a computerized national integrated monitoring and evaluation system mines from the national, county and up to the local level. It will also establish structures for m&e at the national level to be chaired by the principal secretary in-charge of planning, ministerial m&e committees chaired by respective principal secretaries and county m&e committees chaired by governors. These committees will identify national and county level indicators; establish compliance with reporting standards and ensure consistency of indicators and reporting formats nationally and at the county level. The policy and the act will ensure that all government ministries and county governments establish m&e units with specific budgets; employ qualified m&e officers and acquire appropriate equipment for effective implementation of nimes. Capacity building and training on m&e will be undertaken at both the national and county levels throughout the MTP period to ensure effective implementation of nimes. Stakeholders and the public will be able to access data on implementation of programs and projects at the national and county levels through various channels such as online access, national and county forums, and the annual progress reports pars prepared by the monitoring and evaluation directorate med of the ministry of devolution and planning. When reporting progress in implementation of program budgets and public expenditures, the med will liaise closely with the national and county governments as well as the offices of the controller of budget and auditor general who are constitutionally mandated to report and audit the implementation of budgets at the national and county levels.",0.41388094216859705,n
1880,2502,"development in the ict sector will build on achievements realized under the first mtp. this will include a modern ict policy aimed at more growth and regulation that is necessary to increase local and foreign investment in ict. the policy will provide for more utilisation of digital technology in our all our goods and service sectors. the government, for its part, intends to promote the use of ict in our learning institutions starting with schools, and improve cyber security in order to facilitate more use of ict in business and commercial transactions. new policies will also aim at facilitating usage of ict in research and development, and to drive learning and innovation in the kenyan economy.",Vision 2030,12,35,en,"Development in the ict sector will build on achievements realized under the first mtp. This will include a modern ict policy aimed at more growth and regulation that is necessary to increase local and foreign investment in ict. The policy will provide for more utilisation of digital technology in our all our goods and service sectors. The government, for its part, intends to promote the use of ict in our learning institutions starting with schools, and improve cyber security in order to facilitate more use of ict in business and commercial transactions. New policies will also aim at facilitating usage of ict in research and development, and to drive learning and innovation in the kenyan economy.",0.439295485112257,n
1885,830,"trade within and outside the country remains a priority sector of the economic pillar. over the plan period the government will strengthen economic partnerships with our neighbours in east africa and the rest of africa. our foreign policy will aim at increasing international trade, and international economic partnerships. this policy will encourage kenyan producers and the private sector to open new product lines to meet demand in new african and global markets that will be identified. the government will also intensify reforms to improve the overall climate of doing business in kenya.",Vision 2030,12,35,en,"Trade within and outside the country remains a priority sector of the economic pillar. Over the plan period the government will strengthen economic partnerships with our neighbours in east africa and the rest of africa. Our foreign policy will aim at increasing international trade, and international economic partnerships. This policy will encourage kenyan producers and the private sector to open new product lines to meet demand in new african and global markets that will be identified. The government will also intensify reforms to improve the overall climate of doing business in kenya.",0.40107813650423496,n
1888,7361,"iii ensure that their support is integrated within the mtp framework and use the sector wide approaches and sector working groups swigs in planning, budgeting and implementation of programmes iv undertake division of labour process as agreed on in the mutual accountability framework led by the government.",Vision 2030,12,36,en,"Iii ensure that their support is integrated within the MTP framework and use the sector wide approaches and sector working groups swigs in planning, budgeting and implementation of programmes iv undertake division of labour process as agreed on in the mutual accountability framework led by the government.",0.409433960258785,n
1891,13191,the ministry of devolution and planning will prepare guidelines on aligning the county development integrated plans and strategic plans of mads with the second mtp. the performance contracts of the mads will also be tied to second mtp targets to ensure implementation of the plan. the national treasury will also prepare guidelines for the county governments engagements with the development partners.,Vision 2030,12,36,en,The ministry of devolution and planning will prepare guidelines on aligning the county development integrated plans and strategic plans of mads with the second mtp. The performance contracts of the mads will also be tied to second MTP targets to ensure implementation of the plan. The national treasury will also prepare guidelines for the county governments engagements with the development partners.,0.41807033587933706,n
