label	sentences	class
164	the county governments will play a pivotal role in planning and implementation of projects and programmes of the second mtp and kenya vision 203 0 through the preparation and implementation of county integrated development plans cidps. the enactment and enforcement of supportive legislations, creation of strong governance institutions and enhancement of human and technical capacities in all counties is paramount. policies, legal and institutional measures which have been undertaken to operationalise and implement devolution include preparation of a report on implementation of devolved government; formulation of policy paper on implementation of devolution; enactment of five laws on devolution urban areas and cities act, 201 1; county governments act, 201 2; transition to devolved government act, 201 2; intergovernmental relations act, 201 2 and public finance management act, 201 2; national government coordinating act 201 3; county governments public finance transition act 201 3; and establishment of transition authority and commission on revenue allocation. over the planned period, the government will continue with the implementations of the reforms envisioned under the new laws and it will also provide human and financial resources required to build the institutional framework mandated by the constitution. the transition authority was established to facilitate and coordinate the transition to the devolved system of government. its mandate include analysis and the phased transfer of the functions; coordinate integrated development planning and funding mechanisms; undertake a comprehensive human resource audit and capacity development; conduct civic awareness; conduct an audit of assets and liabilities; and determine resource requirements for each of the functions. some of the key issues and challenges includeconcurrent functions are likely to present conflicts in terms of interpretation of mandates;low levels of awareness of the devolved system of governance in both the public sector and the general public;weak or inadequate financial and performance management systems in counties;inadequate county profiling;inadequate capacity for planning, implementation, monitoring and evaluation both at national and county level;inadequate and delayed release of resources leading to a disproportionate reform pace, inefficiencies and ineffectiveness in service delivery;weak inter and intra agencysectoral collaboration and coordination;weak monitoring and evaluation critical to tracking performance and inform programming;human resource and management at both levels of governments; andcompetition for resources and influence between counties, and counties and national government, leading to high demand for resources; capacity building training and system development in order for devolution to fully become operational a training needs assessment will be undertaken within the first one year of the second mtp to determine the capacity gaps and build capacity of public servants to fully embrace and implement devolution. the training will target staff both at the national and county levels.	d
165	the sectors which make up the social pillar are education and training; health; environment, water and sanitation; population, urbanization and housing; and gender, youth and vulnerable groups. under the second mtp, sports, culture and arts have been included as an addition. the second mtp will focus on implementation of policies, programmes and projects in each of these sectors to ensure that they contribute towards prosperity and building a just and cohesive society that enjoys equitable social development in a clean and secure environment. kenya views education and training e&t as the primary means of upward social mobility, national cohesion and socioeconomic development. kenya vision 203 0 places great emphasis on the link between e&t and the labour market, the need to create entrepreneurial skills and competencies, mainstreaming natural values in e&t and strong public and private partnerships. the government is further committed to achieving international development commitments such as the millennium development goals megs and education for all efa. it will also address issues related to access, equity, quality, relevance, service delivery, curriculum, teacher development and management as well as trainers in the areas of technology and entrepreneurial skill development.	n
166	schools has been restricted largely by high cost of establishing facilities such as science and computer laboratories, lack of access to adequate land, financing and limited incentives for potential entrepreneurs.	d
167	education sector governance this will involve reviewing and developing policies necessary to ensure that national government and county governments cooperate in management of education sector in harmony. in this regard, the sector will establish e&t governing bodies, develop and review education policies, establish county education data centres, undertake capacity building for e&t sector leadership and management and establish a ministerial monitoring and evaluation system.	n
168	attachment process; institutionalization of quality assurance and accreditation system and monitoring, evaluation, reporting and inspection in tvet; and establishing labour market information system and other survey instruments for data on actual employability of vet graduates in partnership with industry. university education this will focus on delivering university e&t system that is internationally competitive as envisaged in kenya vision 203 0. it will involve expanding access and equity, improving quality and relevance and investing in human resource by enhancing institutionalization of excellence and increasing the level of research funding. formalization of linkages of private sector with academia and the government through curriculum development will be enhanced.	i
169	education and training financing the sector will develop an e&t financing model that will allow and guide the participation of national government, county governments, development partners, non state actors nsa, private sector and households. this will entail reviewing, operationalizing and enforcement of fee guidelines to protect parents, developing allocation criteria for sharing resources among e&t programmes in devolved governance system and developing a public private partnership policy on financing e&t.	n
170	the country spends approximately 5.4 per cent of gdp on health accounting for 4.6 per cent of government expenditures. this however remains below the abuja target of 1 5 per cent. the private sector remains an important stakeholder for health and the government is increasingly promoting public private partnership ppp. private sector financing accounts for 3 7 per cent of total health spending. 8 0 per cent of the population remains largely uninsured. the total membership for national health insurance fund naif is currently 3.3 3 million with the formal sector having 2.4 5 million and the informal sector 0.8 8 million.	n
171	resource mobilization and utilization a resource mobilization programme for financing devolution will be developed and operationalised to ensure availability of sufficient resources for effective implementation of the devolution process. towards this end, a devolution fund will be established by the government with the support of development partners.	i
172	health care subsidies for social health protection this will be achieved through the following strategiesconsolidating, expanding new and existing and coordinating social health subsidy mechanism for the poor with a view of achieving universal coverage;provision of free maternity services in all public health facilities;expanding coverage of health benefits to all the indigents;establishing a national social health insurance mechanism that caters for employees, employers and the informal sector with a view to gain universal coverage;reforming national hospital insurance fund naif to effectively act as a vehicle to implement the national health insurance scheme;designing a harmonized and progressive resource mobilization strategies targeting all sources of funds, both domestic and international;strengthening programming of external funding of health through improved harmonization and alignment to sector priorities and improved reporting;ensuring efficient allocation and utilization of resources; andprogressively eliminating payment at the point of use of health services, especially by the marginalized. re engineering human resource for health to realize achievements in this project, the following strategies will betraining and career paths development for human resources;review and application of evidence based health work force norms and standards;improving management of the existing health work force by putting in place attraction, retention and motivational mechanism;putting in place systems to measure performance and competence of health work force; andfacilitation of national capacity development. health products and technologies policies, guidelines and legal frameworks to guide the process of procurement and quality of drugs at both tiers of the governments will be institutionalized to ensure availability and rational drugs use. during the plan period, the sector will employ different strategies to ensure quality drugs and commodities for service delivery and includedefining and applying an evidenced based essential package of health products and technologies;establishing rational appraisal mechanism for health product and technologies;promoting local production, research and innovation of essential health products and technologies; andensure availability of affordable, good quality health products and technologies. establish e health hubs in 5 8 health facilities the following strategies will be put in placeestablish and equipping 5 0 e health hubs in selected areas by 201 7;establish 8 national e health hubs by 201 4;establish a web portal including inventory of personnel specialists and master rota and develop software module by 201 7; andcapacity building for health workers in client exchange parameters for e referral. mainstreaming research and development in health the sector will achieve this through developing a research communication strategy, and establishing and maintaining a policymaker targeted website that provides one stopshop for optimally packaged high quality and high relevance reviews.	n
173	the macroeconomic framework macro economic stability will continue to be a key objective in national economic management. the second mtp aims at sustained growth in agriculture, manufacturing, and service sectors in order to achieve an overall gdp growth rate of 1 0 per cent by 201 7.to sustain and increase the growth momentum inherited from the first mtp, this plan aims to increase local savings, remittances from the kenya diaspora and foreign direct investment in all the sectors. the second mtp also aims at an enhanced regional and international trade strategy to grow and diversify our exports, in order to improve our balance of payments position and ensure exchange rate stability.	i
174	the overall sector policy, reform dialogue plan implementation and coordination will be championed by the national council on the administration of justice ncaa and the national collaboration for oversight and accountability ncoa.	n
175	iv conversationalist of the opp act 201 3 to facilitate investment including investment in key infrastructure projects.	i
176	the m&ee policy and act, once approved and enacted respectively, will support the implementation of a computerized national integrated monitoring and evaluation system mines from the national, county and up to the local level. it will also establish structures for m&e at the national level to be chaired by the principal secretary in charge of planning, ministerial m&e committees chaired by respective principal secretaries and county m&e committees chaired by governors. these committees will identify national and county level indicators; establish compliance with reporting standards and ensure consistency of indicators and reporting formats nationally and at the county level. the policy and the act will ensure that all government ministries and county governments establish m&e units with specific budgets; employ qualified m&e officers and acquire appropriate equipment for effective implementation of nimes. capacity building and training on m&e will be undertaken at both the national and county levels throughout the mtp period to ensure effective implementation of nimes. stakeholders and the public will be able to access data on implementation of programs and projects at the national and county levels through various channels such as online access, national and county forums, and the annual progress reports pars prepared by the monitoring and evaluation directorate med of the ministry of devolution and planning. when reporting progress in implementation of program budgets and public expenditures, the med will liaise closely with the national and county governments as well as the offices of the controller of budget and auditor general who are constitutionally mandated to report and audit the implementation of budgets at the national and county levels.	n
177	the government has enacted the public benefit organisations act 201 3 to provide for the establishment, operation, registration, administrative and regulatory framework within which public benefit organisations can conduct their affairs and for connected purposes. in addition, the act will facilitate mechanisms for government collaboration with public benefit organisations, including funding of public benefit organisations activities and involvement of public benefit organisations in the implementation of government projects. the government will also introduce a bill for enactment of a charities act to regulate ngos. this will establish full transparency in funding both for ngos and individual projects. a charity agency will also be established to coordinate funding flows from various sources to the no sector. this will promote accountability and coordination between the no sector and national and county governments. the development of strong partnerships with the no sector will strengthen implementation of the mtp and enhance the county's development agenda.	i
178	development in the ict sector will build on achievements realized under the first mtp. this will include a modern ict policy aimed at more growth and regulation that is necessary to increase local and foreign investment in ict. the policy will provide for more utilisation of digital technology in our all our goods and service sectors. the government, for its part, intends to promote the use of ict in our learning institutions starting with schools, and improve cyber security in order to facilitate more use of ict in business and commercial transactions. new policies will also aim at facilitating usage of ict in research and development, and to drive learning and innovation in the kenyan economy.	n
179	trade within and outside the country remains a priority sector of the economic pillar. over the plan period the government will strengthen economic partnerships with our neighbours in east africa and the rest of africa. our foreign policy will aim at increasing international trade, and international economic partnerships. this policy will encourage kenyan producers and the private sector to open new product lines to meet demand in new african and global markets that will be identified. the government will also intensify reforms to improve the overall climate of doing business in kenya.	n
180	iii ensure that their support is integrated within the mtp framework and use the sector wide approaches and sector working groups swigs in planning, budgeting and implementation of programmes iv undertake division of labour process as agreed on in the mutual accountability framework led by the government.	n
181	v work closely with the national treasury to ensure that development partner support is integrated into the tefl to provide reliable indicative commitments of aid over a multiyear period 3 years. this information will be provided at least three months before commencement of the finalisation of the preparation of the annual budget. in addition, development partners will submit expenditure returns to the national treasury on resources channeled to non state actors on a quarterly basis.	n
182	vi development partners will seek to improve the predictability of aid flows and absorption of aid funding.	i
183	the ministry of devolution and planning will prepare guidelines on aligning the county development integrated plans and strategic plans of mads with the second mtp. the performance contracts of the mads will also be tied to second mtp targets to ensure implementation of the plan. the national treasury will also prepare guidelines for the county governments engagements with the development partners.	n
184	kenya has established itself as a global leader in mobile money, and growth driven by new information and communications technology. this trend will be continued. growth in global business outsourcing bop industry has also opened a new window for kenya to initiate greater expansion of it enabled services ties and bpo. the sector is especially critical to this plan because it has the potential to create job opportunities in large numbers while contributing strongly to the overall gdp growth as it has in the past. to achieve this,the government will aim at universal access to ict, development of digital content, promoting e government services and encourage the establishment of more ict based industries.	n
185	to harness biotechnology for the country's development to enhance institutional and human capacity and develop an enabling policy and legal environment for harnessing biotechnology and other bio resources to produce goods and services by 201 7	n
186	tenure; provision and maintenance of current and accurate geospatial information; pro for inter ministerial relationships and public private partnerships; and institutionalization of the use of information and communication technology ict. finalization of various land bills in line with the constitution; facilitation of the implementation of kenya vision 203 0 flagship projects relevant to the ministry; provision of appropriate and adequate land use framework to guide socio economic development; provision of efficient and effective land administration services; facilitation of the provision of secure land in of capacity for effective and efficient ministerial service delivery; promotion of opportunity source of indicative budget kshs. millions	n
187	to reduce operational bureaucracies and provide fast and convenient services to customers pr projects undertaken at the national, ministry, to create an enabling environment to redesign efficient service delivery processes and systems regulations and legislation that recognize electronic records and allow for redesigning service delivery processes to ensure efficiency, transparency and speed in financial management and procurement reliable integrated financial management system and procurement and payment system established build capacity of ksg	i
188	to streamline national human resource planning and development to ensure that the country has the right skills to actualize vision 203 0 development to the needs of industry development and implementation of an integrated national hr development strategy thirds and national labour market information system mils human resources development and capacity bu programmes harmonized and coordinated national capacity building programmes; national skills audit conducted. create a pool of skilled manpower for industry to develop human resource within employment; to equip the youth with appropriate technical and vocational skills for the industry enhance youth and industrial training capacity building for the national industrial training authority nita and establish model vocational training centers to build capacity and develop vocational and technical skills relevant to the labour demands of industry capacity for the national industry training authority nita enhanced model vocational training centers established.	n
189	goal facilitate employment creation and access to employment opportunities strategic objectives to promote employment creation as a key macro economic indicator strategic thrust mainstreaming employment creation in all sectors and re engineering public and employment services promote employment national employment molss&s, nita, | 201 3   gok 1,96 1 75 3 46 6 34 0 22 3 17 9 creation in foreign mainstreaming | strategy and policy for nsis, kenya 201 7 countries of employment | kenya implemented; green | police, mofa&it creation at all jobs in the country created;  molss&s levels diaspora policy developed  goal to promote growth and development of mse	n
190	devolution and implementation of the constitution making devolution work is a cross cutting theme of this mtp. the government is committed to ensuring a rapid and efficient transition to a two tier government under which county governments assume full responsibility of the functions assigned to them under the constitution. priority at the national level will be given to provision of adequate finance to match functions allocated to counties, and capacity for policymaking and project implementation in all county governments in order to bring the full benefits of devolution to the people. this will in turn ensure more accountability as government is brought closer to the people. the public financial management act 201 2 will be implemented with the aim of exercising controls in public spending and improving the quality of public expenditure through full implementation of the integrated public financial management systems miffs at national and county levels. further training of public officials involved in tefl and budgeting and expenditure at both levels of government will be undertaken.	n
191	to ensure well planned and environmental guide development; to provide in developed; tourism investment refurbishment databank and information financing and incentives to system; investment refurbished; funds incentives well regulated sector. to enhance diplomatic nairobi a multilateral development of ecotourism and ecotourism to create the necessary eco tourism and infrastructure and frameworks |tourism frameworks  for the development of eco  _|establishe ; increased access to markets; land use transformation; asal development; development and management of 20 0 mile eel indicative budget kshs. millions	n
192	to facilitate access of animal products to local regional and external markets within international standards.	i
193	indicative budget kshs. millions access to agricultural extension service increase access to chagrin inputs access to agricultural inputs simplified increase access to credit and increase no. of producers ing affordableservices incl durance schemes development and rehabilitation of water harvesting and construct water harvesting structures expand area under irrigation increased production from asal; increased area under irrigation; water harvesting & storage dams constructed. agricultural market access and value ad to enhance agricultural product development and marketing systems.	i
194	as of 201 2, the youth enterprise development fund yessed spent kshs.6.5 billion to fund 14 1,31 6 youth enterprises. 12 9 youth entrepreneurs benefited from incubation services, 6 2,23 9 youth trained on entrepreneurship before receiving loans, 9,37 0 facilitated to secure foreign jobs, 1 1,05 2 underwent pre departure training, facilitated formation of 2 4 youth saccos, market support services provided to 1,98 2 youth entrepreneurs and 14 8 small enterprises linked top large enterprises.	i
195	to promote technology transfer, capacity building, product design and development and marketing of mse products.	n
196	export promotion council to selected counties, undertake outreach programmes to exporters and establish and operationalize a centre for product design and development up to date export trade business information through procurement of trade information subscription to trade databases	n
197	focused and coordinated export promotion activities aligned export promotion activities increased exports establish and operationalize a credit guarantee scheme and export development fund trade finance and guarantee scheme for kenyas export system establish distribution infrastructure; warehouses and business information centers in kinshasa and lubumbashi  drc; in juba the republic of south sudan; and in dubai. use improved market access for kenyan exports in dubai, juba, kinshasa, and lumbago formulate and implement a coherent regional integration strategy for kenya. direction on regional integration issues market access improved implement the ea single customs territory through introduction of tax payment at first point of entry.	n
198	investor identified; mini steel mill in place restructured nmc. skills development for technical human resource for the manufacturing sector to create a global competitive and adaptive human resource base for manufacturing sector needs analysis report transformation of kit as centre of excellence; nous in place for academia industry inkages; packaging resource centre transformation of birdie into a world class research institution to enhance capacity for research & development and technology transfer.	n
199	to connect every kenyan to the new infrastructure; to harness ict for efficient and effective government, e commerce, economic growth and job creation for the youth capacity building and training to use ict to deliver timely, affordable and effective servo to kenyans.	n
200	acquisition and implementation of trade reporting infrastructure for hybrid bond equity market development an efficient and secure trade reporting infrastructure implement shariah compliant projects a vibrant market for shariah compliant products implement certification program for capital markets participants in kenya certified and highly professional markets kenya to develop strategy for banking competition and consolidation; to complete demoralization of the nae and the sharing of infrastructure between the cdc and cbk csd; to develop and implement a single central securities depository strategy for competition and consolidation developed and for insurance developed and approved; stronger sacco sector; an efficient and secure unified cad handling all asset classes of securities; new ownership structure of nse. moi between cdc and cbk 	n
201	develop rewards system |mohcounty govt |5 gok 3,10 7 1 3 6 0 1,01 0 1,01 2 1,01 2 incentive and established; retention health system schemes for management health workers _|institution in hardship established. areas project name establish e health hubs in 5 8 health facilities. project goal to promote and facilitate use of ict to improve patient care.	n
202	1. national priority setting and identification of sustainable funding mechanisms 2. to establish and maintain a policymaker targeted website architecture.	n
203	provided that the species of trees or varieties planted shall not have adverse effects on water sources, crops, livestock, soil fertility and the neighbourhood and should not be of invasive nature.	n
204	2 no agricultural landowner or occupier shall grow or maintain any eucalyptus species in wetlands and riparian areas.	n
205	for the purpose of ascertaining whether the farm owner or occupier has complied with 1 0 per cent farm forestry or nursery requirement.	n
206	5 a person who obstructs or hinders an inspector in the exercise of his duties under these rules shall be guilty of an offence.	n
207	1 3. general penalty 1 a person who contravenes any of the provisions of these rules commits an offence.	n
208	2 a person who commits an offence for which no specific penalty has been provided shall be liable upon conviction to a fine of six thousand shillings or imprisonment for six months or both.	d
209	and harmonizing sanitary measures with neighbouring countries. appropriate strategies will also be developed for conserving the environment in asals. keeping of camels and other non traditional livestock such as ostrich and wildlife through game ranching and sanctuary management will also be promoted.	n
210	rainfed production will be encouraged for emerging high value, drought tolerant crops such as jatropha, melia, indigenous fruits, medicinal species, gum arabic and resins. in addition, research in and adoption of drought tolerant crop varieties such as cotton, sisal, sorghum, millet and pigeon peas will be promoted.	n
211	kenyas various habitats and ecosystemsforests, grasslands, wetlands, coral reefs and mangroves are biodiversity hotspots. most of the countrys biodiversity is also found within protected areas, which make up these habitats and ecosystems.	n
212	the country is home to over 650 0 plant species; 26 0 are found nowhere else in the world. with more than 100 0 bird species and over 35 0 mammal species, kenya ranks second highest among african countries in species richness for these animal groups. over time, the country has lost some of her well known biodiversity resources mainly due to population increase, habitat destruction, desertification, over exploitation of species, and conversion through deforestation and drainage of wetlands for agriculture and settlement. .	n
213	agricultural wastes can be in the form of liquids, slurries or solids. the major components of these wastes are biodegradable. however, they also contain components such as nitrogen, human and animal pathogens, medicinals, feed additives, salts, and certain metals that under uncontrolled conditions are harmful to aquatic, plant, animal, or human life. in rural areas, the most common method of disposing of these wastes is by applying them to the land. hazards to humans occur either directly via water or indirectly via crops and animals fed or grazing on the crops. use of these wastes as animal feed can also be a pathway.	n
214	has been found that sometimes the by products could be more valuable than the main products. while in kenya no major crises have been associated with hazardous materials in agricultural solid wastes, the potential for problems should not be underestimated. discharge of agricultural and industrial chemicals into water bodies or disposing of them on land masses is killing ecosystems. the use of mercury to form amalgam during gold processing around lake victoria is gradually polluting the various rivers flowing into the lake with mercury, as is evidenced by the accumulation of the mineral in fish.	n
215	pesticide use in urban and peri urban production of crops and animals carries serious risks. these households make regular use of highly toxic pesticides not necessarily related to pest type or pest pressure, often near densely populated areas. urban households are also vulnerable to other contaminants. farmers take advantage of the nutrients in urban and peri urban wetlands, sewage disposal areas and dumpsites to plant food crops. these areas contain heavy metals and pathogens, and the air around is generally heavily polluted.	n
216	arising from the economic exploitation of resources in the regions, and low levels of development in various regions resulting in high incidence of poverty.	n
217	while most wildlife is concentrated in protected areas, there is a considerable population in areas surrounding farmlands and ranches. wildlife play a key role in the national economy through tourism. however, game in farmland and ranches is seen as a menace resulting in conflict between wildlife and humans. there is significant potential to exploit these resources through game ranches and conservation areas and to rear some special wild animals such as ostriches and crocodiles.	n
218	to encompass ecosystem processes on which wildlife populations depend. an increase in wildlife populations can result in pressure that degrades park ecosystems. limited park sizes and confined wildlife populations are inimical to the survival of species at the edges of protected areas, especially where land use in the adjacent areas is incompatible with conservation.	n
219	human health is important as it affects the labour force involved in agricultural activities. the most devastating impact of human health on agriculture is epidemics and pandemics such as malaria, hiv and aids and zoonoses.	n
220	productivity. productivity levels for many crops are below potential and for some agricultural produce yield and value over a 5 year period have either remained constant or are on the decline. similarly, the production level for most fish and livestock products is below potential. forest cover and tree productivity have been on the decline while population growth has led to increased human wildlife conflict.	n
221	cent of the countrys population. most of the food and cash crops as well as livestock are produced in this zone under semi intensive and intensive systems. the zone accounts for all the tea, pyrethrum, potato, coffee, vegetables and nearly 7 5 per cent of milk production.	n
222	the medium rainfall zone receives between 75 0 mm and 100 0 mm of rainfall annually and occupies between 3 0 and 3 5 per cent of the countrys land area. it is home to about 3 0 per cent of the population. farmers keep cattle and small stock and grow drought tolerant crops. there is significant migration of the population from the densely populated high rainfall zone to the medium rainfall zone.	n
223	low rainfall areas receive 20 0 75 0 mm of rainfall annually. these areas are home to about 2 0 per cent of the population, 8 0 per cent of the countrys livestock and 6 5 per cent of the wildlife.	n
224	kenya has two agricultural production systems rain fed and irrigated agriculture.	n
225	kenyas agriculture is mainly rainfed and is entirely dependent on the bimodal rainfall in most of the country. there are two cropping seasons except in the very high altitude areas.	n
226	suitable. however, there is a relatively high risk of crop failure due to increased frequency of dry spells and an uneven rainfall distribution. increasing productivity in these areas will require better selection of crops, adoption of improved technologies, and better crop husbandry.	n
227	crop production is in two categories based on the use of the harvested produce food crops and cash  industrial crops.	n
228	53 1,80 0 tonnes, while roots and tubers increased from 1.1 million tonnes to 1.8 million tonnes over the same period. however, the production of other food crops, particularly legumes and root crops, declined due to a combination of factors such as the effects of heavy rains, pests and diseases, and lack of quality planting material.	n
229	the main industrial crops are tea, coffee, sugar cane, cotton, sunflower, pyrethrum, barley, tobacco, sisal, coconut and bixa, all of which contribute 5 5 per cent of agricultural exports.	n
230	declines were recorded in several crops. pyre thrum recorded an average decline of 1 3 per cent. sugar cane is a major cash crop whose performance declined. kenya produces about 40 0,00 0 tonnes of raw sugar annually while annual consumption is 60 0,00 0 tonnes, which necessitates importation to meet the demand. the main producers of sugar cane are smallholder farmers in nyanza, western and rift valley provinces. local sugar cannot compete with imported sugar because of high production costs. this poses a major threat to the local sugar industry and the five million people that it supports.	n
231	other commercial crops whose production has remained low despite large unexploited potential are cotton, pyrethrum, oil crops, cashewnut, bia and sisal.	n
232	the key livestock subsectors are beef, dairy, sheep, goats, camel, poultry, piggery and emerging livestock.	n
233	the beef cattle population is estimated at 9 million. the main beef species are east african zebu, boran, wallahs and cross breeds. although most beef is produced from rangelands, dairy cattle culls contribute substantially to the national supply. on average, the country produces 32 0,00 0 tonnes annually of beef worth kes 6 2.1 billion. however, beef production is affected by climate variability and animal diseases.	n
234	sheep and goats play a key role in pastoral households food security and incomes owing to their short generation intervals, high adaptability and versatile feeding habits. the country has an estimated 1 3 million goats and 1 0 million sheep. annual meat production is estimated at 8 4,00 0 tonnes of mutton and chevron worth kes 1 4 billion.	n
235	feed production is negatively affected by both good harvests and famine situations. during good harvests, excess maize is exported unprocessed denying the industry the by products that are used for producing animal feeds. when there is a shortage in maize supply, famine relief is distributed directly to consumers denying the animal feeds industry the by products that would have been supplied by millers. like other inputs, availability of animal feeds is constrained by the cost and density of stockists.	n
236	have resulted in up to 4 0 per cent of post harvest losses. post harvest disease pathogens like aflatoxins have been reported with catastrophic effect sin some cases deaths among consumers in parts of the country.	n
237	diseases that threaten the health of fish include fungal and bacterial infections. symptoms of fungal diseases include cotton like growths on skin, mouth, eggs and barbels, which result in heavy loss of eggs and fry caused by poor handling. control may include adding a few milligrams of malachite green to the pond or enclosed water.	n
238	bacterial diseases result from parasitism, poor water quality and poor nutrition. they lead to loss of appetite and white spots around the mouths and fins, and fish exhibit a waddled or nervous swim pattern at or near the surface.	n
239	other health threats to fish are ectoparasites such as leeches, and endoparasites. while small numbers of parasites do little harm in most cases, in large numbers they can seriously compromise the health of fish. control and prevention of these pests and diseases are also the concern of the government.	n
240	heavy livestock losses to diseases and pests. livestock diseases and pests affect animal production and marketing and pose a threat to human health. specifically, they cause heavy losses through deaths, reduced productivity and loss of markets for products. the prevalence of transboundary diseases such as foot and mouth, chronic bovine pleuropneumonia, lumpy skin disease, trypanosomiasis, east coast fever, brucellosis, petites eds pests ruminants ppr, contagious caprice pleuropneumonia, rabies, newcastle disease, and gumbo disease continue to be a challenge. emerging and reemerging diseases that are also zoonotic like rift valley fever, avian flu and bovine tb need sustained surveillance.	n
241	low and declining soil fertility. the rising population density has contributed to the subdivision of land to uneconomically small units. in addition, the reduction of fallow periods and continuous cultivation have led to rapid depletion of soil nutrients, declining yields and environmental degradation.	n
242	expanding markets for traditional products like maize and other cereals, beef and dairy products, tea, coffee and pyre thrum exist. global demand for horticultural products, and emerging livestock such as ostrich, guinea fowl, crocodile, frogs and butterflies, gum arabic, and emerging crops such as assorted resins and essential oils, and aloe remain underexploited. vast opportunities are opening up in the production of biofuels from sugar cane, maize, millet, sorghum, atrophy and other oil bearing seeds.	n
243	potential for increasing yields. yields of crops and livestock are far below their optimum. yields of maize, sugar and dairy are one tenth of global potential. tripling national average yields of major crop and livestock production systems in the country is easily achievable.	n
244	large scale farming is practised on farms averaging 5 0 ha. it accounts for 3 0 per cent of marketed agricultural produce. large scale farmers mainly grow tea, coffee, horticultural crops, maize and wheat. sustained high use of inputs and better management have ensured that these farmers have higher yields than their small scale counterparts.	n
245	animal breeding. animal breeding is one of the key intervention areas for increased livestock productivity. currently, livestock productivity is negatively affected by poor genetic make up. the average milk yield is 5 litres per dairy cow per day; the carcass weight for beef animals is 12 0 kg. to increase overall productivity, these two parameters need to be improved through breeding using superior genetics. the country has a large and diverse reservoir of animal genetic resources. however, the database on species and breed diversity, population size, trends and distribution is inadequate and only available for a few species as no inventory or characterization has been undertaken. a complete inventory, characterization and documentation of animal genetic resources for conservation is needed.	n
246	feed and nutrition. livestock feeding and nutrition determines the productivity of the various livestock breeds. the main livestock feeds consist of roughage, concentrates, minerals and vitamins. concentrate feeds consisting of protein, energy, minerals and vitamins are important especially for poultry, dairy and pig production. these feeds account for up to 8 0 per cent of production costs of farm animals.	n
247	roughage sources is higher in these areas compared with the low rainfall areas where no inputs are used. grazing animals cattle, sheep, goats, camels, donkeys, etc. are fed on natural pastures or fodder with supplemental concentrates for high yielding animals.	n
248	some of the challenges in these regions include inadequate research on suitable forages, forage crop diseases, unavailability of planting material and lack of skills in forage management. use of rangelands for sustainable livestock production is hampered by seasonal variations of quality and quantity of forage; overstocking and overgrazing; tsetse infestation and communal conflicts; inadequate livestock support services, credit facilities and socio economic services; and weak infrastructure. non grazing animals such as pigs and poultry are fed mixed concentrates to meet their nutrient requirements. the concentrates are made from cereals such as maize, wheat, barley, oats, millet and sorghum, legumes and oilseed cakesoybean, cotton seed cake and sunflower and animal by products such as fishmeal, bloodmeal, meat and bonemeal. inconsistent supply of some of the ingredients especially the imported onesoil seed cake and meal, finer mineral elements, fishmeal, vitamins and amino acidshas a major effect on feed quality.	n
249	forage conservation is done as standing hay particularly in the asals, baled hay or silage. forage conservation is not widely practised. there is need to promote forage conservation in these areas to ensure feed availability during unfavourable conditions and feed scarcity for increased livestock productivity. this will include using various conservation technologies and establishing strategic feed reserves.	n
250	kenyas agro ecological zones are suitable for producing cereals and leguminous crops. crop residues could be mixed with other fodders or processed for feeding animals, especially during the dry season. use of crop residues is constrained by inadequate knowledge on how to use them, limited conservation technologies, low nutritive value, post harvest loss and their bulkiness.	n
251	has only 2 0 per cent of its required extension staff quota, a situation that is likely to deteriorate due to natural attrition and staff retirement.	n
252	notifiable diseases that had hitherto been brought under control, such as the contagious bovine pleuropneumonia, contagious caprice pneumococcal and foot and mouth, are now being widely reported. zoonotic diseases particularly those transmitted through milk, such as tuberculosis and brucellosis, are also becoming important. kenya faces new challenges from emerging and re emerging diseases such as the avian influenza, the rift valley fever and ppr, which require rapid and expensive response to contain.	n
253	the asals constitute 8 0 per cent of kenyas total land surface. these areas support over 2 5 per cent of the human population and have over half of the countrys livestock population. asals are fragile ecosystems with scarce and erratic rainfall patterns. despite the enormous livestock potential, development in these areas has been low compared with the rest of the country.	n
