"","sentences","name","country","page","languages","legible","results"
"4312"," providing age appropriate, comprehensive sexuality and reproductive health education for both inland out of school youth. ","Malawi Growth and Development Strategy III ",NA,"73","en","Providing age-appropriate, comprehensive sexuality and reproductive health education for both inland out-of-school youth.",0.191762136820532
"1729"," increasing completion rate up to secondary school level for boys and  increasing access to affordable credit facilities for youth;  creating job opportunities for the youth; and  introducing innovative school based curriculum. neonatal, infant and  ensuring increased utilization and access to basic health package hp within 5 km radius;  increasing distribution of long lasting insecticide nets loins for pregnant women and children; and  increasing coverage of immunization services. focusing on population  addressing the vulnerabilities caused by population ageing;  managing migration and urbanization; and  enforcing legislation against harmful practices that impact adversely on population and development including child marriage. ","Malawi Growth and Development Strategy III ",NA,"74","en","Increasing completion rate up to secondary school level for boys and  increasing access to affordable credit facilities for youth;  creating job opportunities for the youth; and  introducing innovative school based curriculum. Neonatal, infant and  ensuring increased utilization and access to basic health package HP within 5 KM radius;  increasing distribution of long lasting insecticide nets loins for pregnant women and children; and  increasing coverage of immunization services. Focusing on population  addressing the vulnerabilities caused by population ageing;  managing migration and urbanization; and  enforcing legislation against harmful practices that impact adversely on population and development including child marriage.",0.262584633709303
"2523"," reviewing cultural practices and discouraging those that impact adversely on population and development. ","Malawi Growth and Development Strategy III ",NA,"74","en","Reviewing cultural practices and discouraging those that impact adversely on population and development.",0.209683680762003
"380","the financial sector plays a critical role in mobilizing and channelling financial resources for long term investment and economic development of any country. the sector will be critical to achieving economic growth envisaged in this strategy as it will support the attainment of the objectives of the key priority areas through mobilization of both domestic and international resources to support those areas. in order to meet the financing needs of the countrys growing economy the financial system needs to be efficient, stable, deep and inclusive. ","Malawi Growth and Development Strategy III ",NA,"75","en","The financial sector plays a critical role in mobilizing and channelling financial resources for long term investment and economic development of any country. The sector will be critical to achieving economic growth envisaged in this strategy as it will support the attainment of the objectives of the key priority areas through mobilization of both domestic and international resources to support those areas. In order to meet the financing needs of the countrys growing economy the financial system needs to be efficient, stable, deep and inclusive.",0.467128659434139
"1323","malawis financial system is still in developmental stage. although it is considered sound and functioning well, the sector is still facing several challenges which are affecting it to more meaningfully contribute to the overall performance of the economy. some of the challenges facing the sector include  high interest rates that is causing challenges to financial intermediation. ","Malawi Growth and Development Strategy III ",NA,"75","en","Malawis financial system is still in developmental stage. Although it is considered sound and functioning well, the sector is still facing several challenges which are affecting it to more meaningfully contribute to the overall performance of the economy. Some of the challenges facing the sector include  high interest rates that is causing challenges to financial intermediation.",0.31947004438101
"1730"," lack of national identification system which makes it difficult for financial institutions to identify customers. ","Malawi Growth and Development Strategy III ",NA,"75","en","Lack of national identification system which makes it difficult for financial institutions to identify customers.",0.331645725523368
"1822"," low financial literacy affecting the uptake of financial services and products. ","Malawi Growth and Development Strategy III ",NA,"75","en","Low financial literacy affecting the uptake of financial services and products.",0.355698582749053
"534"," empowering alternative financial services distribution channels including the post office, retail chains and filling stations;  enhancing utilization of financial infrastructure such as national switch;  digitising government payments both receipts and payments; and  supporting the enabling regulatory framework. ","Malawi Growth and Development Strategy III ",NA,"76","en","Empowering alternative financial services distribution channels including the post office, retail chains and filling stations;  enhancing utilization of financial infrastructure such as national switch;  digitising government payments both receipts and payments; and  supporting the enabling regulatory framework.",0.427063424343777
"1731"," establishing development finance institutions to support agriculture and msmes. ","Malawi Growth and Development Strategy III ",NA,"76","en","Establishing development finance institutions to support agriculture and msmes.",0.736708061356797
"7241","exacerbate poverty of rural and urban households and erode the ability of the nation to invest in key sectors. it is, therefore, important to recognize and address the various livelihood risks faced by malawians build resilience to individual, households, and community level shocks and disasters for socio economic development of the country. the development of individual, household and community level resilience will mainly be operationalized through the extension and strengthening of existing social support programmes of the malawi national social support programme misspend ii that are effective in reducing chronic poverty and provide protection against livelihood shocks and disasters, while supporting the development of resilient livelihoods of the poor and vulnerable. ","Malawi Growth and Development Strategy III ",NA,"77","en","Exacerbate poverty of rural and urban households and erode the ability of the nation to invest in key sectors. It is, therefore, important to recognize and address the various livelihood risks faced by malawians build resilience to individual, households, and community-level shocks and disasters for socio-economic development of the country. The development of individual, household and community-level resilience will mainly be operationalized through the extension and strengthening of existing social support programmes of the malawi national social support programme misspend ii that are effective in reducing chronic poverty and provide protection against livelihood shocks and disasters, while supporting the development of resilient livelihoods of the poor and vulnerable.",0.313832195174515
"1324","drm bill is being finalised. interventions to address disaster risk and vulnerability are being implemented by stakeholders in different districts of the country. there is, however, need to ensure proper coordination of the interventions to create synergies and maximum impact in order to build resilience of communities to disasters in the country. however, the trend of both hazards and vulnerabilities are not well defined because comprehensive risk assessment has not been undertaken in the country. further, there is limited risk knowledge downscaled to grass root levels. this makes it difficult to design relevant risk reduction measures, including us for specific areas. most sectors also do not know the disaster risks relevant to them as they have not yet mainstreamed disaster risk reduction into their sectors. in addition, integrated and scaled up social support programmes will contribute towards addressing chronic and transient poverty and build resilience of households and communities to respond and withstand shocks and disasters. ","Malawi Growth and Development Strategy III ",NA,"77","en","Drm bill is being finalised. Interventions to address disaster risk and vulnerability are being implemented by stakeholders in different districts of the country. There is, however, need to ensure proper coordination of the interventions to create synergies and maximum impact in order to build resilience of communities to disasters in the country. However, the trend of both hazards and vulnerabilities are not well defined because comprehensive risk assessment has not been undertaken in the country. Further, there is limited risk knowledge downscaled to grass root levels. This makes it difficult to design relevant risk reduction measures, including us for specific areas. Most sectors also do not know the disaster risks relevant to them as they have not yet mainstreamed disaster risk reduction into their sectors. In addition, integrated and scaled-up social support programmes will contribute towards addressing chronic and transient poverty and build resilience of households and communities to respond and withstand shocks and disasters.",0.309307026334851
"2524","in this respect, there is need to build or enhance risk knowledge at all levels, from household, community, district to national level. there is also need to undertake comprehensive disaster risk assessment and mapping covering all sectors and disseminate the results to enhance risk informed development planning. ","Malawi Growth and Development Strategy III ",NA,"77","en","In this respect, there is need to build or enhance risk knowledge at all levels, from household, community, district to national level. There is also need to undertake comprehensive disaster risk assessment and mapping covering all sectors and disseminate the results to enhance risk informed development planning.",0.338206838797774
"2920","reduce vulnerability and enhance the resilience of the population to disasters and socio ","Malawi Growth and Development Strategy III ",NA,"77","en","Reduce vulnerability and enhance the resilience of the population to disasters and socio-",0.190263408143265
"1143"," promote the collection, analysis, management and use of relevant data and disaster risk information. ","Malawi Growth and Development Strategy III ",NA,"78","en","Promote the collection, analysis, management and use of relevant data and disaster risk information.",0.311750705004104
"16221","increased resilience of investing in disaster  implement disaster risk reduction interventions in disaster prone areas;  promote the mainstreaming of disaster risk assessment, mapping and management into rural development planning;  devolve rm functions to local councils; and  promote the dissemination and use of safer house construction guidelines and building codes at national and local level, including in informal settlements, to have resilient infrastructure strengthened disaster  mainstream rm into development policies, strategies, plans and  strengthen the capacity of rm coordination structures at national and local levels to facilitate effective coordination of rm programmes;  encourage the establishment of mechanisms and incentives to ensure compliance with existing safety enhancing provisions of sectoral laws and regulations, such as land use and urban planning, building codes, and environmental and resource management. ","Malawi Growth and Development Strategy III ",NA,"78","en","Increased resilience of investing in disaster  implement disaster risk reduction interventions in disaster prone areas;  promote the mainstreaming of disaster risk assessment, mapping and management into rural development planning;  devolve RM functions to local councils; and  promote the dissemination and use of safer house construction guidelines and building codes at national and local level, including in informal settlements, to have resilient infrastructure strengthened disaster  mainstream RM into development policies, strategies, plans and  strengthen the capacity of RM coordination structures at national and local levels to facilitate effective coordination of RM programmes;  encourage the establishment of mechanisms and incentives to ensure compliance with existing safety-enhancing provisions of sectoral laws and regulations, such as land use and urban planning, building codes, and environmental and resource management.",0.421956791232217
"3414","gender, and social welfare is a cross cutting area which is crucial for the socio economic development as it impacts all sectors of the economy. systematic mainstreaming of gender, children, youth, persons with disability and the elderly can facilitate effective development planning and coordination, budgeting, implementation and monitoring. in addition, inclusive sport initiatives will also contribute to the national socio economic development through improved health of young malawians and income earnings that come with it. ","Malawi Growth and Development Strategy III ",NA,"78","en","Gender, and social welfare is a cross-cutting area which is crucial for the socio-economic development as it impacts all sectors of the economy. Systematic mainstreaming of gender, children, youth, persons with disability and the elderly can facilitate effective development planning and coordination, budgeting, implementation and monitoring. In addition, inclusive sport initiatives will also contribute to the national socio-economic development through improved health of young malawians and income earnings that come with it.",0.346275628352331
"1144","the comprehensive achievement of the outcomes outlined below will entail inclusive national growth and development. because of limited success with ordinary gender mainstreaming to address structural gender inequalities, there is need to develop awareness that challenges and redefines rigid gender norms using gender transformative approaches. ","Malawi Growth and Development Strategy III ",NA,"79","en","The comprehensive achievement of the outcomes outlined below will entail inclusive national growth and development. Because of limited success with ordinary gender mainstreaming to address structural gender inequalities, there is need to develop awareness that challenges and redefines rigid gender norms using gender transformative approaches.",0.292575052395914
"443","gender transformative approaches gt are programs and interventions that create opportunities for individuals to not only actively challenge gender norms but to promote positions of social and political influence for women in communities, and address power inequities between persons of different genders. ","Malawi Growth and Development Strategy III ",NA,"79","en","Gender transformative approaches GT are programs and interventions that create opportunities for individuals to not only actively challenge gender norms but to promote positions of social and political influence for women in communities, and address power inequities between persons of different genders.",0.293114797551038
"1429","to build an equitable society where opportunity is not defined by sex, age, disability and other vulnerabilities mainstreamed in all sector development frameworks  increasing equitably access, control and utilization of social and economic services by youth and women; and  ensuring the consistent implementation of gender responsive budgeting across sectors. ","Malawi Growth and Development Strategy III ",NA,"79","en","To build an equitable society where opportunity is not defined by sex, age, disability and other vulnerabilities mainstreamed in all sector development frameworks  increasing equitably access, control and utilization of social and economic services by youth and women; and  ensuring the consistent implementation of gender responsive budgeting across sectors.",0.32847397252727
"2426"," enhancing the development and quality of sports in malawi among all ages with special focus on the youth. essential quality ed ","Malawi Growth and Development Strategy III ",NA,"79","en","Enhancing the development and quality of sports in malawi among all ages with special focus on the youth. Essential quality ed",0.239935825476366
"1145"," establishing and strengthening coordination structures in the provision of social welfare services at all levels. ","Malawi Growth and Development Strategy III ",NA,"80","en","Establishing and strengthening coordination structures in the provision of social welfare services at all levels.",0.314918825405208
"1146","improved welfare and health status for the elderly, persons with disability and albinism  facilitating the implementation of enabling and inclusive mechanisms within small and medium enterprises;  promoting employment and decent work for persons with  increasing access to health services and social assistance. ","Malawi Growth and Development Strategy III ",NA,"80","en","Improved welfare and health status for the elderly, persons with disability and albinism  facilitating the implementation of enabling and inclusive mechanisms within small and medium enterprises;  promoting employment and decent work for persons with  increasing access to health services and social assistance.",0.335454783863022
"3013"," enhancing community participation in the protection of older persons and persons with albinism. ","Malawi Growth and Development Strategy III ",NA,"80","en","Enhancing community participation in the protection of older persons and persons with albinism.",0.135295899608501
"462","despite the high rate of urbanisation in malawi, the majority of the people still live in rural areas eking out a living from agriculture and other natural resource based enterprises. ","Malawi Growth and Development Strategy III ",NA,"80","en","Despite the high rate of urbanisation in malawi, the majority of the people still live in rural areas eking out a living from agriculture and other natural resource based enterprises.",0.193040264430308
"1147","the associated benefits such forest products. these dynamics highlight the need for strategies that support the delivery of multiple benefits from rural landscapes by increasing synergies and minimizing or mitigating trade offs among food production and other land use. with the reduced landholding size for most small holder farmers, it is hard to see how agricultural transformation can happen within the current land use system. this calls for an innovative integrated landscape management approach. ","Malawi Growth and Development Strategy III ",NA,"81","en","The associated benefits such forest products. These dynamics highlight the need for strategies that support the delivery of multiple benefits from rural landscapes by increasing synergies and minimizing or mitigating trade-offs among food production and other land use. With the reduced landholding size for most small holder farmers, it is hard to see how agricultural transformation can happen within the current land use system. This calls for an innovative integrated landscape management approach.",0.314255256247258
"1325","an integrated and sustainable land use and human settlement improved access to land and tenure security for sustainable economic  register customary land parcels across the country through pilots  computerize land records, systems and processes  conduct property valuation and assessment. ","Malawi Growth and Development Strategy III ",NA,"81","en","An integrated and sustainable land use and human settlement improved access to land and tenure security for sustainable economic  register customary land parcels across the country through pilots  computerize land records, systems and processes  conduct property valuation and assessment.",0.264384711042583
"16231","degradation of the environment and natural resources continue to be a major threat to the social and economic development of malawi. these include deforestation; decreasing soil fertility and increasing erosion; water depletion, loss of biodiversity; and increasing pollution and increased vulnerability to climate change. it is therefore imperative that the environment and natural resources are sustainably managed. promote sustainable management of the environment and natural resources  integrating environmental management in development activities;  promoting public participation in environmental management programs;  promote integrated afforestation for wood fuel, fruit production windbreak and shade, timber and poles at household and community level to address wood fuel shortage and curb encroachment into reserves;  ensuring that public works programmes comply with principles of environmental sustainability  promoting environmental education, awareness and information sharing among stakeholders;  enhancing community based natural resource management;  conserving and sustainably use of water sources such as lakes, rivers and wetlands;  enhancing conservation and sustainable utilization of biological diversity; and  promoting research, planning, monitoring and evaluation of environment natural resources management en rm programs. ","Malawi Growth and Development Strategy III ",NA,"82","en","Degradation of the environment and natural resources continue to be a major threat to the social and economic development of malawi. These include deforestation; decreasing soil fertility and increasing erosion; water depletion, loss of biodiversity; and increasing pollution and increased vulnerability to climate change. It is therefore imperative that the environment and natural resources are sustainably managed. Promote sustainable management of the environment and natural resources  integrating environmental management in development activities;  promoting public participation in environmental management programs;  promote integrated afforestation for wood fuel, fruit production windbreak and shade, timber and poles at household and community level to address wood fuel shortage and curb encroachment into reserves;  ensuring that public works programmes comply with principles of environmental sustainability  promoting environmental education, awareness and information sharing among stakeholders;  enhancing community based natural resource management;  conserving and sustainably use of water sources such as lakes, rivers and wetlands;  enhancing conservation and sustainable utilization of biological diversity; and  promoting research, planning, monitoring and evaluation of environment natural resources management en RM programs.",0.302247725670554
"2029"," strengthening nuclear safety and security to ensure protection of the people and the environment. ","Malawi Growth and Development Strategy III ",NA,"82","en","Strengthening nuclear safety and security to ensure protection of the people and the environment.",0.297125152424508
"1823","adequate nutrition throughout the life cycle is the centrepiece for physical and intellectual development of every individual. nutrition is a major determinant of ones intellectual performance, academic and professional achievements, and overall work productivity at later stages. it is therefore a prerequisite for human growth and development, and an integral element for the socio economic development of the country. ","Malawi Growth and Development Strategy III ",NA,"83","en","Adequate nutrition throughout the life cycle is the centrepiece for physical and intellectual development of every individual. Nutrition is a major determinant of ones intellectual performance, academic and professional achievements, and overall work productivity at later stages. It is therefore a prerequisite for human growth and development, and an integral element for the socio-economic development of the country.",0.261349435503846
"2325","the percentage of children under five years of age who are stunted has decreased from 4 7.1 in 201 0 to 3 7.1 in 201 5 1 6. however, the prevalence of under nutrition is high among adolescent girls 1 5.6 percent. the dhs 201 5 1 6 showed relatively stagnant or worsening rates of anaemia in children since 201 0, reported at 6 2.5 percent and 6 2.6 percent, respectively. similarly, the infant young child feeding practices need to be improved as only 7.8 percent of children aged 62 3 months consumed foods that met the minimum acceptable diet. even with the noted decline in under nutrition, continued efforts are needed to address micronutrient deficiencies and the high rates of stunting. ","Malawi Growth and Development Strategy III ",NA,"83","en","The percentage of children under five years of age who are stunted has decreased from 47.1 in 2010 to 37.1 in 2015-16. However, the prevalence of under nutrition is high among adolescent girls 15.6 percent. The DHS 2015-16 showed relatively stagnant or worsening rates of anaemia in children since 2010, reported at 62.5 percent and 62.6 percent, respectively. Similarly, the infant young child feeding practices need to be improved as only 7.8 percent of children aged 623 months consumed foods that met the minimum acceptable diet. Even with the noted decline in under nutrition, continued efforts are needed to address micronutrient deficiencies and the high rates of stunting.",0.114759134271609
"2030","the causes of under nutrition are manifold repeated infections including acute respiratory infections, diarrhoea, and malaria; suboptimal breastfeeding and infant feeding practices resulting in inadequate dietary intake are the immediate causes of malnutrition. the underlying causes include food insecurity; gender inequality; poor hygiene practices and lack of safe water and sanitation. as such, malnutrition is a complex problem that persists due to multiple causes rooted in various sectors. in addition to nutrition specific interventions, nutrition sensitive interventions that are multi sectoral are essential in reducing and eradicating malnutrition in malawi. in addition to a high prevalence of under nutrition, the prevalence of overweight and obesity is higher in women 2 4 percent are overweight and 6 percent are obese than men 1 7 percent are overweight and 3 percent are obese. the prevalence of cardiovascular diseases e.g., heart disease and stroke, cancer, respiratory diseases, and diabetes mellitus are increasingly becoming significant causes of morbidity and mortality in malawi. as overweight, and more so obesity increase, the risk of nutrition related nods also increases. these statistics demonstrate the need to address all forms of malnutrition including overweight and obesity under nutrition is mainly characterized by wasting   a low weight for height, stunting   low height for age and underweight   low weight for age. in early childhood, under nutrition has negative life long and intergenerational consequences; undernourished children are more likely to require medical care as a result of under nutrition related diseases and deficiencies. this increases the burden on public social services and health costs incurred by the government and the affected families. without proper care, underweight and wasting in children results in higher risk of mortality. during schooling years, stunted children are more likely to repeat grades and drop out of school, thus reducing their income earning capability later in life. furthermore, adults who were stunted as children are less likely to achieve their expected physical and cognitive development, thereby impacting on their productivity. ","Malawi Growth and Development Strategy III ",NA,"84","en","The causes of under nutrition are manifold repeated infections including acute respiratory infections, diarrhoea, and malaria; suboptimal breastfeeding and infant feeding practices resulting in inadequate dietary intake are the immediate causes of malnutrition. The underlying causes include food insecurity; gender inequality; poor hygiene practices and lack of safe water and sanitation. As such, malnutrition is a complex problem that persists due to multiple causes rooted in various sectors. In addition to nutrition-specific interventions, nutrition-sensitive interventions that are multi-sectoral are essential in reducing and eradicating malnutrition in malawi. In addition to a high prevalence of under nutrition, the prevalence of overweight and obesity is higher in women 24 percent are overweight and 6 percent are obese than men 17 percent are overweight and 3 percent are obese. The prevalence of cardiovascular diseases e.g., heart disease and stroke, cancer, respiratory diseases, and diabetes mellitus are increasingly becoming significant causes of morbidity and mortality in malawi. As overweight, and more so obesity increase, the risk of nutrition-related nods also increases. These statistics demonstrate the need to address all forms of malnutrition including overweight and obesity under nutrition is mainly characterized by wasting - a low weight-for-height, stunting - low height-for-age and underweight - low weight-for-age. In early childhood, under nutrition has negative life-long and intergenerational consequences; undernourished children are more likely to require medical care as a result of under nutrition-related diseases and deficiencies. This increases the burden on public social services and health costs incurred by the government and the affected families. Without proper care, underweight and wasting in children results in higher risk of mortality. During schooling years, stunted children are more likely to repeat grades and drop out of school, thus reducing their income-earning capability later in life. Furthermore, adults who were stunted as children are less likely to achieve their expected physical and cognitive development, thereby impacting on their productivity.",0.12176188620391
"1148"," promoting adolescent and womens nutrition before, during, and after pregnancy. ","Malawi Growth and Development Strategy III ",NA,"85","en","Promoting adolescent and womens nutrition before, during, and after pregnancy.",0.0976036736856872
"926"," promoting optimal breast feeding practices for children 0 6 months and appropriate complementary feeding of children aged 62 4 months and  promoting hygiene, water and sanitation practices at individual and household levels for improved nutrition  promoting consumption of high nutritive value and diversified diets  integrating nutrition in value chains for nutrition improvement  integrating and scale up nutrition in the early childhood development programme  improving nutrition among adolescents and school going children  promoting male involvement and address gender and socio cultural issues in maternal, infant and young child nutrition, child care, and  strengthening implementation of community based management of acute malnutrition and nutrition care, support and treatment in routine services and emergencies. ","Malawi Growth and Development Strategy III ",NA,"85","en","Promoting optimal breast feeding practices for children 0-6 months and appropriate complementary feeding of children aged 624 months and  promoting hygiene, water and sanitation practices at individual and household levels for improved nutrition  promoting consumption of high nutritive value and diversified diets  integrating nutrition in value chains for nutrition improvement  integrating and scale up nutrition in the early childhood development programme  improving nutrition among adolescents and school going children  promoting male involvement and address gender and socio-cultural issues in maternal, infant and young child nutrition, child care, and  strengthening implementation of community based management of acute malnutrition and nutrition care, support and treatment in routine services and emergencies.",0.219697603832944
"1149"," promoting community involvement and ownership for behavioural change to improve nutrition knowledge, attitudes, and practices. ","Malawi Growth and Development Strategy III ",NA,"85","en","Promoting community involvement and ownership for behavioural change to improve nutrition knowledge, attitudes, and practices.",0.185048662122249
"1238"," improving intake of minimum acceptable diet among under five children, pregnant and lactating women. ","Malawi Growth and Development Strategy III ",NA,"85","en","Improving intake of minimum acceptable diet among under five children, pregnant and lactating women.",0.105486045736074
"16241"," promoting fortification and standardisation of centrally processed food for improved nutrition. ","Malawi Growth and Development Strategy III ",NA,"85","en","Promoting fortification and standardisation of centrally-processed food for improved nutrition.",0.179605100114999
"2129"," promoting awareness campaigns and behaviour change communication on prevention of nutrition related ncds. ","Malawi Growth and Development Strategy III ",NA,"85","en","Promoting awareness campaigns and behaviour change communication on prevention of nutrition-related ncds.",0.166463257267436
"1150","on national growth and development policies. in view of this, peace and security arrangements need to safeguard the nations sovereignty, territorial integrity and interests. ","Malawi Growth and Development Strategy III ",NA,"86","en","On national growth and development policies. In view of this, peace and security arrangements need to safeguard the nations sovereignty, territorial integrity and interests.",0.211908899469261
"388","this entails ensuring efficient and effective security mechanisms for the protection of public and private sectors for socio economic development. ","Malawi Growth and Development Strategy III ",NA,"86","en","This entails ensuring efficient and effective security mechanisms for the protection of public and private sectors for socio-economic development.",0.362047022855926
"1151","to promote peace and protect the sovereignty, territorial integrity and vital interests of malawi against both external and internal threats. international security  providing military assistance to civil authorities in times of emergencies and disasters;  enhancing community integration and participation in promoting a secure peaceful and crime free environment; and  promoting regional peace and international order. ","Malawi Growth and Development Strategy III ",NA,"86","en","To promote peace and protect the sovereignty, territorial integrity and vital interests of malawi against both external and internal threats. International security  providing military assistance to civil authorities in times of emergencies and disasters;  enhancing community integration and participation in promoting a secure peaceful and crime free environment; and  promoting regional peace and international order.",0.282773648831964
"1327"," maintaining a sustainable size of security force. constitutional order  improving the responsiveness of all security sectors to national needs by ensuring quick reaction and operations. ","Malawi Growth and Development Strategy III ",NA,"86","en","Maintaining a sustainable size of security force. Constitutional order  improving the responsiveness of all security sectors to national needs by ensuring quick reaction and operations.",0.270089914243362
"8221","the mgds iii has been developed to allow all stakeholders to participate in the development of the country. its implementation will, therefore, involve all stakeholders, including the three arms of government the executive, parliament, and judiciary; and civil society and faith based organizations fbos; private sector and the general public. government will lead the implementation process through technical coordination and its consolidated national budget. it is expected that all stakeholder institutions including donors, development and co operating partners will continue to align their activities and support to mgds iii. ","Malawi Growth and Development Strategy III ",NA,"87","en","The MGDS iii has been developed to allow all stakeholders to participate in the development of the country. Its implementation will, therefore, involve all stakeholders, including the three arms of government the executive, parliament, and judiciary; and civil society and faith based organizations fbos; private sector and the general public. Government will lead the implementation process through technical coordination and its consolidated national budget. It is expected that all stakeholder institutions including donors, development and co-operating partners will continue to align their activities and support to MGDS iii.",0.463837960822296
"1031","the alignment to the budget will be critical for its successful implementation. the ministry responsible for national planning and development will facilitate and ensure that all mads align their sectoral plans, activities and budgets to the development strategy. wherever sectoral plans do not exist, efforts should be made to develop them. budget submissions, therefore, will be expected to include only activities that are aligned to this national strategy. ","Malawi Growth and Development Strategy III ",NA,"87","en","The alignment to the budget will be critical for its successful implementation. The ministry responsible for national planning and development will facilitate and ensure that all mads align their sectoral plans, activities and budgets to the development strategy. Wherever sectoral plans do not exist, efforts should be made to develop them. Budget submissions, therefore, will be expected to include only activities that are aligned to this national strategy.",0.417440814066246
"1521","to ensure that the mgds iii is formulated, implemented and monitored with full participation of all stakeholders, government instituted sector working groups swgs. ","Malawi Growth and Development Strategy III ",NA,"87","en","To ensure that the MGDS iii is formulated, implemented and monitored with full participation of all stakeholders, government instituted sector working groups swgs.",0.242011003176378
"1733","membership of the swigs is diverse and includes line ministry clusters, civil society, private sector, nongovernment organizations, donors and cooperating partners. the private sector was included as an active partner in all the sector working groups to enhance dialogue between government and the private sector led growth.  ","Malawi Growth and Development Strategy III ",NA,"87","en","Membership of the swigs is diverse and includes line ministry clusters, civil society, private sector, nongovernment organizations, donors and cooperating partners. The private sector was included as an active partner in all the sector working groups to enhance dialogue between government and the private sector led growth.",0.367410242275324
"2921"," donors and co operating partners will align their support and activities to the mgds ","Malawi Growth and Development Strategy III ",NA,"87","en","Donors and co-operating partners will align their support and activities to the MGDS",0.43259528082431
"8231","the main responsibility of government shall be to provide public goods and services as well as regulatory framework. these include roads, railways, airports, education, health services, and social services among others. it shall also provide the necessary environment and incentives to promote private sector activities. government shall safeguard the interests of all malawians by correcting market failures through policy, legal and regulatory framework the commission will be responsible for facilitating the implementation of the strategy and undertake rigorous monitoring and evaluation of various development interventions in the country. the np will carry out mainstreaming and policy harmonisation function to ensure that policies at sector levels are talking to the national and international agendas. in addition, it will also be responsible reporting development progress at all levels. ","Malawi Growth and Development Strategy III ",NA,"88","en","The main responsibility of government shall be to provide public goods and services as well as regulatory framework. These include roads, railways, airports, education, health services, and social services among others. It shall also provide the necessary environment and incentives to promote private sector activities. Government shall safeguard the interests of all malawians by correcting market failures through policy, legal and regulatory framework the commission will be responsible for facilitating the implementation of the strategy and undertake rigorous monitoring and evaluation of various development interventions in the country. The NP will carry out mainstreaming and policy harmonisation function to ensure that policies at sector levels are talking to the national and international agendas. In addition, it will also be responsible reporting development progress at all levels.",0.434293524573368
"1923","the judiciary will provide justice system and ensure observance of law and constitutional provision. the successful implementation of the strategy will largely depend on constitutional order and law abiding citizens. ","Malawi Growth and Development Strategy III ",NA,"88","en","The judiciary will provide justice system and ensure observance of law and constitutional provision. The successful implementation of the strategy will largely depend on constitutional order and law abiding citizens.",0.268918499384073
"2327","the role of the private sector is to invest in both economic and social sectors to generate economic growth and create wealth. in this context, the private sector is expected to take up opportunities outlined in the mgds ii during its implementation. the scope of the private sector participation will be widened to involve them in the provision of other public goods and services through ppps. ","Malawi Growth and Development Strategy III ",NA,"88","en","The role of the private sector is to invest in both economic and social sectors to generate economic growth and create wealth. In this context, the private sector is expected to take up opportunities outlined in the MGDS ii during its implementation. The scope of the private sector participation will be widened to involve them in the provision of other public goods and services through ppps.",0.422115246653445
"2130","the role of donors, development and cooperating partners shall be to provide financial and technical support to implement mgds iii. in doing so, they will be expected to support and align their activities with the mgds iii priorities in line with the adds aba development effectiveness agenda for action on financing for development towards the realisation of the the role of the community will be to ensure ownership and smooth implementation of development activities through inclusive and participatory planning, implementation, monitoring and evaluation. in addition, the community will contribute in kind towards some 8.3 financing sources the mgds iii will largely be financed through three sources, namely, domestic revenues; external grants; and borrowing both internally and externally. additionally, pops for infrastructure programmes shall be encouraged. other likely sources of financing are regional and international financing initiatives. development assistance will continue to play a key role in supporting malawis development objectives and the achievement of the sdgs and other international development frameworks. guided by the principles set out in major international aid effectiveness susan outcome document 201 1, the government promotes a transparent, harmonized and results driven development cooperation that is aligned to national priorities. the development cooperation strategy dcs, 201 4 201 8 sets out strategies for improving quality and effectiveness of development cooperation in malawi. the aim is to ensure that all support is coordinated, harmonised, focused on results and aligned to national priorities, institutions and systems to achieve national development goals. the dc recognizes diverse sources of finance to support sustainable and inclusive development. however, it calls upon cooperating partners to collaborate with government to improve capacities for domestic resource mobilization and collaborate with government to promote aid for trade as an engine for sustainable development. where technical assistance is provided, it should be demand driven and responsive to institutional and humanitarian capacity needs of malawi. ","Malawi Growth and Development Strategy III ",NA,"89","en","The role of donors, development and cooperating partners shall be to provide financial and technical support to implement MGDS iii. In doing so, they will be expected to support and align their activities with the MGDS iii priorities in line with the adds aba development effectiveness agenda for action on financing for development towards the realisation of the the role of the community will be to ensure ownership and smooth implementation of development activities through inclusive and participatory planning, implementation, monitoring and evaluation. In addition, the community will contribute in kind towards some 8.3 financing sources the MGDS iii will largely be financed through three sources, namely, domestic revenues; external grants; and borrowing both internally and externally. Additionally, pops for infrastructure programmes shall be encouraged. Other likely sources of financing are regional and international financing initiatives. Development assistance will continue to play a key role in supporting malawis development objectives and the achievement of the SDGS and other international development frameworks. Guided by the principles set out in major international aid effectiveness susan outcome document 2011, the government promotes a transparent, harmonized and results-driven development cooperation that is aligned to national priorities. The development cooperation strategy dcs, 2014-2018 sets out strategies for improving quality and effectiveness of development cooperation in malawi. The aim is to ensure that all support is coordinated, harmonised, focused on results and aligned to national priorities, institutions and systems to achieve national development goals. The DC recognizes diverse sources of finance to support sustainable and inclusive development. However, it calls upon cooperating partners to collaborate with government to improve capacities for domestic resource mobilization and collaborate with government to promote aid-for-trade as an engine for sustainable development. Where technical assistance is provided, it should be demand driven and responsive to institutional and humanitarian capacity needs of malawi.",0.504053188295726
