"","sentences","name","country","page","languages","legible","results"
"11213","further, several case studies are used throughout the report and especially in chapter 4 to demonstrate successful applications of the interventions being recommended.","National Climate Responses Strategy","12","112","en","Further, several case studies are used throughout the report and especially in chapter 4 to demonstrate successful applications of the interventions being recommended.",0.155615639242061
"3315","4. communication, education and awareness programmes the level of understanding of climate change and its impacts is very low countrywide. this calls for a focused awareness campaign that simplifies the science and impacts of climate change in a language that is understandable by all segments of the society. this will help improve national preparedness for the potential impacts of climate change. to this end, forums for engagement and information dissemination to the public on current and future climate change risks, and a concerted, focused and comprehensive approach to managing such risks will be established. some of the ways of enhancing climate change education and awareness which will be applied includeestablishing a national climate change awareness campaign using print and electronic media to pass climate change information in various articles and programmes on climate change in the media,incorporating climate change information into schools and colleges curricula and syllabuses,online blogging on facebook, twitter, google groups, yahoo groups, unite for climate etc, through which various topics on climate change could be discussed,eco tournaments engaging in sporting events such as athletics, football and basketball to raise awareness,use of drama and performance arts,providing timely and accurate information on kenyas climate change policy, position and issues to be discussed with kenyan missions abroad and the ministry of foreign affairs,encouraging individual volunteers ininvolving the corporate sector, especially the mobile telephone industry e.g. to display airtime top up messages on climate change.","National Climate Responses Strategy","12","112","en","4. Communication, education and awareness programmes the level of understanding of climate change and its impacts is very low countrywide. This calls for a focused awareness campaign that simplifies the science and impacts of climate change in a language that is understandable by all segments of the society. This will help improve national preparedness for the potential impacts of climate change. To this end, forums for engagement and information dissemination to the public on current and future climate change risks, and a concerted, focused and comprehensive approach to managing such risks will be established. Some of the ways of enhancing climate change education and awareness which will be applied includeestablishing a national climate change awareness campaign using print and electronic media to pass climate change information in various articles and programmes on climate change in the media,incorporating climate change information into schools and colleges curricula and syllabuses,online blogging on facebook, twitter, google groups, yahoo groups, unite for climate etc, through which various topics on climate change could be discussed,eco-tournaments engaging in sporting events such as athletics, football and basketball to raise awareness,use of drama and performance arts,providing timely and accurate information on kenyas climate change policy, position and issues to be discussed with kenyan missions abroad and the ministry of foreign affairs,encouraging individual volunteers ininvolving the corporate sector, especially the mobile telephone industry e.g. To display airtime top-up messages on climate change.",0.262204267173685
"14115","there is inadequate national and local information on how climate change elements   temperature rise, change in precipitation, extreme weather events, sea level rise and other seasonal shifts   will affect phenomena such as floods, drought, water shortages supply and quality, air quality, human health, and habitat loss. a thorough nationwide assessment of how these changes will affect human population, infrastructure, the environment, the economy and society as a whole. in parallel, it is important to conduct climate change scenarios and develop corresponding policy responses.","National Climate Responses Strategy","12","112","en","There is inadequate national and local information on how climate change elements - temperature rise, change in precipitation, extreme weather events, sea level rise and other seasonal shifts - will affect phenomena such as floods, drought, water shortages supply and quality, air quality, human health, and habitat loss. A thorough nationwide assessment of how these changes will affect human population, infrastructure, the environment, the economy and society as a whole. In parallel, it is important to conduct climate change scenarios and develop corresponding policy responses.",0.191730255879045
"1628","with regard to the tracking and reporting ghg emissions in kenya, only few institutions notably the international energy agency ea periodically do so. the ideas data indicates kenyas ghg emissions in 200 7 were 1 1.4 3 mtc02 eq. this level is still low when compared to emissions of major industrialised countries, but rising quickly especially due to increasing transport i.e. high private car use and energy sector emissions. there are currently, no institutions based in kenya that monitor the countrys ghg emissions.","National Climate Responses Strategy","12","112","en","With regard to the tracking and reporting GHG emissions in kenya, only few institutions notably the international energy agency ea periodically do so. The ideas data indicates kenyas GHG emissions in 2007 were 11.43 mtc02 eq. This level is still low when compared to emissions of major industrialised countries, but rising quickly especially due to increasing transport i.e. High private car use and energy sector emissions. There are currently, no institutions based in kenya that monitor the countrys GHG emissions.",0.197264491470972
"11311","to facilitate climate change mitigation and adaptation in related sectors. in addition, there is a comprehensive environmental law   the environmental management and coordination act emca, 199 9   which has relevant provisions for mitigation against climate change. these include provisions for the establishment of air quality standards together with emissions requirements part viii, environmental impact assessment requirements part vi, environmental restoration orders and environmental conservation orders part ix.","National Climate Responses Strategy","12","113","en","To facilitate climate change mitigation and adaptation in related sectors. In addition, there is a comprehensive environmental law - the environmental management and coordination act emca, 1999 - which has relevant provisions for mitigation against climate change. These include provisions for the establishment of air quality standards together with emissions requirements part viii, environmental impact assessment requirements part vi, environmental restoration orders and environmental conservation orders part ix.",0.304072169099594
"7213","however, emca, 199 9 does not effectively address several climate change issues including e@ development of national inventories of anthropogenic emissions of ghg in kenya by source and removal of ghg by sinks,  national framework for carbon finance, e@ development of national and regional programmes to mitigate climate change by addressing anthropogenic emissions by source,  promotion of education, training and awareness on climate change; appropriate technology transfer arrangements and their authorisation, and @ access to environmentally sound technologies.","National Climate Responses Strategy","12","113","en","However, emca, 1999 does not effectively address several climate change issues including e@ development of national inventories of anthropogenic emissions of GHG in kenya by source and removal of GHG by sinks,  national framework for carbon finance, e@ development of national and regional programmes to mitigate climate change by addressing anthropogenic emissions by source,  promotion of education, training and awareness on climate change; appropriate technology transfer arrangements and their authorisation, and @ access to environmentally-sound technologies.",0.278971481680669
"8116","for this reason, there ought to be a law that provides legitimacy for all climate change activities including necessary actions intended to mitigate against climate change such as provisions authorising carbon trading. the way to arrive at this law could be throughstrengthening existing em ca provisions to adequately provide for climate change adaptation and mitigation measures agreed in the  and its kyoto protocol, candordeveloping a new legislation on climate change, in which case, the national environment management authority nema should take the lead as section 12 4 of the em ca 199 9 obligates nema to initiate legislative proposals for the purpose of giving domestic effects to international agreements to which kenya is a party. although the making of a new legislation may be time consuming and expensive, it may, given the current circumstances in kenya, be the better option.","National Climate Responses Strategy","12","113","en","For this reason, there ought to be a law that provides legitimacy for all climate change activities including necessary actions intended to mitigate against climate change such as provisions authorising carbon trading. The way to arrive at this law could be throughstrengthening existing em ca provisions to adequately provide for climate change adaptation and mitigation measures agreed in the  and its kyoto protocol, candordeveloping a new legislation on climate change, in which case, the national environment management authority nema should take the lead as section 124 of the em ca 1999 obligates nema to initiate legislative proposals for the purpose of giving domestic effects to international agreements to which kenya is a party. Although the making of a new legislation may be time-consuming and expensive, it may, given the current circumstances in kenya, be the better option.",0.266802653179848
"1832","within the doe, memr also established in 200 9 its national climate change coordinating office. this office now acts as the secretariat for the national climate change activities coordinating committee  established in 199 2 as a requirement under the . membership of the  is drawn from line ministries, academia and research institutions, non governmental organisations ngos as well as the private sector.","National Climate Responses Strategy","12","113","en","Within the doe, memr also established in 2009 its national climate change coordinating office. This office now acts as the secretariat for the national climate change activities coordinating committee  established in 1992 as a requirement under the . Membership of the  is drawn from line ministries, academia and research institutions, non-governmental organisations ngos as well as the private sector.",0.222137143699799
"191","further, under the oversight of memr, the national environment management authority nema hosts the countrys designated national authority dna, which is responsible for approving the cdm projects under the kyoto protocol.","National Climate Responses Strategy","12","113","en","Further, under the oversight of memr, the national environment management authority nema hosts the countrys designated national authority dna, which is responsible for approving the CDM projects under the kyoto protocol.",0.176105136752966
"202","in the context of the , the ministry is the focal policy making entity responsible for international negotiations while nema, as has been mentioned, hosts the countrys dna.","National Climate Responses Strategy","12","113","en","In the context of the , the ministry is the focal policy making entity responsible for international negotiations while nema, as has been mentioned, hosts the countrys dna.",0.13060121422292
"1147","still under the oversight of memr, the kenya meteorological department km is mandated to provide meteorological and climatological services to the country for the benefit of all sectors and the public in general. climate research and monitoring are also some of kids responsibilities.","National Climate Responses Strategy","12","114","en","Still under the oversight of memr, the kenya meteorological department KM is mandated to provide meteorological and climatological services to the country for the benefit of all sectors and the public in general. Climate research and monitoring are also some of kids responsibilities.",0.209533311828384
"2162","in addition, there is a climate change coordination unit cc cu at the office of the prime minister, whose aim is to provide high level political support to climate change activities in kenya.","National Climate Responses Strategy","12","114","en","In addition, there is a climate change coordination unit CC cu at the office of the prime minister, whose aim is to provide high-level political support to climate change activities in kenya.",0.172420859207904
"3612","confounding the situation further is the need for the ministry of foreign affairs to infuse international environment diplomacy on climate change and other similar multilateral environment agreements. the inter weaving of diplomacy, policy, politics and practice is particularly challenging in the case of a crosscutting issue like climate change. this confounding situation is not peculiar to kenya. most african countries are yet to streamline climate change governance,** a factor that has contributed to weak engagements in international negotiations on climate change and country level effectiveness of climate change programmes and projects.","National Climate Responses Strategy","12","114","en","Confounding the situation further is the need for the ministry of foreign affairs to infuse international environment diplomacy on climate change and other similar multilateral environment agreements. The inter-weaving of diplomacy, policy, politics and practice is particularly challenging in the case of a crosscutting issue like climate change. This confounding situation is not peculiar to kenya. Most african countries are yet to streamline climate change governance,** a factor that has contributed to weak engagements in international negotiations on climate change and country-level effectiveness of climate change programmes and projects.",0.238790422000196
"4215","because of its diffuse nature, the existing institutional arrangement has not supported a coordinated approach to combating climate change. this therefore calls for a focused and functional climate change governance system  guided by appropriate policies and legislation arrangements   that will among other things, facilitate the implementation of this strategy.","National Climate Responses Strategy","12","114","en","Because of its diffuse nature, the existing institutional arrangement has not supported a coordinated approach to combating climate change. This therefore calls for a focused and functional climate change governance system  guided by appropriate policies and legislation arrangements - that will among other things, facilitate the implementation of this strategy.",0.299465654468734
"6213","in determining an appropriate institution, there ought to be careful consideration ofthe government's obligations towards meeting ghg emissions reductions as well as adaptation and other mitigation measures   article 4 and 1 2 of  and kyoto protocol, e@ what the relevant national laws in this case em ca 199 9 says about such an institution,institutions that already conduct climate change activities and what they do, andplausible effective options.","National Climate Responses Strategy","12","114","en","In determining an appropriate institution, there ought to be careful consideration ofthe government's obligations towards meeting GHG emissions reductions as well as adaptation and other mitigation measures - article 4 and 12 of  and kyoto protocol, e@ what the relevant national laws in this case em ca 1999 says about such an institution,institutions that already conduct climate change activities and what they do, andplausible effective options.",0.223499344734487
"1234","it is important that the package of activities needed to combat climate change be anchored within a policy and legal framework as described in sections 8.1 and 8.2 above that enables kenya to meet its long term development goals while fulfilling its global obligations towards combating this problem. a dedicated climate change institution is important as it establishes a coordination instrument which ensures that all cross sectoral activities match the overall vision of the nccrs   a prosperous and climate change resilient kenya. emphasis should be laid on low carbon development strategies.","National Climate Responses Strategy","12","114","en","It is important that the package of activities needed to combat climate change be anchored within a policy and legal framework as described in sections 8.1 and 8.2 above that enables kenya to meet its long-term development goals while fulfilling its global obligations towards combating this problem. A dedicated climate change institution is important as it establishes a coordination instrument which ensures that all cross-sectoral activities match the overall vision of the NCCRS - a prosperous and climate change resilient kenya. Emphasis should be laid on low carbon development strategies.",0.243838790622328
"15211","in view of this, it is proposed thata dedicated and adequately resourced climate change secretariat*? be established within the ministry of environment and mineral resources, with several offices and divisions as shown in  a national climate change steering committee nsc be established by memr to help it gather and collate input and advice from key climate change stakeholders for its use in the coordination of kenyas climate change activities, andthe  will continue to serve in its current advisory capacity.","National Climate Responses Strategy","12","114","en","In view of this, it is proposed thata dedicated and adequately resourced climate change secretariat*? Be established within the ministry of environment and mineral resources, with several offices and divisions as shown in  a national climate change steering committee NSC be established by memr to help it gather and collate input and advice from key climate change stakeholders for its use in the coordination of kenyas climate change activities, andthe  will continue to serve in its current advisory capacity.",0.217580717172999
"1035","key players kmd, national lands information management systems, cc expert group, ksfs, kws, kasals, fao & other local & lint's orgs. & devt. partners key players interdepartmental natl committee of experts on m&e, external m&e experts, internal auditors, external auditors, office of the pm","National Climate Responses Strategy","12","115","en","Key players kmd, national lands information management systems, CC expert group, ksfs, kws, kasals, fao & other local & lint's orgs. & devt. Partners key players interdepartmental natl committee of experts on m&e, external m&e experts, internal auditors, external auditors, office of the pm",0.155487528950203
"1153","the climate change secretariat to be established at memr will provide secretarial functions for the two committees  and nccsc. the ipecac focal point based in km will augment the  and strengthen its scientific advisory capacity.","National Climate Responses Strategy","12","116","en","The climate change secretariat to be established at memr will provide secretarial functions for the two committees  and nccsc. The ipecac focal point based in KM will augment the  and strengthen its scientific advisory capacity.",0.174182537054708
"376","8.3.2.1 climate change secretariat at the memr this shall be constituted by the memr and shall have officers   co opted from within and outside the public sector   with expertise in climate change matters and can therefore add value to the coordination of the implementation of this strategy and other climate change activities. the permanent secretary in the memr shall determine the composition and specific structure of this secretariat, which shall receive and collate inputs from the players and stakeholders involved in the implementation of this strategy and ensure that activities implemented by other ministries are undertaken in a timely manner and conform to this strategy implementation plan.","National Climate Responses Strategy","12","116","en","8.3.2.1 climate change secretariat at the memr this shall be constituted by the memr and shall have officers - co-opted from within and outside the public sector - with expertise in climate change matters and can therefore add value to the coordination of the implementation of this strategy and other climate change activities. The permanent secretary in the memr shall determine the composition and specific structure of this secretariat, which shall receive and collate inputs from the players and stakeholders involved in the implementation of this strategy and ensure that activities implemented by other ministries are undertaken in a timely manner and conform to this strategy implementation plan.",0.258185432567738
"5412","this office of the secretariat shall comprise key government agencies with policy and law related functions including the office of the attorney general and key ngos. it shall, in conjunction with nema, initiate all necessary policy, legal, strategy and planning processes, and promote and cooperate on legal information on matters related to climate change. this office shall also play a key role in international climate change negotiations, as well as work with other government agencies to phase out subsidies that contravene the objectives of the .","National Climate Responses Strategy","12","116","en","This office of the secretariat shall comprise key government agencies with policy and law related functions including the office of the attorney general and key ngos. It shall, in conjunction with nema, initiate all necessary policy, legal, strategy and planning processes, and promote and cooperate on legal information on matters related to climate change. This office shall also play a key role in international climate change negotiations, as well as work with other government agencies to phase out subsidies that contravene the objectives of the .",0.300568734670974
"13211","this office shall serve as the central administrative office for all climate change programmes, with focal points representatives in each programme division. in addition, it shall serve as the liaison office between the programme divisions and the secretariat. its divisions or departments shall be  a designated national authority dna, responsible for carbon emission trading and technology transfer under the kyoto protocol or its future successor, this office shall coordinate the functions and activities of various programme divisions to ensure that all of them work towards achieving the overall aim of reducing the countrys ghg emissions, and will take responsibility for administrative matters of the programmes in collaboration with the programmes divisions. in addition, it should also be the office to develop appropriate climate change mainstreaming strategies and action plans for all key sectors, and ensures mainstreaming of climate change adaptation and mitigation measures in ongoing and future activities of all key sectors.","National Climate Responses Strategy","12","116","en","This office shall serve as the central administrative office for all climate change programmes, with focal points representatives in each programme division. In addition, it shall serve as the liaison office between the programme divisions and the secretariat. Its divisions or departments shall be  a designated national authority dna, responsible for carbon emission trading and technology transfer under the kyoto protocol or its future successor, this office shall coordinate the functions and activities of various programme divisions to ensure that all of them work towards achieving the overall aim of reducing the countrys GHG emissions, and will take responsibility for administrative matters of the programmes in collaboration with the programmes divisions. In addition, it should also be the office to develop appropriate climate change mainstreaming strategies and action plans for all key sectors, and ensures mainstreaming of climate change adaptation and mitigation measures in ongoing and future activities of all key sectors.",0.227331341218712
"203"," coordinate and supervise ongoing cdm and other emissions reduction activities to ene facilitate fundraising for financial support, sure that they are in line with and biotechnology transfer and provisions for acute towards meeting the county's environmental building, and men and sustainable development goals as well as vision 203 0,  recommend joint action involving both the public and private sectors in order to moe@ establish and maintain a project database bilious the necessary finance and accelerate and keep track of emerging, proposed and redd actions.","National Climate Responses Strategy","12","117","en","Coordinate and supervise ongoing CDM and other emissions reduction activities to ene facilitate fundraising for financial support, sure that they are in line with and biotechnology transfer and provisions for acute towards meeting the county's environmental building, and men and sustainable development goals as well as vision 2030,  recommend joint action involving both the public and private sectors in order to moe@ establish and maintain a project database bilious the necessary finance and accelerate and keep track of emerging, proposed and redd actions.",0.28934912718641
"1334","in order to increase climate change awareness in kenya, a climate change communications, education and awareness division shall be created within the programmes office with theset communication goals including community empowerment on mitigation and adaptation measures,develop and implement a programme for communication of information on climate change, with plans and appropriate procedures for communication,develop tools for effective outreach, training and capacity building on climate change,  collaborate with learning and training institutions and civil society organisations to disseminate climate change information,simplify climate change terminology for ease of communication and local understanding,  collaborate with media houses to disseminate information on climate change, and  promote and cooperate in education, training and public awareness on climate change matters, encouraging the widest participation in this process.","National Climate Responses Strategy","12","118","en","In order to increase climate change awareness in kenya, a climate change communications, education and awareness division shall be created within the programmes office with theset communication goals including community empowerment on mitigation and adaptation measures,develop and implement a programme for communication of information on climate change, with plans and appropriate procedures for communication,develop tools for effective outreach, training and capacity building on climate change,  collaborate with learning and training institutions and civil society organisations to disseminate climate change information,simplify climate change terminology for ease of communication and local understanding,  collaborate with media houses to disseminate information on climate change, and  promote and cooperate in education, training and public awareness on climate change matters, encouraging the widest participation in this process.",0.293471637264831
"2316"," periodically report on national measures to promote climate change adaptation to the secretariat.","National Climate Responses Strategy","12","118","en","Periodically report on national measures to promote climate change adaptation to the secretariat.",0.194125521328098
"4313","e develop and promote implementation of disaster management programmes,publish research results and disseminate widely,work closely with the intergovernmental panel on climate change ipecac and united nations environment programme unep,  promote scientific and technical cooperation on matters related to climate systems and climate change, andadvise the climate change secretariat, through the programme office, the government and the public on matters of science, technology and methodology in relation to climate change.","National Climate Responses Strategy","12","119","en","E develop and promote implementation of disaster management programmes,publish research results and disseminate widely,work closely with the intergovernmental panel on climate change ipecac and united nations environment programme unep,  promote scientific and technical cooperation on matters related to climate systems and climate change, andadvise the climate change secretariat, through the programme office, the government and the public on matters of science, technology and methodology in relation to climate change.",0.200411139803564
"7313","this division shall work closely with specialists, officers implementing programmes, and the secretariat in all of its functions. its responsibilities shall be to strictly monitor the implementation of all climate change activities in collaboration with the respective offices and the secretariat, in collaboration with experts, evaluate each programme activity at inception and completion to provide balanced decisions and views on success, failures if any and opportunities for improvement, assess and review the viability, methodology and outcomes of all climate change programmes, support the development of relevant policies, laws, rules, regulations and standards in relation to climate change activities, and present periodic reports on the activities to the respective programme divisions within the programmes office and to the secretariat.","National Climate Responses Strategy","12","119","en","This division shall work closely with specialists, officers implementing programmes, and the secretariat in all of its functions. Its responsibilities shall be to strictly monitor the implementation of all climate change activities in collaboration with the respective offices and the secretariat, in collaboration with experts, evaluate each programme activity at inception and completion to provide balanced decisions and views on success, failures if any and opportunities for improvement, assess and review the viability, methodology and outcomes of all climate change programmes, support the development of relevant policies, laws, rules, regulations and standards in relation to climate change activities, and present periodic reports on the activities to the respective programme divisions within the programmes office and to the secretariat.",0.250094776941693
"1343","prevention of immutable diseases | kemri, min. of public health | 2 0 years 0.0 8 through enhanced awareness campaigns | and sanitation, min. of medicating on households, mothers and chil  | cal services, bilateral partdren; procuring vaccines and procurement | ners, private sector of additional cold chain storage facilities capacity building of public health person  | kemri, min. of public health | 2 0 years 0.0 1 noel through training technical staff and sanitation, min. of medical services, bilateral partners, private sector strengthening research and other medical | kemri, min. of public health | 2 0 years 0.0 3 laboratory capacity through investing in level 2 and 3 facilities, training in instrumentation, and construction of additional laboratories and sanitation, min. of medical services, development partners, private sector, research and academic institutions increasing the acreage under irrigated | moa, private sector, develop  | 2 0 years 5.2 agriculture men partners investing in water harvesting programme, | moa, private sector, ngos, | 2 0 years 2 e.g. construction of water pans development partners provision of farm inputs such as fertiliz  | moa, private sector, ngos, | 2 0 years ers and environmental friendly pesticides, | development partners, min. 0.8 e.g. through govt. subsidies of finance promotion of conservation agriculture  | moa, private sector, develop  | 2 0 years 0.8 2 agroforestry, soil and water conservation | men partners, ngos financial and technical support to the or  | moa, private sector, develop  | 2 0 years 0.5 fan crops programme men partners enhanced agricultural research, including | moa, kari cigar and aca  | 2 0 year 1.2 8","National Climate Responses Strategy","12","12","en","Prevention of immutable diseases | kemri, min. Of public health | 20 years 0.08 through enhanced awareness campaigns | and sanitation, min. Of medicating on households, mothers and chil- | cal services, bilateral partdren; procuring vaccines and procurement | ners, private sector of additional cold-chain storage facilities capacity building of public health person- | kemri, min. Of public health | 20 years 0.01 noel through training technical staff and sanitation, min. Of medical services, bilateral partners, private sector strengthening research and other medical | kemri, min. Of public health | 20 years 0.03 laboratory capacity through investing in level 2 and 3 facilities, training in instrumentation, and construction of additional laboratories and sanitation, min. Of medical services, development partners, private sector, research and academic institutions increasing the acreage under irrigated | moa, private sector, develop- | 20 years 5.2 agriculture men partners investing in water harvesting programme, | moa, private sector, ngos, | 20 years 2 e.g. Construction of water pans development partners provision of farm inputs such as fertiliz- | moa, private sector, ngos, | 20 years ers and environmental-friendly pesticides, | development partners, min. 0.8 e.g. Through govt. Subsidies of finance promotion of conservation agriculture- | moa, private sector, develop- | 20 years 0.82 agroforestry, soil and water conservation | men partners, ngos financial and technical support to the or- | moa, private sector, develop- | 20 years 0.5 fan crops programme men partners enhanced agricultural research, including | moa, kari cigar and aca- | 20 year 1.28",0.245138051784269
"5512","from chapters 4 to 8, the strategy has outlined sectoral adaptation and mitigation interventions, communication and awareness programmes, capacity building, research and development, and climate change governance. the summarised action plan presented in timeframe, and estimated cost. the estimates were generated by ministries as part of climate change project concepts they submitted to the ministry of environment and mineral resources memr during preparation of this strategy. the main action plan detailing projects and programmes implementers, activity costs, and implementation timeframe is provided in the annex.","National Climate Responses Strategy","12","122","en","From chapters 4 to 8, the strategy has outlined sectoral adaptation and mitigation interventions, communication and awareness programmes, capacity building, research and development, and climate change governance. The summarised action plan presented in timeframe, and estimated cost. The estimates were generated by ministries as part of climate change project concepts they submitted to the ministry of environment and mineral resources memr during preparation of this strategy. The main action plan detailing projects and programmes implementers, activity costs, and implementation timeframe is provided in the annex.",0.246296850222131
"2182","7. climate change governance an analysis of existing environmental policy and legal framework has revealed that kenya currently has no policies or laws that deal directly and explicitly with climate change. the only policy that has attempted to address climate change to some extent is the draft national environmental policy of 200 8. the strategy therefore recommends a comprehensive climate change policy and related legislation be put in place by either reviewing and updating the clauses on climate change in the draft national environmental policy or developing a completely new climate change policy. this should be followed by a review of existing laws in particular, the environment management coordination act, em ca of 199 9 to make them climate change responsive candor enactment of a new and comprehensive climate change law. however, the strategy recommends that a new climate change legislation be enacted, a process that could run concurrently with the policy formulation.","National Climate Responses Strategy","12","13","en","7. Climate change governance an analysis of existing environmental policy and legal framework has revealed that kenya currently has no policies or laws that deal directly and explicitly with climate change. The only policy that has attempted to address climate change to some extent is the draft national environmental policy of 2008. The strategy therefore recommends a comprehensive climate change policy and related legislation be put in place by either reviewing and updating the clauses on climate change in the draft national environmental policy or developing a completely new climate change policy. This should be followed by a review of existing laws in particular, the environment management coordination act, em ca of 1999 to make them climate change responsive candor enactment of a new and comprehensive climate change law. However, the strategy recommends that a new climate change legislation be enacted, a process that could run concurrently with the policy formulation.",0.229934716093614
"383","in addition, the strategy has established that institutions currently in place to govern climate change affairs are inadequate. it has consequently recommended a dedicated and adequately funded climate change secretariat be established within the ministry of environment and mineral resources to oversee climate change issues including the implementation of the adaptation and mitigation programmes and the other aspects of the national climate change response strategy. this institution, including the proposed structures within it see chapter 8, should be anchored on the provisions of the new climate change laws to be enacted.","National Climate Responses Strategy","12","13","en","In addition, the strategy has established that institutions currently in place to govern climate change affairs are inadequate. It has consequently recommended a dedicated and adequately funded climate change secretariat be established within the ministry of environment and mineral resources to oversee climate change issues including the implementation of the adaptation and mitigation programmes and the other aspects of the national climate change response strategy. This institution, including the proposed structures within it see chapter 8, should be anchored on the provisions of the new climate change laws to be enacted.",0.271982592214403
"4413","it is further proposed that memr establishes a national climate change steering committee to help it gather and collate input and advice from key climate change stakeholders for its use in the coordination of kenya's climate change activities. also, the national climate change activities coordinating committee  will continue to serve in its current advisory capacity. the climate change secretariat to be established at memr will provide secretarial functions for the two committees. the ipecac focal point based in km will augment the  and strengthen its scientific advisory capacity.","National Climate Responses Strategy","12","13","en","It is further proposed that memr establishes a national climate change steering committee to help it gather and collate input and advice from key climate change stakeholders for its use in the coordination of kenya's climate change activities. Also, the national climate change activities coordinating committee  will continue to serve in its current advisory capacity. The climate change secretariat to be established at memr will provide secretarial functions for the two committees. The ipecac focal point based in KM will augment the  and strengthen its scientific advisory capacity.",0.206262456966645
"7411","the adaptation and mitigation programmes identified in the strategy will be implemented over the next 2 0 years at an annual average cost of ksh. 23 5.8 3 billion approximately us$ 3.1 4 billion.","National Climate Responses Strategy","12","13","en","The adaptation and mitigation programmes identified in the strategy will be implemented over the next 20 years at an annual average cost of ksh. 235.83 billion approximately us$ 3.14 billion.",0.136310796171025
"8313","the table on the next  shows that significant additional financial resources need to be mobilised for the implementation of this strategy with every effort made to reallocate the countrys budgetary resources and raise additional revenue for this purpose. nevertheless, most of the funding will be mobilised from developed countries either directly or indirectly through the multilateral financial institutions and the un agencies. timely establishment of the proposed climate change finance facility is therefore critical.","National Climate Responses Strategy","12","13","en","The table on the next  shows that significant additional financial resources need to be mobilised for the implementation of this strategy with every effort made to reallocate the countrys budgetary resources and raise additional revenue for this purpose. Nevertheless, most of the funding will be mobilised from developed countries either directly or indirectly through the multilateral financial institutions and the un agencies. Timely establishment of the proposed climate change finance facility is therefore critical.",0.346174384924253
"9213","in addition, all governmental and nongovernmental institutions need to mainstream climate change proofing and responsiveness in their programmes and projects.","National Climate Responses Strategy","12","13","en","In addition, all governmental and nongovernmental institutions need to mainstream climate change proofing and responsiveness in their programmes and projects.",0.300141034865922
"6312"," production of 4 billion seedlings by ks for rehabilitation of degraded forest areas, reclaimed forests and farmlands,  establishment of additional arboreta enhancing conservation and manage  | min. of forestry, kfs, memr, | 2 0 years 4.0 5 men of all types of forests cbos, icraf, ngos and pri ","National Climate Responses Strategy","12","15","en","Production of 4 billion seedlings by KS for rehabilitation of degraded forest areas, reclaimed forests and farmlands,  establishment of additional arboreta enhancing conservation and manage- | min. Of forestry, kfs, memr, | 20 years 4.05 men of all types of forests cbos, icraf, ngos and pri-",0.195809559054373
"2192","engagement with an expanded portfo  | min. of forestry, kfs, kefri, | 2 0 years 2.3 9","National Climate Responses Strategy","12","15","en","Engagement with an expanded portfo- | min. Of forestry, kfs, kefri, | 20 years 2.39",0.115144276845332
"291"," to plant and raise seedlings which ks can purchase min. of forestry, kfs, kefri, memr, cbos, ngos and private sector, institutions, devt. partners, community forest associations cfas, min. of youth affairs and sports  payment for environmental services  preparation of tree planting proposals for funding through the constituency development fund cf and local authority transfer fund latrevenues from sale of plantation timber  full staffing of field stations  setting up institutional linkages to support wider stakeholder participationestablishment of guidelines to enable kfs, communities and the private sector research targeting current climate change threats and risks to wildlife and rangeland resources; and wildlife vulnerability to current climate variability, e.g  analyse the current climate variability in marginal rainfall areas  assess the socioeconomic dynamics and activities of the communities living in and around wildlife protected areas kws, kefri, academic and research institutions, multilateral organizations such as the unep, ngos, wildlife conservation societies, devt. partners, mot","National Climate Responses Strategy","12","16","en","To plant and raise seedlings which KS can purchase min. Of forestry, kfs, kefri, memr, cbos, ngos and private sector, institutions, devt. Partners, community forest associations cfas, min. Of youth affairs and sports  payment for environmental services  preparation of tree planting proposals for funding through the constituency development fund CF and local authority transfer fund latrevenues from sale of plantation timber  full staffing of field stations  setting up institutional linkages to support wider stakeholder participationestablishment of guidelines to enable kfs, communities and the private sector research targeting current climate change threats and risks to wildlife and rangeland resources; and wildlife vulnerability to current climate variability, e.g  analyse the current climate variability in marginal rainfall areas  assess the socioeconomic dynamics and activities of the communities living in and around wildlife protected areas kws, kefri, academic and research institutions, multilateral organizations such as the unep, ngos, wildlife conservation societies, devt. Partners, mot",0.294249648720065
