index,type,text,relevance
7017,IPAddress,4.2.5.1,0.934131
7017,IPAddress,4.2.6.1,0.335522
7018,IPAddress,4.2.7.1,0.954265
7018,Quantity,8 5%,0.938967
7018,IPAddress,4.2.7.2,0.718994
7018,IPAddress,4.2.8.1,0.242716
7018,Person,bush,0.052796
7019,IPAddress,5.2.1.1,0.978348
7021,IPAddress,5.2.1.2,0.978348
7022,Organization,national road authority,0.958279
7022,IPAddress,5.2.3.1,0.534447
7022,Location,malawi,0.256135
7025,IPAddress,5.2.5.2,0.958279
7025,IPAddress,5.2.6.1,0.422917
7025,Location,malawi,0.369296
7026,IPAddress,5.2.7.1,0.978348
7028,Company,escom,0.963296
7028,IPAddress,5.2.8.1,0.572426
7035,IPAddress,6.2.1.1,0.963296
7035,Quantity,7 5%,0.841526
7036,IPAddress,6.2.2.1,0.954265
7036,Quantity,6.3 kg,0.580437
7036,Quantity,1 2.5 kg,0.521802
7036,Location,malawi,0.456726
7036,Location,africa,0.170305
7038,IPAddress,6.2.3.1,0.978348
7040,IPAddress,6.2.4.1,0.978348
7042,IPAddress,6.2.5.1,0.978348
7044,IPAddress,7.2.1.1,0.958279
7044,Location,malawi,0.567936
7044,HealthCondition,malnutrition,0.305181
7046,IPAddress,7.2.3.2,0.963296
7046,IPAddress,7.2.4.1,0.626212
7047,IPAddress,8.2.1.1,0.978348
7048,IPAddress,8.2.5.1,0.978348
7049,Location,malawi,0.978348
7050,IPAddress,9.2.1.1,0.958279
7050,Organization,national statistical office,0.854
7050,Quantity,1 2 percent,0.803869
7053,IPAddress,9.2.4.1,0.963296
7053,Quantity,8 0 percent,0.901988
7054,Quantity,9 0 percent,0.978348
7055,IPAddress,9.2.5.1,0.978348
7057,IPAddress,9.2.5.2,0.954265
7057,IPAddress,9.2.6.1,0.414137
7057,Organization,national sample survey of agriculture assn,0.3175
7057,Quantity,0.5 hectare,0.12992
7057,Location,malawi,0.100078
7059,IPAddress,9.2.7.1,0.963296
7059,Location,malawi,0.491049
7060,Location,malawi,0.978348
7061,IPAddress,9.2.8.1,0.958279
7061,Quantity,9 3 percent,0.650895
7061,Location,malawi,0.404672
7068,IPAddress,0.2.3.1,0.963296
7068,Location,peri,0.500415
7069,Quantity,10 0 ml,0.958279
7069,Quantity,three quarters,0.744705
7069,Location,malawi,0.1558
7070,Location,malawi,0.978348
7072,IPAddress,0.2.5.1,0.978348
7073,Person,bush,0.978348
7075,IPAddress,0.2.8.1,0.978348
7077,IPAddress,0.2.8.2,0.958279
7077,IPAddress,0.2.9.1,0.714554
7077,IPAddress,0.2.9.2,0.464764
7078,Location,malawi,0.9999
7085,Organization,government,0.963296
7085,Organization,gram sabha,0.789884
7087,Organization,state government,0.978348
7089,Organization,national advisory council,0.963296
7089,Organization,state agricultural universities,0.681816
7090,Organization,nmsa,0.978348
7092,Organization,icar,0.978348
7093,Organization,national advisory committee nac,0.963296
7093,Organization,nmsa,0.951128
7095,Organization,project sanctioning committee psc,0.950981
7095,Organization,indian council of agriculture research,0.825542
7095,Organization,department of land resources,0.784994
7095,Organization,ministry water resources mowr,0.747975
7095,Organization,ministry of tribal affairs,0.716435
7095,Organization,"ministry of environment & forests moef, dept",0.67024
7095,Organization,nmsa,0.607576
7095,Organization,icar,0.55115
7095,Organization,cps,0.512156
7095,Organization,dac,0.167224
7095,Organization,inn division of dac,0.01723
7096,Organization,standing technical committee,0.950981
7096,Organization,project sanctioning committee and national advisory committee of nmsa,0.68113
7096,Company,crida,0.62466
7096,Organization,icar research,0.595315
7096,Location,sari delhi,0.575178
7096,Organization,icar,0.415888
7096,Location,patna,0.357608
7096,Organization,stc,0.246216
7096,Organization,va,0.141706
7096,Quantity,three months,0.098255
7096,Location,st,0.088613
7097,Organization,climate change cell ccc,0.958279
7097,Organization,dac,0.535008
7097,Location,india,0.254889
7098,Organization,department of agriculture & cooperation,0.95577
7098,Organization,dac,0.637997
7098,Organization,tsu,0.304206
7098,Location,india,0.288324
7099,Organization,national centre of organic farming ncof,0.978348
7100,Organization,central fertilizer quality control & training institute,0.978348
7101,Organization,national committee on viticulture,0.978348
7103,Organization,sstc,0.954934
7103,Organization,state level committee of mini,0.921619
7103,Organization,nodal department,0.863261
7103,Organization,state agricultural university,0.69049
7103,Organization,nmsa,0.661105
7103,Organization,sec,0.45516
7103,Company,sst,0.169835
7103,Organization,va,0.11921
7103,Quantity,three months,0.042671
7104,Quantity,2 5%,0.978348
7105,Quantity,three years,0.978348
7108,Organization,national mission on oilseed & oil palm nmoop,0.958279
7108,Organization,nmsa,0.487915
7108,Organization,national mission for agriculture extension & technology,0.428185
7112,Quantity,twenty five 2 5%,0.958279
7112,Location,north eastern,0.301293
7112,GeographicFeature,himalayan,0.221319
7113,Quantity,2 5%,0.978348
7114,Organization,viii implementing agency,0.978348
7115,Organization,national food security mission nfsm,0.963296
7115,Organization,national mission on oilseed & oil palm nmoop,0.862822
7118,Facility,state agricultural universities,0.954265
7118,Organization,saus,0.935779
7118,Person,kendra kvks,0.909884
7118,Organization,indian council,0.89494
7118,Organization,state government,0.488428
7119,Location,para,0.978348
7120,Organization,nicra,0.978348
7121,Quantity,7 years,0.978348
7122,Quantity,5 0%,0.963296
7122,Organization,state government,0.746056
7125,Organization,national advisory council,0.963296
7125,Organization,national committee,0.240453
7126,Company,national level,0.958279
7126,Organization,nmsa,0.657004
7126,Organization,state government,0.199867
7127,Organization,department of agriculture & cooperation,0.958279
7127,Organization,ministry of agriculture,0.431219
7127,Quantity,three months,0.202198
7129,Organization,respective villa panchayati raj,0.978348
7131,Organization,nmsa,0.978348
7132,Organization,department of agriculture & cooperation,0.963296
7132,Location,india,0.303745
7133,Organization,nodal department,0.978348
7136,Quantity,5 0%,0.95577
7136,Quantity,3 0%,0.740547
7136,Quantity,1 6%,0.611538
7136,Quantity,8%,0.593785
7138,Company,nmsa,0.978348
7142,Organization,nmsa,0.9999
7143,Quantity,5 0%,0.978348
7146,Quantity,5 0%,0.963296
7146,Quantity,one year,0.245747
7149,Quantity,5 0%,0.978348
7152,Quantity,5 0%,0.963296
7152,Quantity,3 0%,0.459149
7153,Person,aomntf amrgroup,0.95577
7153,Quantity,3 0%,0.837629
7153,Organization,nmsa,0.528787
7153,Organization,wua,0.006754
7154,Quantity,5 0%,0.963296
7154,Organization,central ground water board,0.091112
7155,Organization,panchayat government,0.978348
7158,Quantity,5 0%,0.978348
7159,Quantity,5 0%,0.978348
7163,Quantity,5 0%,0.963296
7163,Quantity,9 0%,0.59086
7165,Quantity,5 0%,0.963296
7165,Quantity,10 0%,0.508792
7169,Quantity,5 0%,0.963296
7169,Quantity,10 0%,0.727875
7170,Quantity,5 0%,0.963296
7170,Quantity,10 0%,0.727017
7172,Quantity,5 0%,0.978348
7173,Quantity,5 0%,0.978348
7174,Organization,sfac,0.95577
7174,Organization,dac,0.53125
7174,Organization,ministry of agriculture,0.418222
7174,Quantity,2%,0.341283
7176,Quantity,3 5%,0.963296
7176,Quantity,2 5%,0.574259
7177,Quantity,5 0%,0.963296
7177,Quantity,3 5%,0.587695
7180,Quantity,5 0%,0.963296
7180,Quantity,3 5%,0.573632
7183,Quantity,3 5%,0.963296
7183,Quantity,2 5%,0.544257
7186,Quantity,3 days,0.978348
7193,Organization,national mission on sustainable agriculture nmsa,0.958279
7193,Organization,state standing technical committee,0.849794
7193,Organization,sec,0.248971
7195,Quantity,two years,0.978348
7197,Quantity,three years,0.978348
7202,Organization,sec,0.978348
7203,Organization,sec,0.978348
7205,Organization,bis,0.978348
7206,Organization,sec,0.978348
7209,Company,soil health management,0.978348
7210,Organization,mission for sustainable agriculture nmsa,0.978348
7213,Facility,cluster latitude & longitude total area,0.978348
7214,Location,poly,0.978348
7215,Organization,"national, state & district level national mission for sustainable agriculture",0.958279
7215,Company,national level 8,0.769525
7215,Organization,nmsa,0.697493
7217,Organization,project sanctioning committee and national advisory committee of nmsa,0.978348
7218,Organization,nmsa,0.978348
7219,Organization,nmsa,0.978348
7228,Organization,nodal department,0.978348
7230,Organization,icar,0.978348
7237,Location,kiev,0.978348
7242,Organization,panchayati raj,0.978348
7246,Organization,district level committee of nmsa,0.978348
7247,Quantity,5 years,0.978348
7248,Quantity,1 0 years,0.978348
7250,Quantity,1 0 years,0.958279
7250,Quantity,5 years,0.234997
7250,Location,india,0.057665
7254,Organization,inn division of department of agriculture & cooperation,0.978348
7264,IPAddress,2.1.9.1,0.978348
7265,IPAddress,2.1.9.6,0.963296
7265,Organization,rm division,0.043201
7268,Facility,fco,0.978348
7272,Organization,inn division of department of agriculture & cooperation,0.952545
7272,Company,ncof,0.3853
7272,Company,cfqti,0.354631
7272,Location,india,0.29062
7272,Organization,icar,0.270727
7272,Organization,rm and crops division,0.250593
7272,Company,ifs,0.178815
7273,Organization,national advisory committee,0.978348
7276,Quantity,3%,0.954265
7276,Company,national level viz,0.856658
7276,Organization,dac,0.460963
7276,Quantity,5%,0.446252
7276,Organization,tsu,0.420746
7277,Organization,state standing technical committee,0.95577
7277,Facility,state mission for sustainable agriculture samosa state level committee,0.861809
7277,Organization,inn division,0.681554
7277,Organization,state government,0.15701
7278,Organization,department of agriculture & cooperation,0.958279
7278,Organization,ministry of agriculture,0.431219
7278,Quantity,three months,0.202198
7281,Organization,national mission for sustainable agriculture nmsa,0.978348
7282,Quantity,five year,0.978348
7285,Quantity,five year,0.978348
7288,Quantity,one day,0.978348
7289,Organization,icar,0.963296
7289,Organization,inn division,0.677099
7292,Organization,icar,0.978348
7297,Location,bhopal,0.963296
7297,Quantity,five year,0.088675
7298,Organization,national informatics,0.963296
7298,Organization,central state government,0.680374
7300,Organization,icar,0.963296
7300,Location,new delhi,0.115833
7301,Quantity,five year,0.978348
7302,Quantity,5 0%,0.978348
7304,Organization,central government,0.978348
7306,Quantity,five year,0.958279
7306,Person,sharif,0.459716
7306,TwitterHandle,@,0.078617
7310,Quantity,four week,0.978348
7311,Quantity,two week,0.978348
7312,Quantity,two week,0.978348
7313,Quantity,one week,0.978348
7314,Quantity,five week,0.978348
7315,Quantity,two days,0.978348
7316,Quantity,one days,0.978348
7317,Quantity,1 0%,0.958279
7317,Organization,national centre of organic farming,0.912922
7317,Company,nco,0.421894
7318,Organization,ncof,0.953262
7318,Organization,dac,0.662609
7318,Organization,icar,0.574016
7318,Quantity,3 years,0.326731
7318,Location,india,0.211595
7318,Location,nuremberg,0.095344
7319,IPAddress,2.2.2.1,0.95577
7319,Quantity,one month,0.663228
7319,Organization,ncof,0.024541
7319,Location,ghaziabad,0.005117
7320,IPAddress,2.2.2.2,0.963296
7320,Quantity,1 0 days,0.118028
7321,IPAddress,2.2.2.3,0.963296
7321,Quantity,five days,0.408201
7322,IPAddress,2.2.2.4,0.958279
7322,Location,india,0.300422
7322,Quantity,two days,0.03998
7323,Quantity,10 0%,0.958279
7323,Quantity,3 3%,0.543058
7323,TwitterHandle,@,0.153865
7324,Quantity,10 0%,0.95577
7324,Quantity,2 5%,0.436372
7324,Location,lithuania,0.379786
7324,TwitterHandle,@,0.121497
7325,Company,boll,0.978348
7326,Company,boll,0.963296
7326,TwitterHandle,@,0.319216
7330,Organization,saus,0.978348
7331,Quantity,5 0 %,0.963296
7331,TwitterHandle,@,0.305092
7332,Quantity,3 year,0.978348
7334,Location,india,0.9999
7335,Quantity,6 0%,0.958279
7335,Quantity,4 0%,0.887367
7335,Organization,national mission for sustainable agriculture nmsa,0.499878
7336,Location,india,0.963296
7336,Organization,nac,0.340192
7337,Quantity,1 0 days,0.978348
7338,Quantity,two days,0.978348
7339,Quantity,five year,0.978348
7342,Organization,establishment slusi,0.978348
7346,Company,databank,0.978348
7348,Quantity,7 5%,0.978348
7349,Quantity,7 5%,0.978348
7352,Quantity,10 0%,0.978348
7357,Organization,horticulture department,0.978348
7358,Quantity,5 0%,0.978348
7361,Company,shgs etc.,0.978348
7363,Location,india,0.978348
7364,Organization,national centre for organic farming nco,0.978348
7366,Organization,central fertilizer quality control & training institute,0.978348
7376,Quantity,two days,0.963296
7376,TwitterHandle,@,0.253492
7377,TwitterHandle,@,0.978348
7388,Quantity,"5 0,00 0 liters",0.978348
7392,MusicGroup,total,0.978348
7396,Organization,pias,0.978348
7404,Organization,ministry of rural development,0.978348
7406,Organization,national rainfed area authority,0.95577
7406,Organization,slnas,0.666818
7406,Organization,nra,0.552191
7406,Location,india,0.096347
7407,Organization,nraa,0.978348
7408,Organization,department for managing and implementing watershed development projects,0.978348
7410,Organization,department  ministry,0.978348
7411,Location,dc,0.963296
7411,Organization,slna department  mission  society,0.111392
7412,Organization,slna,0.993399
7412,Organization,central government,0.09097
7413,Organization,concerned department,0.963296
7413,Quantity,three years,0.240338
7414,Organization,slna,0.978348
7418,Organization,district level committee,0.958279
7418,Organization,nodal ministry,0.069289
7418,Organization,nra,0.02661
7419,Company,slna,0.978348
7421,Organization,cdc,0.978348
7423,Company,slna,0.963296
7423,Organization,cdc,0.605887
7424,Organization,wcdcs,0.963296
7424,Location,india,0.219468
7425,Organization,dpc,0.9999
7426,Organization,wcdc,0.978348
7430,Quantity,5 years,0.958279
7430,Quantity,3 years,0.855264
7430,Quantity,three years,0.323359
7433,Organization,pias,0.958279
7433,Organization,wcdcs district level committee,0.83695
7433,Organization,slna,0.178434
7434,Company,wdt,0.963296
7434,Organization,wdt,0.364101
7435,Organization,project implementing agency,0.978348
7436,Organization,pia,0.978348
7437,Organization,pia,0.963296
7437,Organization,wdt,0.315324
7438,Organization,slna,0.958279
7438,Organization,cdc,0.579565
7438,Organization,wdt,0.351024
7440,Organization,watershed committee,0.978348
7441,Organization,watershed committee,0.963296
7441,Organization,shgs,0.641307
7442,Organization,watershed committee,0.978348
7443,Organization,watershed committee,0.978348
7445,Company,wdt,0.978348
7446,Organization,dpr,0.9999
7447,Organization,dpr,0.978348
7448,Organization,dpr,0.9999
7449,Organization,project implementing agency,0.95577
7449,Organization,dpr,0.911932
7449,Organization,gram sabha,0.455732
7449,Organization,wcdc,0.013137
7450,Organization,district level committee,0.978348
7453,Organization,dpr,0.978348
7455,Organization,veterinary services for livestock,0.958279
7455,Location,pondstanks,0.649448
7455,Facility,farm ponds,0.440256
7457,Organization,watershed development fund,0.958279
7457,Organization,pia,0.603252
7457,Organization,nodal ministry  department,0.451068
7460,Organization,slna,0.978348
7460,Organization,nodal ministry,0.751645
7463,Organization,slna,0.968313
7463,Company,micro enterprises,0.252052
7463,Organization,cdc,0.097875
7463,Organization,dpr,0.072085
7463,Organization,epa,0.053039
7463,Organization,pia,0.001214
7464,Organization,gram sabha,0.978348
7465,Quantity,1 0 %,0.958279
7465,Quantity,5 %,0.820395
7465,Organization,watershed committee,0.446966
7466,Quantity,2 0 percent,0.968313
7466,Quantity,1 0 percent,0.904608
7466,Organization,scst,0.635507
7467,TwitterHandle,@rs,0.978348
7470,Organization,watershed committee,0.963296
7470,Organization,wdf,0.529374
7470,Organization,gram sabha,0.244492
7470,Organization,shg,0.046215
7472,Quantity,5 0%,0.978348
7474,Quantity,three months,0.963296
7474,Organization,cdc,0.888754
7475,Organization,central government,0.958279
7475,Organization,dpr,0.856968
7475,Quantity,two years,0.510508
7476,Organization,slna,0.958279
7476,Organization,nraa,0.852541
7476,Organization,nra,0.852269
7477,Organization,central research institute for dry land areas crida,0.963296
7477,Organization,national state district,0.132861
7478,Organization,nra,0.978348
7478,Organization,slna,0.241183
7479,Organization,slna,0.966306
7479,Organization,nra,0.458086
7479,Organization,national state district,0.450551
7479,Organization,icar,0.349881
7479,Organization,cdc,0.28902
7481,Organization,cdc,0.978348
7481,Organization,slna,0.931214
7486,Organization,wdtwc,0.963296
7486,Organization,wcdc,0.461292
7490,Organization,"ministry of agriculture, ministry of for the semi",0.958279
7490,Organization,technical committee,0.899397
7490,Organization,department of land resources,0.852711
7492,Quantity,32 9 million hectare,0.958279
7492,Organization,mha,0.542704
7492,Location,india,0.447692
7494,Location,india,0.963296
7494,Person,mahatma gandhi,0.57776
7496,Quantity,10 0 gw,0.978348
7497,Quantity,2.2%,0.963296
7497,Location,india,0.787475
7498,Quantity,430 0 mw,0.978348
7499,Quantity,6 0.8%,0.958279
7499,Location,indias,0.658616
7499,Location,india,0.293008
7500,Organization,national smart grid mission,0.978348
7502,Organization,bureau of energy efficiency bee,0.978348
7503,Location,india,0.978348
7504,Quantity,3 7%,0.95577
7504,Quantity,7.8%,0.813822
7504,Location,india,0.27659
7504,Quantity,10 0 billion kilowatt hours,0.131009
7505,Quantity,2 5%,0.958279
7505,Quantity,3 0%,0.914735
7505,Location,india,0.817671
7507,Location,india,0.963296
7507,Person,graham,0.086336
7509,Quantity,5%,0.963296
7509,Location,india,0.003806
7510,Location,india,0.9999
7511,Organization,natal mission for rejuvenation and urban transformation amrut,0.963296
7511,Location,india,0.269354
7512,Location,india,0.978348
7513,Organization,government,0.978348
7514,Location,india,0.978348
7515,Location,india,0.978348
7516,Quantity,3 million tonnes,0.958279
7516,Quantity,3 6%,0.392579
7516,Quantity,4 5 %,0.359172
7517,Organization,inland waterways transport,0.963296
7517,Organization,government,0.392126
7519,Person,bharatmala,0.963296
7519,Quantity,"5,00 0 km",0.694305
7522,Quantity,"14 0,00 0 km",0.958279
7522,Quantity,1%,0.557611
7522,Location,india,0.534619
7524,Organization,national electric mobility mission,0.963296
7524,Location,india,0.477151
7525,Quantity,5%,0.963296
7525,Location,india,0.466381
7526,Location,india,0.958279
7526,Quantity,2 3.4%,0.575308
7526,Quantity,2 4%,0.408832
7527,Quantity,5%,0.95577
7527,Quantity,"6,62 1.5 million tons",0.768972
7527,Location,india,0.644411
7527,Quantity,"6,94 1 million tonnes",0.341383
7528,Location,forestnon,0.95577
7528,Quantity,10 0 million tonnes,0.796076
7528,Location,india,0.164875
7528,Company,ems,0.128769
7533,Location,india,0.9999
7534,Organization,swash bharat mission,0.963296
7534,Location,india,0.331982
7535,Quantity,2%,0.978348
7536,Location,india,0.9999
7537,Quantity,5 year,0.978348
7538,Location,india,0.978348
7539,Location,india,0.978348
7540,Company,sid small industry development bank,0.958279
7540,Location,india,0.30385
7540,Quantity,"3 0,00 0 tonnes",0.232165
7541,Location,india,0.978348
7542,Location,india,0.978348
7544,Location,india,0.9999
7546,Location,himalayan,0.978348
7547,Location,india,0.963296
7547,Quantity,1.4 5%,0.35149
7548,Quantity,2.8 2%,0.958279
7548,Quantity,8 0%,0.273685
7548,Location,india,0.006169
7549,Quantity,6 0%,0.95577
7549,Quantity,4 0%,0.892082
7549,Location,india,0.883433
7549,Quantity,10 0 million tonnes,0.37589
7550,Location,india,0.978348
7551,Location,india,0.978348
7552,Organization,national initiative on climate resilient agriculture,0.958279
7552,Organization,nicra,0.929663
7552,Location,india,0.535509
7553,Quantity,25 2.8 million hectare,0.958279
7553,Quantity,7 5%,0.8672
7553,Location,india,0.475938
7554,Company,indias national water,0.963296
7554,Quantity,2 0%,0.014626
7555,Location,delhi,0.963296
7555,Quantity,20 0 yards,0.88
7557,Organization,national mission for clean gangs,0.963296
7557,Quantity,"2,50 0 km",0.683624
7559,HealthCondition,dengue,0.958279
7559,HealthCondition,malaria,0.871814
7559,Location,india,0.555928
7560,Location,india,0.968313
7560,HealthCondition,malaria,0.695232
7560,HealthCondition,dengue,0.64685
7561,Quantity,751 7 km,0.95577
7561,Quantity,1 4.2%,0.745779
7561,Location,india,0.678987
7561,Location,indias,0.496975
7567,Quantity,8 5%,0.95577
7567,Quantity,4 5.6 4 million hectares,0.649912
7567,Location,indias,0.64912
7567,Location,india,0.124649
7569,Organization,national disaster relief fund,0.963296
7569,Location,india,0.731414
7570,Quantity,2.4%,0.954265
7570,Quantity,8%,0.890511
7570,Location,india,0.565389
7570,Quantity,42 7 3.3 4%,0.25835
7570,Quantity,69 0 5.0 7%,0.123482
7571,GeographicFeature,himalayan,0.963296
7571,GeographicFeature,himalayas,0.254366
7572,GeographicFeature,himalayan,0.958279
7572,Location,himalayan,0.793051
7572,GeographicFeature,himalayan ecosystem,0.10035
7573,GeographicFeature,himalayan,0.978348
7575,Company,federated,0.978348
7577,Company,inc ca indian network,0.963296
7577,Location,india,0.6544
7578,Quantity,2.5%,0.963296
7578,Location,india,0.589087
7579,Location,india,0.978348
7581,Location,india,0.978348
7582,Location,india,0.968313
7582,Organization,national clean environment fund,0.726946
7582,TwitterHandle,@,0.40654
7583,Location,india,0.978348
7585,Quantity,7.5 %,0.963296
7585,Location,india,0.122596
7587,Location,india,0.978348
7589,Location,india,0.978348
7591,Quantity,4 0 percent,0.963296
7591,Organization,green climate fund,0.061519
7592,Quantity,3 billion tonnes,0.978348
7593,GeographicFeature,himalayan,0.978348
7595,Location,india,0.978348
7596,Location,india,0.978348
7597,Location,india,0.978348
7598,Location,india,0.978348
7599,Location,india,0.978348
7601,Location,indias,0.978348
7602,Location,ind,0.978348
7604,Location,india,0.978348
7604,Location,south asia,0.522795
7604,Quantity,1.8%,0.148108
7605,Location,india,0.978348
7606,Location,india,0.978348
7606,Location,indias,0.840056
7607,Location,india,0.978348
7610,Quantity,3%,0.963296
7610,Location,india,0.615213
7611,Location,india,0.978348
7611,Organization,government,0.529371
7613,Location,india,0.988382
7613,Location,indias,0.784428
7613,Quantity,3 5 %,0.768142
7614,Company,indias development,0.978348
7615,Person,prime minister shri arena modi,0.963296
7615,Location,india,0.300428
7616,Facility,koch airport,0.978348
7618,Organization,national smart grid mission launched for efficient transmission & distribution network,0.978348
7619,Quantity,1 0%,0.978348
7620,Location,india,0.978348
7621,Organization,swash bharat mission clean india mission,0.978348
7622,Location,india,0.978348
7623,Quantity,"14 0,00 0 km",0.978348
7624,Location,india,0.978348
7626,Quantity,10 0%,0.978348
7627,Quantity,5%,0.978348
7630,Organization,national bureau of water use efficiency nbwue,0.978348
7637,Location,india,0.978348
7637,Organization,united nations,0.575815
7638,Location,indias,0.978348
7640,Quantity,2.4%,0.954265
7640,Quantity,3 0%,0.945214
7640,Quantity,1 7.5%,0.843906
7640,Quantity,2 4%,0.628436
7640,Location,india,0.374734
7641,Quantity,0.6 tonnes,0.963296
7641,Location,india,0.391382
7642,Location,india,0.978348
7643,Location,india,0.978348
7644,Quantity,3 0%,0.958279
7644,Quantity,4.9%,0.721505
7644,Quantity,1 5 years,0.625583
7645,Location,india,0.978348
7646,Location,indias,0.963296
7646,Location,india,0.421184
7647,Location,india,0.978348
7651,Quantity,2 02 5%,0.958279
7651,Location,india,0.484117
7651,Quantity,1 2%,0.461626
7652,Location,india,0.978348
7653,Organization,government,0.978348
7655,Location,india,0.978348
7656,Quantity,2%,0.952545
7656,Quantity,1 3%,0.934999
7656,Quantity,3 6 gw,0.928753
7656,Organization,global solar alliance,0.678205
7656,Location,india,0.45589
7656,Quantity,2 3.7 66 5.2%,0.386349
7656,Quantity,10 0 gw,0.163244
7657,Quantity,1 8%,0.963296
7657,Quantity,7 0%,0.851483
7658,Quantity,2 5 mw,0.978348
7659,Quantity,10 0 days,0.958279
7659,Quantity,1 5 days,0.818163
7659,Person,xvi,0.034295
7661,Quantity,1 0%,0.978348
7673,Quantity,six months,0.958279
7673,Organization,ministry of rural development,0.702713
7673,Location,india,0.658392
7674,Organization,segf,0.968313
7674,Company,segf,0.782438
7674,Organization,establishment of state employment guarantee,0.5334
7674,Organization,pias,0.318122
7674,Organization,ministry of rural development,0.14349
7674,Organization,central government,0.109881
7675,Company,segf,0.963296
7675,Organization,central government,0.046834
7679,Organization,segf,0.95577
7679,Organization,ministry and state government,0.877921
7679,Organization,oft,0.461628
7679,Quantity,six months,0.303559
7680,Company,segf,0.978348
7680,Quantity,6 0%,0.4373
7681,Facility,mahatma gandhi national rural employment,0.978348
7682,Quantity,10 0 days,0.963296
7682,Location,india,0.519125
7683,Quantity,hundred percent,0.978348
7684,Quantity,5 0%,0.958279
7684,Quantity,six months,0.458712
7684,Quantity,6 0%,0.312563
7685,Organization,dpc  fund,0.978348
7686,Quantity,6%,0.9999
7687,Quantity,6%,0.978348
7689,Organization,pris and village monitoring committee,0.978348
7690,Organization,ministry of rural development,0.963296
7690,Person,kendra,0.86172
7692,Organization,central government,0.978348
7692,Organization,parliament,0.19469
7693,Organization,ministry of rural development,0.958279
7693,Organization,gram sabha,0.743412
7693,Organization,parliament,0.565227
7694,Organization,ministry of rural development,0.978348
7696,Quantity,1 5 days,0.978348
7697,Quantity,three months,0.978348
7698,Quantity,1 5 days,0.963296
7698,Quantity,one month,0.23312
7698,Organization,sec,0.034006
7698,Quantity,3 0 days,0.005681
7700,Organization,elms central team,0.963296
7700,Person,gist,0.609085
7702,Person,prim facie,0.978348
7705,Quantity,four weeks,0.978348
7706,Organization,state government,0.963296
7706,Quantity,three weeks,0.724424
7707,Quantity,one month,0.978348
7710,Organization,ministry of rural development,0.978348
7712,Organization,segf,0.963296
7712,Location,ca,0.528629
7714,Organization,dpc,0.958279
7714,Person,heshe,0.58726
7714,Location,ca,0.481379
7715,Company,office of c&ag,0.958279
7715,Organization,c,0.851109
7715,Quantity,6 %,0.400527
7716,Quantity,1 5 days,0.968313
7716,Location,ca,0.410355
7716,Organization,dpc,0.091647
7717,Quantity,7 5%,0.952545
7717,Person,viii,0.444793
7717,Organization,central employment guarantee council,0.188373
7717,Organization,cegc,0.176809
7717,Organization,central government,0.065645
7717,Organization,parliament,0.047436
7717,Organization,sec,0.029447
7718,Organization,state government,0.978348
7719,Facility,mahatma gandhi national rural,0.978348
7721,Organization,sac,0.960286
7721,Organization,dpc,0.841837
7721,Organization,dpcs,0.775102
7721,Location,ca,0.529638
7721,Person,viii,0.140266
7722,Quantity,2 years,0.978348
7723,Organization,dpc,0.978348
7724,Location,india,0.978348
7725,Organization,grantee institution,0.963296
7725,Organization,internal audit of the principal accounts office of the ministry,0.375706
7726,Quantity,six months,0.978348
7730,Quantity,1 5 years,0.978348
7733,Quantity,six months,0.978348
7734,Organization,gram sabha,0.978348
7735,Quantity,1 5 days,0.963296
7735,Organization,gram sabha,0.698623
7736,Organization,social audit unit,0.958279
7736,Organization,gram sabha,0.758743
7736,Organization,panchayat office,0.010035
7737,Organization,gram sabha,0.978348
7740,Organization,gram sabha,0.978348
7744,Organization,gram sabha,0.963296
7744,Quantity,seven days,0.04564
7746,Organization,gram sabha,0.978348
7747,Organization,employment guarantee council,0.978348
7748,Company,viii,0.963296
7748,Quantity,fifteen days,0.210674
7750,Organization,employment guarantee council,0.958279
7750,Organization,segc state employment guarantee council,0.852884
7750,Organization,legislature,0.070019
7751,Organization,central government,0.9999
7752,Organization,central employment guarantee council,0.958279
7752,Organization,cegc central employment guarantee council,0.838519
7752,Organization,parliament,0.013006
7755,Organization,central government,0.958279
7755,Organization,legislature,0.709571
7755,Location,india,0.700985
7756,Location,india,0.978348
7757,Location,india,0.978348
7758,Organization,ministry of rural development,0.958279
7758,Organization,cca,0.865262
7758,Location,india,0.344811
7761,Organization,employment guarantee council,0.954265
7761,Organization,vigilance and monitoring committee,0.429698
7761,Organization,gram sabha,0.348573
7761,Quantity,6 months,0.133512
7761,Quantity,one year,0.124735
7763,Organization,national rural livelihood mission,0.952545
7763,Person,mahatma gandhi,0.837206
7763,Company,nv,0.388546
7763,Person,rojas sahayak,0.295601
7763,Organization,intermediate panchayat level programme,0.265505
7763,Location,manila,0.245887
7763,Person,viii,0.183326
7764,Person,mahatma gandhi nrega,0.978348
7766,Person,mahatma gandhi,0.963296
7766,Quantity,three days,0.498366
7767,Organization,state employment guarantee council,0.978348
7773,Organization,gram panchayat,0.978348
7776,Person,mahatma gandhi,0.978348
7777,Organization,central employment guarantee council,0.963296
7777,Organization,central government,0.042915
7778,Organization,state legislature,0.978348
7785,Location,india,0.978348
7787,Organization,dpc,0.978348
7792,Quantity,seven days,0.978348
7793,Quantity,7 days,0.978348
7794,Organization,office of ombudsman,0.978348
