label,sentences,class
559,"8.2 from any other causes 8.3 could the project be affected by natural disasters causing environmental damage e.g., floods, earthquakes, landslides, cloudburst etc? ",1.0
560,"earthquakes, subsidence, landslides, erosion, flooding or extreme or adverse climatic conditions ",1.0
561,"gold, killed for their ivory should be replaced by the image of elephants living freely in the wild. ",1.0
562,1 5. activities that cause stress and strong possibility of injury to elephants and human beings should be banned. ,1.0
563,"information as on claims for loss of life, crops or property, loss of lives of people or elephants, numbers captured or killed be maintained. ",1.0
564,visit no. of fresh dung piles to be selected and marked 8 1 6.4.200 5   final recording of observations present  absent  ,1.0
565,ii. a wide wooden peg with numbers written on top with indelible paint. ,1.0
566," the dung piles should not be selected too close to water holes, rivers or reservoirs where they can be easily washed away. ",1.0
567,"the stress, suffering and loss are all too real. it is tragic for elephants as well as humans are both victims in the conflict. both are victims of victims. ",1.0
568, strengthening of measures for protection of wild elephants from poachers and unnatural causes of death. ,1.0
569,all these estimates were based on the direct total count arrived at by averaging figures of three counts taken at an interval of 1 0 days at the level of the forest beat. ,1.0
570,deduce any reliable inference in detecting population changes at any level. ,1.0
571,chapori a small patch of forest during the day and raid crops at night. ,1.0
572,20 0 sqkm2 but has an elephant population that impacts through hec an area that is in excess of 300 0 km2. ,1.0
573," effective rainfall management like field bunding, contour bundingtrenching, staggered trenching, land levelling, mulching etc. ",1.0
574,"h ""marble"" means crystalline metamorphosed calcareous or dolomitic rocks and serpentine rock types which are   ",1.0
575,b in the case of forest maps the area should be marked on the map showing the range and felling series. ,1.0
576,6. status of grant on death of the applicant 3 for reconnaissance permit 7. conditions of a reconnaissance permit 3 ,1.0
577,"__________________________________________________________________ 1. inserted by g.s.r. 5 6 e, dated 1 7.1.200 0. ",1.0
578,"_________________________________________________________________ 1. inserted by g.s.r.59 3e, dated 2 6.7.201 2. ",1.0
579,"_______________________________________________________________ 1. inserted by g.s.r. 5 6 e, dated 1 7.1.200 0. ",1.0
580,"__________________________________________________________________ 1. inserted by g.s.r. 32 9 e, dated 1 0.4.200 3. ",1.0
581,"__________________________________________________________________ 1.inserted by g.s.r. 74 3 e, dated 2 5.9.200 0. ",1.0
582,"__________________________________________________________________ 1.inserted by g.s.r. 5 6 e, dated 1 7.1.200 0. ",1.0
583,"______________________________________________________________________________ 1. inserted by g.s.r.no. 74 3 e, dated 2 5.9.200 0. ",1.0
584,"in the case of forest maps, the area should be marked on the map showing the range and felling series. ",1.0
585, received the application with the following enclosures for a signature and designation 1. inserted by g.s.r. 5 6dated 1 7.1.200 0. ,1.0
586,1 1. bore hole pit number and its location a reduced levels at the collar of the boreholepit. __________________inclination and bearing of the hole __________________altitude of the formation ___________________ ,1.0
587,3 9. control of surface subsidence.  stoping in underground mines shall be so carried out as to keep surface subsidence under control. ,1.0
588,i date of abandonment _______________________________ ii reasons for abandonment _______________________________ ,1.0
589,bhu rajsva sanhita eng not exceeding 2[one thousand rupees] for each day during which such contravention is persisted in. ,1.0
590,"panchayat or where a gram panchayat has not been cons ti tuted, the tahsildar shall dispose of chi tech in the abadi area. ",1.0
591,provided also that no woman shall be arrested or detained under this sub ,1.0
592,"bhu rajsva sanhita eng [1 b the tahsildar shall on coming to know that a bhumiswami has been dispossessed of his land otherwise than in due course of law, sou mot start proceedings under this section.] ",1.0
593,provided also that no woman shall be arrested or detained under this section. ,1.0
594,5 the offence under this section shall be cognizable and non bail able.] ,1.0
595,9 5. area and assessment of plot numbers and sub divisions to be entered in records. ,1.0
596,9 5. area and assessment of plot numbers and sub divisions to be entered in records .  the area and assessment of plot number and sub divisions of plot numbers shall be entered in such records as may be prescribed. ,1.0
597,12 4. construction of boundary marks of vil lages and survey numbers or plot numbers. ,1.0
598,"12 5. disputes regarding boundaries between vil lages, survey numbers and plot numbers. ",1.0
599,bhu rajsva sanhita eng 12 4. construction of boundary marks of vil lages and survey numbers or plot numbers . 1 boundaries of alvilages shall beixed and demarcated by permanent boundary marks. ,1.0
600,"14 2. patel , patwari , gram sabha or gram panchayat bound to give receipt . ",1.0
601,[provided further that any land of a holding of a bhumiswami belonging to a member of a tr be which has been declared to be an aboriginalr be under sub ,1.0
602,"section 2 1  suspension or cancellation of licence of weigher, sampler or grader  ",1.0
603,"1 3. licence lost, destroyed, torn, defaced or otherwise rendered illegible. ",1.0
604,1 5. trial of offences. no court inferior to that of a magistrate of the first class shall try any offence punishable under this act. ,1.0
605,[1 no court inferior to that of a magistrate of the first class shall try an offence punishable under this act. ,1.0
606,"2 a in case where it is not possible to fix a definite date for passing of the order, the case may be closed for orders after argument. ",1.0
607,civil court contesting the validity of the superintending engineer's order or making any claim whatsoever against the government by reason of such cancellation. ,1.0
608,the area and assessment of plot number and sub divisions of plot numbers shall be entered in such records as may be prescribed. ,1.0
609,all entries made under this chapter in the land records shall be presumed to be correct until the contrary is proved. ,1.0
610,[bb by attachment of holding on which arrear is due and letting the same under bbb by attachment of any other holding belonging to the defaulter which is used for the purposes of agriculture and letting the same under section 15 4 a;] ,1.0
611,"any function assigned to a gram sabha under this chapter shall be performed by the patel until a gram sabha is duly constituted under section 23 2. for the words ""five thousand"". ",1.0
612,section 11 42 and the prescription of entries which it shall contain;] ,1.0
613,"act to prevent the introduction spread or re appearance of plant diseases, pests, parasites and noxious weeds. ",1.0
614,"no court inferior to that of a magistrate of first class, shall try any offence punishable under this act. ",1.0
615,"c the water works shall, as far as possible, have its meters tested and calibrated once a year. ",1.0
616,ii on the average or the immediately preceding and succeeding reliable readings. ,1.0
617,engineer may subdivide it into plots not exceeding five acres and such plots shall be regarded as khasra numbers for purposes of remission. ,1.0
618,[warabandi] programme shall ordinarily be rejected if the area under complaint is  ,1.0
619,d marking of cultural land under possession of government in yellow color. ,1.0
620,overview  the term wildlife encompasses all uncultivated flora and undomesticated fauna. ,1.0
621,"deer, snakes, turtles and their eggs, monitor lizards, mongoose, jackals, pangolins, otters, several fish and marine invertebrates, butterflies, birds like pheasants, edible nest swift let and plants like orchids. ",1.0
622, decline in the number of tall trees preferred by vultures for nesting and roosting.,1.0
623," on preliminary assessment, 6 1 species of plants including 1 2 species of fungi and 1 4 species of insects have been identified as invasive having national distribution and 3 6 species having regional distribution.",1.0
624," identification and mapping of the coastal eco sensitive areas such as mangroves, corals, and turtle breeding areas.",1.0
625, restoration of degraded landscapes molecular markers for assessing evolutionary potential of populations species in ecosystems.,1.0
626,"3.1 habitat fragmentation, degradation and loss, and shrinking of genetic diversity 9",1.0
627,registration of essentially derived variety 2 3. registration of essentially derived variety. ,1.0
628,"the purpose of the middle level institutions is to provide a link between national and local level implementation of asds, technical support and coordination between ministries and stakeholders. in this connection, the following institutions will be strengthened  the inter ministerial coordination committee icc will be expanded to include all ministries that provide services to the agricultural sector. the icc will be composed of permanent secretaries of the collaborating ministries, and will be responsible for coordinating the planning of the strategy at the agricultural sector level and monitoring its implementation to ensure that its goals are achieved.",1.0
629,"to address these challenges, the government will implement the regional development policy, rationalize and restructure the authorities, and consolidate the regional development acts. emphasis will be on developing resource master plans and implementing integrated development programmes that create social and economic impact in the regions and nationally. more specifically, the following interventions will be implemented  implementing policy and institutional reforms to strengthen regional development planning  developing and conserving river banks, water bodies and catchments areas  developing community support and empowerment programmes  formulating and implementing integrated basin based development programmes.",1.0
630,"lack of a database and information to support regional development is another major constraint. this has contributed to lack of comprehensive planning by stakeholders in the regions. therefore, supporting information and records management in the subsector will provide the necessary data to support development planning and provide investment opportunities.",1.0
631,"to contribute to efforts to reduce poverty and increase income, the subsector will promote integrated community programmes that support empowerment ventures and reduce poverty in rural areas. to achieve this, partnerships, collaboration and linkages with other stakeholders will be forged in the use of devolved funds in rural areas.",3.0
632,secretariat. its terms of reference will include preparing technical guidelines for implementing the strategy and formulating interventions according to tefl budgetary process and the medium term plan.ascu has established thematic working groups that address key fast track areas of the strategy in consultation with relevant sector players and resource persons.,1.0
633,"the government shall also further reform and streamline agricultural institutions that provide services to farmers such as extension, training, research and regulatory services to ensure that they serve farmers efficiently and cost effectively. we shall also institute policy, legal and regulatory reforms so that individual farmers are encouraged to shift from subsistence to market oriented production, and to adopt greater use of modern farming practices while increasing integration of agriculture with other sectors in the national economy.",1.0
634,"the government has taken bold measures to combat corruption, promote good governance and instil a sense of financial discipline and prudent management of the economy. as a result, kenyas relations with development partners have improved dramatically in recent years. this has resulted in a major increase in external assistance, which has had a positive impact on the inflow of foreign investment and the delivery of services by the government.",1.0
635,"energy is one of the infrastructural enablers for agricultural growth. the level and intensity of commercial energy use in the agricultural sector is a key indicator of the degree of economic growth and development. to improve the energy supply, the agricultural sector ministries, in collaboration with the rural electrification authority, will develop a comprehensive rural electrification master plan to enhance agro industry.",1.0
636,"much of the current planning is as a result of years of centralized planning, which has been supported by the systems for accessing external support, mainly through the government ministries. the top down system is supported by human resources and other institutional arrangements.",1.0
637,the ascu mandate is to facilitate and add value to the reform process and to coordinate the efforts of sector ministries and other stakeholders towards implementing the asds vision.,1.0
638,"ascu will link the sector players and provide an enabling environment for sector wide consultations along the various levels of implementation, from the division to district to national level. ascu will not be involved in the actual implementation of the strategy. however, it shall coordinate budgeting within the sector, and participate in the review of subsector strategic and annual work plans to ensure they conform to asds, vision 203 0, the megs and other government development agenda.drive reforms in the sector and fast track implementation of the asds in a coordinated manner across sector ministries and other partners  be the referral centre for reforms, and collect, analyse and disseminate information on agricultural reforms   influence sector resource allocation to areas of highest impact  initiate major studies and policy developments within the agricultural sector  be accent for capacity building for all stakeholders involved or affected by the agricultural reform process * monitor implementation of asds activities.",1.0
639,"medium scale farms range from 3 to 4 9 ha. farmers in this category are receptive to technology and practise commercial agriculture by investing in inputs, marketing produce and borrowing credit for farm development.",1.0
640,"to contribute significantly to the development and growth of the agricultural sector, the role of the private sector in providing physical and social infrastructure, production, processing, input and output marketing, imports and exports, providing financial services and goods and services will need to be clearly defined. to facilitate effective participation, appropriate reforms in the legal and regulatory framework shall be instituted.",1.0
641,"inadequate budgetary allocation. insufficient budgetary allocation to the agricultural sector is a key constraint. in 200 3 under the maputo declaration, african heads of state committed to allocate 1 0 per cent of their annual budgets to the agricultural sector. kenya has not yet achieved this target; by 200 8, the sector was receiving 4.5 per cent of the budget. this insufficient allocation has reduced human resources and service delivery by government institutions. reduced effectiveness of extension services. the effectiveness of extension services declined over the last two decades due to use of inappropriate methods and a sharp reduction in operational budgets and human resources in the sector ministries. in particular, livestock extension in asals has been underfinanced. while much has been achieved in the last 5 years, inadequate financial and human resources continue to constrain the sector.",2.0
642," enhancing farmer access to affordable inputs and creditenhancing institutional efficiency and effectiveness in implementation and service delivery the current policy environment is not supportive of private sector led agricultural development. multiple and complex laws and regulations have evolved in the agricultural sector, which do not allow for investment in a liberalized economic environment. appropriate policies should provide for the changed role of government as a facilitator and regulator of agricultural activities.",1.0
643,"the subsector will emphasize collecting, collating and disseminating information on domestic and international markets. the information will be disseminated to producers, exporters and service providers. global information networks will be developed through subscriptions to trade information systems and close collaboration with kenyas diplomatic service. to support an effective marketing strategy, the agriculture subsector will collaborate with other stakeholders in the public sector to facilitate private sector involvement in the development of marketing infrastructure, especially rural market facilities. farmer organizations will be supported and empowered to play their role in providing market support services.",1.0
644,"the countrys agricultural resource base will be increased and improved through developing diversified, demand driven crop varieties; intensively applying appropriate technologies; and expanding use of irrigation systems in agricultural production. to achieve this research extension links will be strengthened to ensure demand driven research and effective application of research technologies on the farm. in addition, the private sector will be encouraged and supported to invest in agricultural production at all levels of the supply chain from farming, research and extension to processing and marketing. strengthening extension services and creating strong links between research and extension are two of the subsectors overriding objectives. effective adoption of technology packages will require a participatory approach to extension. the sector will strengthen its extension service delivery system and encourage private sector participation in the delivery of extension services, and will, in particular, empower farmer organizations and communities to provide these services at the grassroots.",1.0
645,developing and operationalizing internal data management within the subsector and among the agricultural sector ministries and agencies will enhance efficiency in service delivery.,1.0
646,"reduce costs, promote local fertilizer blending and initiate the establishment of a national or regional manufacturing plant. to ensure the bulk fertilizer purchase programme is successfully implemented, the government will facilitate capacity building for farmers and enhance capacity of farmer institutions to purchase and distribute fertilizer efficiently.",3.0
647,"this strategy will explore avenues for revitalizing livestock extension services in kenya. in particular, more resources will be committed to increase staffing levels towards the ratio of 1 livestock extension officer to 50 0 farmers in high potential areas, and 1 to 15 0 farmers in low potential areas to improve service delivery.",1.0
648,"to improve access to markets, capacity building in the market value chain will be undertaken and infrastructure developed. in particular, organizing livestock producers into marketing groups, developing markets and supporting infrastructure including a livestock marketing information system will be addressed.",3.0
649,with international standards. international and regional markets are more lucrative than local markets and accessing them will increase returns.,1.0
650,"the fund will target the semi commercial agribusiness or transitory level actors farmers, traders, processors, traders, agribusiness service providers. for purposes of the fund, semi commercial enterprise is defined as a business enterprise that is producing or offering a product or service for sale and fully for profit and or is at below the desired or optimum level of operation, but at the same time is neither capable of injecting all of the required additional resources  capital from own sources nor has the capacity to acquire required additional resources  capital from commercial sources.",3.0
651,the cooperative marketing promotion component will focus on  enhancing the marketing capacity of the relevant subsector ministries * strengthening marketing capacity within cooperative societies.,1.0
652,"equally important is the capacity of cooperatives to compete in a global marketing environment. capacity building for members, officials and staff will be enhanced through training and providing technical support, policy guidance, technology transfer and access to marketing information. mainstreaming marketing activities is core to business operations though currently, this function is peripheral. policy direction on cooperative marketing shall be spelt out to guide the cooperative subsector.",1.0
653,"the competitiveness of kenyan produce has been undermined by inadequate infrastructure such as poor roads and railways that increase vehicular maintenance costs; high port and road charges and tariffs; and slow and outdated communications systems and infrastructure that impede the flow of market information. kenya is signatory to several trade protocols and agreements the east african community, the inter governmental authority on development igad, the common market for eastern and southern africa , the world trade organization wto, and the european union eu. kenya must take advantage of these opportunities provided by regional and international agreements to attain a certain level of global competitiveness. trade barriers that increase uncertainties and transaction costs will be removed to provide the private sector with the impetus to plan production, processing and marketing for external markets instead of producing solely for subsistence and internal markets.",3.0
654,"opportunities are available to develop networks and partnerships between cooperative societies to reduce internal competition among them. some of the opportunities that will be explored include working with stakeholders to form joint ventures with the private sector, creating new initiatives such as cooperative private partnerships, getting direct investments in identified areas and working with the export processing zone authority to create export processing zones in areas with active cooperative societies.",3.0
655,"the agro based private sector comprises both profit driven and not for profit civil society non state actors. such actors could be broadly categorized into farmer or producer organizations that include  primary producers individual farmers and producer companies, farmers producer groups, producer organizations, commodity based associations, farmer federations * various categories of cooperatives, agribusiness firms, individual entrepreneurs, cooperative societies, agricultural input dealers  agricultural commodity processors, packaging agents, transporters and warehousing agents * financial service providers microfinance institutions, commercial banks, saccos, and agribusiness development * technical and professional service providersextension, research, insurance, legal, consultancy, quality assurance and education, training, information  civilsociety, local and international ngos, faith based organizations, community based organizations, other resource mobilization organizations and opinion leaders the kenya private sector alliance keepsake is a coalition of private sector institutions such as business associations, federations and professional bodies. keepsake engages government in structured consultations and policy dialogue towards improving the business environment, accelerating transformation of public sector institutions, promoting private sector cultural change, facilitating growth through expansion of trade, improving productivity and competitiveness of enterprises, and supporting entrepreneurship and development of micro and small enterprises in line with the national development agenda. private sector issues are consolidated into one major agenda cutting across all sectors of the economy. individual organizations identify key priority areas and work together with the government to find practical solutions to issues.",1.0
656,"in agriculture, the private sector constitutes beneficiaries and resource mobilizers to transform economic operations. it is the vehicle for requisite investments to transform agriculture towards increased productivity, agribusiness, and infrastructure development.",1.0
657,the government will also implement an effective institutional framework to ensure a coordination mechanism to facilitate multi sectoral development in the region.,1.0
658,2 an agreement relating to investment in community land shall only be made between the investor and the community.,1.0
659,"2 2. 1 the kenya forestry research institute, as established under the science, technology and innovation act, 201 3, shall be the agency in forestry research and development.",1.0
660,part ii 2 3. the funds of the service shall consist of  funds of the service.,1.0
661,"5 4. 1 the cabinet secretary for the national treasury, may on the recommendation by the cabinet secretary, propose tax and other fiscal incentives to increase investments in forest land use and forest resource utilization in order to promote forest conservation and management, and to prevent or abate forest degradation.",3.0
662,"in the context of climate change, technology transfer is defined as a broad set of processes covering the flows of know how, experience and equipment for mitigating and adapting to climate change amongst different stakeholders such as governments, private sector entities, financial institutions, nongovernmental organisations and research education institutions.",1.0
663,"the un report acting on climate change the un system delivering as one 200 8 identified undo as one of the un bodies through which coordination of the transfer of clean technology to the developing world can be facilitated. uni dos role as a host organisation for the cleaner production cp, which was created to foster environmentally sound production and consumption in developing countries, also makes it a suitable channel for transfer of technology. kenya has an active cleaner production centre, the kenya national cleaner production centre kncpc. some of the past and ongoing mitigation programmes of the knock include those in industrial energy management and cdm opportunities, as well as waste minimisation with tandem methane reduction, among others.",1.0
664,"most climate friendly technologies have so far been developed and used in developed countries, from where they are expected to transfer to developing countries through well known channels including trade, foreign direct investment fdic and cross border technology licensing. in order to attract these technologies, the government needs to tackle barriers that have and continue to hinder fdic in the country. these include insufficient human capabilities, high transaction costs, trade and policy barriers as well as institutional limitations such as weak intellectual property protection laws and enforcement.",2.0
665,"and adaptive innovation processes within developing countries facilitate the diffusion and development of technologies.*? this requires sufficient innovation capabilities amongst developing country firms, universities and research institutes, and appropriate links with public sector actors including production sectors.",1.0
666,"it appears that a consensus is emerging on several elements of a future deal on a technology framework. notably, parties to the  seem likely to agree on the establishment of a technology body in the future climate change agreement, although the structure, mandate, name and funding of the proposed mechanism remain unclear. the creation of a technology body has been supported in particular by developing countries, specifically the g7 7 and china group, which proposed the establishment of a technology mechanism, comprising an executive body and a multilateral climate technology fund mctf, both subsidiary to the cop.",2.0
667,"however, emca, 199 9 does not effectively address several climate change issues including e@ development of national inventories of anthropogenic emissions of ghg in kenya by source and removal of ghg by sinks,  national framework for carbon finance, e@ development of national and regional programmes to mitigate climate change by addressing anthropogenic emissions by source,  promotion of education, training and awareness on climate change; appropriate technology transfer arrangements and their authorisation, and @ access to environmentally sound technologies.",1.0
668,"within the doe, memr also established in 200 9 its national climate change coordinating office. this office now acts as the secretariat for the national climate change activities coordinating committee  established in 199 2 as a requirement under the . membership of the  is drawn from line ministries, academia and research institutions, non governmental organisations ngos as well as the private sector.",1.0
669,"this office of the secretariat shall comprise key government agencies with policy and law related functions including the office of the attorney general and key ngos. it shall, in conjunction with nema, initiate all necessary policy, legal, strategy and planning processes, and promote and cooperate on legal information on matters related to climate change. this office shall also play a key role in international climate change negotiations, as well as work with other government agencies to phase out subsidies that contravene the objectives of the .",1.0
670,"in addition, the strategy has established that institutions currently in place to govern climate change affairs are inadequate. it has consequently recommended a dedicated and adequately funded climate change secretariat be established within the ministry of environment and mineral resources to oversee climate change issues including the implementation of the adaptation and mitigation programmes and the other aspects of the national climate change response strategy. this institution, including the proposed structures within it see chapter 8, should be anchored on the provisions of the new climate change laws to be enacted.",1.0
671,"currently, discussions in the adaptation fund board include the nature of entities that would qualify for funding, the role of national coordination, and capabilities required for monitoring, reporting and verification. even though the form of a national adaptation strategic and implementing entity has not yet been elaborated in the , an entity such as a national adaptation facility fan will be necessary in future. a national adaptation facility or authority should therefore be established to enable mobilisation and consolidation of resources from multiple sources. in developing such a capacity, there are many options that must be based on the unique structures of national government and civil society. the term authority is open in that where a cross sectoral, multi stakeholder capacity is required it might involve a single authority or agency or a multi party structure with operational capacity that might be termed facility; hub or partnership it will also require consultative and governing structures i.e. advisory committee, council, board, governing body and funding will be vital to its success. a pilot fund is suggested for gearing up a broad effort, preparing sound project proposals and mobilising stakeholder engagement. the fan should be anchored on a national policy and legal framework that sets out the key aims and processes with the policy framework then translated into sectoral objectives, targets and performance indicators. while all sectors and regions will be exposed to climate change, early action should be focused with the strategy recognising regional requirements and the urgent needs of vulnerable socioeconomic groups.",1.0
672,"the kyoto protocol has set the world towards a low carbon growth path. one of the main outcomes is the carbon market, an international market regime of three flexible mechanisms designed and created to tackle climate change cost effectively and assist with sustainable development. two of these mechanisms   the clean development mechanism cdm and the joint implementation hi   are project based. the cdm and hi were created under articles 1 2 and 6 of the protocol, respectively. they are designed to help reduce ghg emissions through project activities involving inter alias renewable energy including fuel switching, energy efficiency, reforestationafforestation, and low emission public transportation, and more. the cdm is relevant to kenya as it applies to non annex 1 countries, which are developing countries that have undertaken to tackle climate change, but are not obliged to take on legally binding ghg emission reduction targets.",3.0
673,"in general, the three funds lcdf, scoff and af are not adequate to fund the massive adaptation needs of developing countries, many of which are already being ravaged by climate change. at present, the funds mainly constitute pledges by donor countries and agencies. as history shows pledges do not always lead to actual delivery and implementation of the funds. again, even with the pledges included, the funds still fall short of the us$ 10 0 billion per annum which developed countries have pledged to mobilise under the copenhagen accord to help address climate change needs of developing countries by 202 0. in any case, even this proposed figure is considered by many as a gross underestimate because it is based on a scenario where the global temperature increase would be limited to 2c, whilst some climate models show that current emissions pathway leads us to a much warmer world 3c and upward and consequently higher costs.",2.0
674,"all stakeholders should mainstream climate proofing and climate change responsive activities in their programmes and projects. in achieving this, most line ministries particularly those offering development and infrastructural services have developed climate change response programmes and projects, which form and are included in the action plan of this strategy.",1.0
675,"while kenya stands to benefit immensely from the advanced technology of developed countries, efforts should be made to support local technology generation and application through institutional capacity building programmes. consequently new and additional resources are needed to support kenya's research, development as well as strengthen academic institutions together we can tackle climate change",1.0
676,"identify specific research and development needs to address climate change, and opportunities for technology development, absorption and diffusion this will be achieved by an individual sector analysis of the knowledge and technology gaps that need to be addressed in the short, medium and long term. in addition, in order to foster faster transfer and adoption of climate friendly and resilient technologies in kenya for sustainable development, the strategy will seek to recommend avenues through which the transfer of such technologies can take place.",1.0
677,"appropriate national climate change entity to undertake and oversee climate change activities in the country. e@ provide an action plan and ensure its implementation in terms of having a robust monitoring and evaluation framework the identified adaptation and mitigation activities will require the mobilisation of additional and substantial financial resources for their implementation. an action plan and a resource mobilisation plan will help achieve this. in addition, monitoring and evaluation activities will play an important role in ensuring an effective implementation of the project activities identified in the nccrs. there is need for an efficient, focused and dynamic implementation framework and a robust monitoring and evaluation framework. this objective will ensure that such measures are in place.",1.0
678,"however, the vision 203 0 does not address climate change adequately, but it does refer to climate change adaptation in the context of building capacity as part of environmental management. one of the specific aims stated under environmental management is the goal to attract at least five clean development mechanisms cdm projects per year in the next five years.",1.0
679,"climate change also presents opportunities for developing countries like kenya, which can avoid the high emission path that developed countries have pursued to attain their present high economic status. the carbon market, where it is possible to trade carbon credits, presents an opportunity for developing countries to raise additional revenues for ghg emission reducing projects that also contribute to sustainable development. there are two types of carbon markets and both are relevant to kenya. the two markets arethe clean development mechanism cdm compliance market under the kyoto protocol and ii voluntary carbon markets vcm, which emerged to fulfil the demand from organisations and businesses that wish to offset their carbon emissions voluntarily. it should be noted that presently, most developing countries in africa have not benefited from carbon markets because of their complexity, trading conditions, investments and general lack of capacity and knowledge in developing countries. therefore, for kenya to benefit from these markets, intense capacity building particularly at the community level will be required.",3.0
680,"that are easy to understand and use. there is need to have well developed ict infrastructure and skills to facilitate effective dissemination of climate change information and education. the government should develop a website on climate change issues and all the relevant information, programmes, projects, related to climate change and establish one stop resource centres which should be equipped with climate change material,  dissemination of credible and reliable climate change information and research findings the government should put in place strategic planning and public review processes to facilitate credible fact finding on a key climate science issues,comprehensive climate and ecosystem observing and data management systems, andthe development of decision support resources,  supporting public debate on climate change issues by promoting parliamentary public hearings, participatory policymaking initiatives at both central and local level, and a vibrant civil society, and  developing a comprehensive communications plan the government needs to develop a comprehensive communications implementation plan and funding plan, based on an inventory of existing communication activities and building on experience from several short term pilot projects to determine and shape ongoing effective communication strategies.",1.0
681,"in view of the risks and opportunities presented by climate change, enhanced capacity building is required to strengthen capability of developing countries like kenya which have very few climate change specialists in the areas of science, policy, adaptation, mitigation carbon trading and carbon markets. therefore, it is important to put in place a targeted capacity building framework, and build the capacity of local communities to help them adapt to the adverse impacts of climate change. further, the actions being recommended in the strategy will require people with adequate necessary skills to implement.",1.0
682,"in line with the uns acting on climate change, the un system delivering as one report, the following are as some of the key critical areas for kenya where capacity building should be targetedregional and sub regional preparatory workshops for climate change negotiators where kenya would participate with other developing countries, sids and ldcs, on the  negotiation process,technical and policy support to kenya as a party to the  for preparing its national communications,  support to the country in its efforts to implement  decisions through country driven approaches,  awareness raising, development of communication tools, training and planning workshops at local, national, regional and global levels,  capacity building and support for the modernisation and development of national meteorological services e.g. the kenya meteorological department and gad climate prediction and applications centre icpac,mobilising and enhancing the capacity of the government, employers and workers organisations to contribute to coherent policies and effective programmes leading to greening economies with green jobs, 4 6 0 2 emissions from fuel combustion only. emissions are calculated using ideas energy balances and the revised 199 6 ipecac guidelines. also, see chapter 4 under mitigation for ghg emission trends together we can tackle climate change",1.0
683, capacity building seminars workshops in different regions to assist promote implementation of new standards aiming at the reduction of ghg emissions through radio capacity building to enhance reduced emissions from deforestation and degradation redd programmes in developing cone capture opportunities offered by the un redd programme and forest carbon partnership facility as well as the redd,1.0
684,"disaggregated data to update the gender development index;establishment of gender research and documentation centre the sub sector will establish and equip the centre with requisite resources;establishment of integrated one stop sexual and gender based violence response centers in all healthcare facilities in kenya. the proposed centers will offer medical, legal and psychosocial support to victims of sgbv;public awareness campaign against fgm, early and forced marriages the sub sector will develop and implement a national sexual and gender based violence policy and operationalize the gm act 201 1.the sub sector will work closely with the national gender and equality commission to issue sanctions and recommend prosecution on gender discrimination cases. womens empowerment the following specific interventions will be undertakenimplementation of the 3 0 percent public procurement preference for women entrepreneurs the sub sector will carry out a public awareness campaign on the provisions of the public procurement and disposable [preference and reservation] regulations 201 3 for women;implementation of the uwezo fund; the sub sector will seek to expand access to finances and promote women led enterprises at the constituency level through the uwezo fund;women enterprise fund the sub sector will seek to review the funds product and services, re brand and re launch the women enterprise fund.establishment of the single registry for all cs pf initiatives;support to persons with albinism pwa; and scale up the national development fund for pwds this fund will provide assistance to persons with disabilities for their socio economic empowerment. it will also support infrastructure improvement to institutions providing services to pads and capacity building for disabled persons organizations.",3.0
685,"competitiveness and rebalancing growth to make kenya globally competitive, the government will increase investment in expansion, development and modernisation of roads, rail, ports, ict and telecommunications in order to make kenya a top logistics hub. in addition, priority will be given to development of the lamu port, southern sudan and ethiopia transport  corridor and the oil, gas and other mineral resources sector to spur higher economic growth. priority will also be given to implementing the national ict master plan 201 2 201 7, and the implementation of reforms to improve world bank. the opp act will be operationalized to facilitate private sector investment in infrastructure in order to enhance efficiency and competitiveness of the economy.",3.0
686,"the second mtp will integrate the sdgs for the post 201 5 which includeending extreme poverty and hunger;achieve development and prosperity for all without ruining the environment;ensure learning for all children and youth;achieving gender equality and reduce inequalities;achieve health and well being at all ages;increasing agricultural production in an environmentally sustainable manner, to achieve food security and rural prosperity;make cities productive and environmentally sustainable;curb human induced climate change with sustainable energy;protect ecosystems and ensure sound management of natural resources; andimprove governance and align business behavior with all the goals. during the second mtp period and beyond, measures will be taken to realign kenyas foreign policy with the nations international trade objectives. these include more training of staff in trade analysis and negotiation techniques, deepening economic and commercial diplomacy, regional integration, bilateral and multilateral partnerships to increase market share in traditional export destinations, penetration of new markets in emerging economies as well as enhancing the role of private sector in regional integration initiatives. additionally, the realigned foreign policy will link regional peace and security with kenyas economic and commercial diplomacy interests and ensure the diplomatic presence in all african region and new emerging economies. kenyas foreign policy shall also be directed towards promoting nairobi as a diplomatic centre, international economic hub, and venue for multi lateral diplomacy.",1.0
